Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ42,阿尔茨海默病的生物标志物包括Aβ42
Treatment,N-terminal antibody,inhibits,Pathological_Change,inflammatory response,N末端抗体抑制脑脊液诱导的炎症反应
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Research_Method,ELISA,measures,Biomarker,TNF-α,ELISA用于测量促炎细胞因子TNF-α的浓度
Clinical_Test,ELISA,measures,Biomarker,TNF-α,ELISA检测TNF-α水平
Clinical_Test,CDR,evaluates,Clinical_Manifestation,cognitive function,临床痴呆评分用于评估认知功能
Disease,MCI,has_biomarker,Biomarker,Aβ42,轻度认知障碍的生物标志物包括Aβ42
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE4 gene,APOE4基因是阿尔茨海默病的风险因素
Clinical_Test,membrane permeability assay,measures,Pathological_Change,membrane permeabilisation,膜通透性实验用于测量脑脊液诱导的膜通透性变化
Pathological_Change,brain amyloidosis,is_detected_by,Imaging_Method,PET,脑淀粉样变性可以通过正电子发射断层扫描检测
Clinical_Test,CSF analysis,detects,Biomarker,Aβ aggregates,脑脊液分析检测Aβ聚集物
Research_Method,Atomic force microscopy,analyzes,Biomarker,Aβ aggregates,原子力显微镜用于分析Aβ聚集物
Research_Method,AFM,detects,Pathological_Change,soluble aggregates,原子力显微镜用于检测脑脊液中的可溶性聚集体
Imaging_Method,PET,detects,Pathological_Change,brain amyloidosis,正电子发射断层扫描可以检测脑淀粉样变性
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体的突触可塑性
Research_Method,confocal imaging,detects,Pathological_Change,soluble aggregates,共聚焦成像用于检测脑脊液中的可溶性聚集体
Pathological_Change,large aggregates,causes,Clinical_Manifestation,inflammatory response,大尺寸聚集体导致炎症反应
Pathological_Change,soluble aggregates,induces,Clinical_Manifestation,neuroinflammation,可溶性聚集体诱导神经炎症反应
Protein,Aβ,interacts_with,Protein,TLR4,Aβ蛋白与TLR4相互作用
Disease,Mild cognitive impairment,has_symptom,Clinical_Manifestation,memory loss,轻度认知障碍表现为记忆力丧失
Research_Method,ELISA,measures,Biomarker,Aβ oligomers,酶联免疫吸附试验用于测量Aβ寡聚体
Clinical_Test,CSF analysis,measures,Biomarker,Aβ aggregates,脑脊液分析测量Aβ聚集物
Disease,Alzheimer's disease,has_biomarker,Biomarker,T-tau,阿尔茨海默病的生物标志物包括T-tau
Disease,Alzheimer's disease,progresses_to,Clinical_Stage,Mild cognitive impairment,阿尔茨海默病进展为轻度认知障碍
Disease,Mild cognitive impairment,has_biomarker,Biomarker,Aβ aggregates,轻度认知障碍与Aβ聚集物作为生物标志物相关
Protein,Aβ,forms,Biomarker,Aβ aggregates,Aβ蛋白形成Aβ聚集物
Protein,Aβ,triggers,Pathological_Change,inflammation,Aβ蛋白触发炎症
Clinical_Stage,AD,has_biomarker,Biomarker,Aβ42,阿尔茨海默病的生物标志物包括Aβ42
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,MCI,has_biomarker,Biomarker,T-tau,轻度认知障碍的生物标志物包括T-tau
