Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Brain_Region,superior temporal gyrus,contains,Biomarker,α-SYN,颞上回脑区含有α-SYN生物标志物
Clinical_Test,RT-QuIC,evaluates,Disease,Alzheimer's disease,RT-QuIC用于评估阿尔茨海默病
Pathological_Change,α-SYN aggregation,associated_with,Clinical_Manifestation,protein polymerization,α-SYN聚集与蛋白质聚合相关
Protein,α-SYN,aggregates_in,Brain_Region,brain,α-SYN蛋白在大脑中聚集
Clinical_Stage,Thal phase,associated_with,Disease,Alzheimer's disease,Thal分期与阿尔茨海默病相关
Clinical_Test,RT-QuIC,detects,Biomarker,α-SYN,RT-QuIC检测α-SYN生物标志物
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,wandering,阿尔茨海默病表现为游荡
Protein,α-SYN,is_associated_with,Pathological_Change,endolysosome dysfunction,α-SYN蛋白与内溶酶体功能障碍相关
Risk_Factor,APOE4,affects,Biomarker,α-SYN,APOE4基因影响α-SYN的生物标志物水平
Clinical_Test,ELISA,measures,Biomarker,α-synuclein levels,ELISA用于测量α-突触核蛋白水平
Pathological_Change,α-SYN aggregation,associated_with,Clinical_Manifestation,cognitive decline,α-SYN聚集与认知功能下降相关
Pathological_Change,α-SYN aggregates,associated_with,Biomarker,APOE,α-SYN聚集与APOE相关
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,memory loss,阿尔茨海默病表现为记忆力丧失
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,agitation,阿尔茨海默病表现为激动
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,synaptic dysfunction,阿尔茨海默病表现为突触功能障碍
Protein,α-SYN,is_associated_with,Pathological_Change,synaptic loss,α-SYN蛋白与突触丢失相关
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,anxiety,阿尔茨海默病表现为焦虑
Clinical_Test,RT-QuIC,detects,Biomarker,α-SYN,RT-QuIC检测α-SYN的种子活性
Risk_Factor,APOE4,affects,Biomarker,APOE,APOE4基因影响APOE的生物标志物水平
Protein,α-SYN,has_conformation_change,Pathological_Change,β-sheet conformation,α-SYN蛋白构象变化为β-折叠结构
Research_Method,RT-QuIC assay,measures,Biomarker,Aβ40,RT-QuIC实验用于测量Aβ40的种子活性
Imaging_Method,thioflavin-S microscopy,assesses,Pathological_Change,AD neuropathologic change,硫黄素S荧光显微镜用于评估阿尔茨海默病的神经病理变化
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,dysphagia,阿尔茨海默病表现为吞咽困难
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Imaging_Method,thioflavin-S microscopy,assesses,Pathological_Change,cerebral amyloid angiopathy,硫黄素S荧光显微镜用于评估脑淀粉样血管病
Pathological_Change,α-SYN aggregation,associated_with,Clinical_Manifestation,protein aggregation pathway,α-SYN聚集与蛋白质聚集途径相关
Pathological_Change,α-SYN aggregation,associated_with,Clinical_Manifestation,protein aggregation mechanism,α-SYN聚集与蛋白质聚集机制相关
