Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,FDG-PET,detects,Pathological_Change,brain atrophy,FDG-PET可检测脑萎缩
Research_Method,SPM Analysis,analyzes,Brain_Region,ROSDs,SPM分析用于检测大脑区域中的显著变化
Treatment,T3D-959,reduces,Pathological_Change,amyloid-beta levels,T3D-959可降低淀粉样蛋白水平
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 grey matter analysis,FDG-PET用于评估T3D-959的灰质分析
Clinical_Test,FDG-PET,measures,Biomarker,relative CMRgl,FDG-PET用于测量相对脑葡萄糖代谢率
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 whole brain analysis,FDG-PET用于评估T3D-959的全脑分析
Protein,CDK5,associated_with,Pathological_Change,tau phosphorylation,CDK5活性增加导致tau蛋白磷酸化
Treatment,T3D-959,decreases,Protein,pro-inflammatory cytokines,T3D-959可减少促炎细胞因子表达
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 inferior parietal lobe analysis,FDG-PET用于评估T3D-959对顶下小叶的影响
Protein,tau,associated_with,Pathological_Change,tau tangles,tau蛋白异常磷酸化导致神经纤维缠结
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 voxel-wise analysis,FDG-PET用于评估T3D-959的体素水平分析
Imaging_Method,FDG-PET,detects,Biomarker,glucose metabolism,FDG-PET分析支持T3D-959改变大脑中的葡萄糖代谢
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 centrum semiovale analysis,FDG-PET用于评估T3D-959对半卵圆中心的影响
Pathological_Change,neurofibrillary tangles,associated_with,Disease,Alzheimer's disease,神经纤维缠结是阿尔茨海默病的病理改变
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 middle temporal gyrus analysis,FDG-PET用于评估T3D-959对颞中回的影响
Biomarker,plasmalogens,associated_with,Disease,Alzheimer's disease,缩醛磷脂与阿尔茨海默病相关
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 ADNI data set,FDG-PET用于评估T3D-959的ADNI数据集
Clinical_Test,DSST,evaluates,Clinical_Manifestation,executive function,DSST用于评估执行功能
Biomarker,ceramides,affected_by,Treatment,T3D-959,T3D-959引起神经酰胺的变化
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Treatment,T3D-959,affects,Biomarker,glucose metabolism,T3D-959改变大脑中的葡萄糖代谢
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 precuneus analysis,FDG-PET用于评估T3D-959对楔前叶的影响
Treatment,T3D-959,increases,Protein,p70S6K,T3D-959可增加p70S6K表达
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Clinical_Test,FDG-PET,assesses,Treatment,T3D-959 ADNI2 protocol,FDG-PET用于评估T3D-959的ADNI2协议
Clinical_Test,FDG-PET,assesses,Biomarker,cerebral glucose metabolism,FDG-PET用于评估脑葡萄糖代谢
