Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,linear regression,analyzes,Pathological_Change,neurogenesis,线性回归用于分析神经发生
Protein,PGF,associated_with,Pathological_Change,tau burden,PGF与tau蛋白负担相关
Research_Method,Poisson regression,analyzes,Pathological_Change,infarct volume,泊松回归用于分析梗死体积
Research_Method,logistic regression,analyzes,Pathological_Change,atherosclerosis,逻辑回归用于分析动脉粥样硬化
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular coupling,线性回归用于分析神经血管耦合
Research_Method,linear regression,analyzes,Pathological_Change,ischemic damage,线性回归用于分析缺血损伤
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular repair,线性回归用于分析神经血管修复
Disease,Alzheimer's disease,associated_with,Protein,VEGF,血管内皮生长因子与阿尔茨海默病的临床表现相关
Protein,VEGFB,associated_with,Disease,AD dementia,VEGFB与AD痴呆的纵向认知和tau病理相关
Gene,VEGFB,associated_with,Clinical_Manifestation,cognitive decline,VEGFB基因表达与认知衰退相关
Gene,FLT4,associated_with,Clinical_Manifestation,cognitive decline,FLT4基因表达增加与认知功能下降相关
Gene,FLT4,associated_with,Clinical_Manifestation,cognitive decline,FLT4基因表达与认知衰退相关
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular unit,线性回归用于分析神经血管单元
Research_Method,linear regression,analyzes,Pathological_Change,neurodegeneration,线性回归用于分析神经退行性变
Research_Method,linear regression,analyzes,Pathological_Change,neuritic plaques,线性回归用于分析神经炎性斑块
Protein,VEGFB,associated_with,Pathological_Change,tau pathology,VEGFB与tau病理相关
Gene,VEGFB,associated_with,Clinical_Manifestation,cognitive decline,VEGFB基因表达增加与认知功能下降相关
Gene,FLT1,associated_with,Clinical_Manifestation,cognitive decline,FLT1基因表达增加与认知功能下降相关
Brain_Region,prefrontal cortex,expresses,Protein,PGF,前额叶皮层表达PGF蛋白
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular inflammation,线性回归用于分析神经血管炎症
Research_Method,linear regression,analyzes,Pathological_Change,angiogenesis,线性回归用于分析血管生成
Disease,Alzheimer's disease,has_biomarker,Protein,FLT4,FLT4在阿尔茨海默病患者中表达水平较高
Clinical_Test,Braak staging,assesses,Pathological_Change,tau pathology,Braak分期用于评估tau病理
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular hemorrhage,线性回归用于分析神经血管出血
Protein,VEGFB,associated_with,Pathological_Change,tau burden,VEGFB与tau蛋白负担相关
Protein,VEGFB,associated_with,Pathological_Change,arteriolosclerosis,VEGFB与小动脉硬化相关
Brain_Region,prefrontal cortex,expresses,Protein,FLT1,前额叶皮层表达FLT1蛋白
Research_Method,Pearson's R,analyzes,Correlation,VEGFB and ENO2,Pearson's R用于分析VEGFB与ENO2的相关性
Protein,FLT4,associated_with,Pathological_Change,neuritic plaques,FLT4与神经炎性斑块相关
Gene,PGF,associated_with,Clinical_Manifestation,cognitive decline,PGF基因表达增加与认知功能下降相关
Gene,PGF,associated_with,Clinical_Manifestation,cognitive decline,PGF基因表达与认知衰退相关
Clinical_Test,neuropsychological tests,assesses,Clinical_Manifestation,cognitive function,神经心理学测试用于评估认知功能
Protein,VEGFA,associated_with,Pathological_Change,hippocampal atrophy,VEGFA蛋白水平与海马体萎缩相关
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular thrombosis,线性回归用于分析神经血管血栓形成
Imaging_Method,immunohistochemistry,detects,Pathological_Change,β-amyloid and tau,免疫组化检测β-淀粉样蛋白和tau蛋白
Research_Method,linear regression,analyzes,Pathological_Change,tau burden,线性回归用于分析tau蛋白负担
Research_Method,linear regression,analyzes,Pathological_Change,neuropathology,线性回归用于分析神经病理学
Brain_Region,prefrontal cortex,expresses,Gene,VEGF genes,前额叶皮层表达VEGF基因家族
Protein,β-amyloid,associated_with,Pathological_Change,AD pathology,β-淀粉样蛋白与阿尔茨海默病病理相关
Research_Method,RNA sequencing,quantifies,Gene,VEGF genes,RNA测序用于量化VEGF基因表达
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular signaling,线性回归用于分析神经血管信号传导
Disease,Alzheimer's disease,has_biomarker,Protein,VEGFB,VEGFB在阿尔茨海默病患者中表达水平较高
Disease,Alzheimer's disease,has_biomarker,Protein,PGF,PGF在阿尔茨海默病患者中表达水平较高
Protein,VEGFB,associated_with,Pathological_Change,atherosclerosis,VEGFB与动脉粥样硬化相关
Protein,VEGFB,associated_with,Pathological_Change,infarct count,VEGFB与梗死数量相关
Gene,FLT1,upregulated_in,Disease,Alzheimer's disease,阿尔茨海默病患者中FLT1基因表达上调
Research_Method,mixed-effect regression,analyzes,Gene,VEGFB,混合效应回归用于分析VEGFB基因表达
Protein,VEGFB,associated_with,Pathological_Change,infarct volume,VEGFB与梗死体积相关
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular occlusion,线性回归用于分析神经血管闭塞
Protein,FLT1,associated_with,Pathological_Change,infarct volume,FLT1与梗死体积相关
Research_Method,linear regression,analyzes,Pathological_Change,hypoxia-ischemia,线性回归用于分析缺氧-缺血
Research_Method,logistic regression,analyzes,Pathological_Change,arteriolosclerosis,逻辑回归用于分析小动脉硬化
Research_Method,linear regression,analyzes,Gene,VEGFB,线性回归用于分析VEGFB基因表达
Clinical_Test,cognitive scores,assesses,Clinical_Manifestation,cognitive function,认知评分用于评估认知功能
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular regeneration,线性回归用于分析神经血管再生
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular barrier,线性回归用于分析神经血管屏障
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular remodeling,线性回归用于分析神经血管重塑
Brain_Region,prefrontal cortex,expresses,Protein,VEGFB,前额叶皮层表达VEGFB蛋白
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular leakage,线性回归用于分析神经血管渗漏
Research_Method,Poisson regression,analyzes,Pathological_Change,infarct count,泊松回归用于分析梗死数量
Research_Method,linear regression,analyzes,Pathological_Change,neuroprotection,线性回归用于分析神经保护
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular homeostasis,线性回归用于分析神经血管稳态
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular permeability,线性回归用于分析神经血管通透性
Disease,AD dementia,affects,Brain_Region,prefrontal cortex,AD痴呆患者的前额叶皮层VEGFB表达与正常认知者不同
Protein,FLT1,associated_with,Pathological_Change,infarct count,FLT1与梗死数量相关
Research_Method,linear regression,analyzes,Pathological_Change,β-amyloid burden,线性回归用于分析β-淀粉样蛋白负担
Research_Method,linear regression,analyzes,Pathological_Change,gross-infarct count,线性回归用于分析大梗死数量
Protein,FLT4,associated_with,Pathological_Change,tau burden,FLT4与tau蛋白负担相关
Protein,FLT4,associated_with,Pathological_Change,β-amyloid burden,FLT4与β-淀粉样蛋白负担相关
Protein,VEGFB,associated_with,Pathological_Change,β-amyloid burden,VEGFB与β-淀粉样蛋白负担相关
Protein,PGF,associated_with,Pathological_Change,β-amyloid burden,PGF与β-淀粉样蛋白负担相关
Protein,VEGFB,negatively_associated_with,Clinical_Manifestation,longitudinal global cognition,VEGFB表达与纵向整体认知呈负相关
Research_Method,linear regression,analyzes,Pathological_Change,neural repair,线性回归用于分析神经修复
Protein,PGF,associated_with,Pathological_Change,neuritic plaques,PGF与神经炎性斑块相关
Research_Method,linear regression,analyzes,Pathological_Change,gross-infarct volume,线性回归用于分析大梗死体积
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular dysfunction,线性回归用于分析神经血管功能障碍
Gene,FLT1,associated_with,Clinical_Manifestation,cognitive decline,FLT1基因表达与认知衰退相关
Disease,Alzheimer's disease,affects,Brain_Region,prefrontal cortex,阿尔茨海默病影响前额叶皮层的功能
Protein,VEGFB,associated_with,Pathological_Change,neuritic plaques,VEGFB与神经炎性斑块相关
Research_Method,logistic regression,analyzes,Pathological_Change,TDP-43,逻辑回归用于分析TDP-43病理
Brain_Region,prefrontal cortex,expresses,Protein,FLT4,前额叶皮层表达FLT4蛋白
Protein,VEGFA,associated_with,Clinical_Manifestation,cognitive decline,VEGFA蛋白水平与认知功能下降相关
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular edema,线性回归用于分析神经血管水肿
Gene,VEGFB,upregulated_in,Disease,Alzheimer's disease,阿尔茨海默病患者中VEGFB基因表达上调
Gene,FLT4,upregulated_in,Disease,Alzheimer's disease,阿尔茨海默病患者中FLT4基因表达上调
Gene,VEGFA,protects_against,Disease,cognitive impairment,VEGFA基因对认知障碍具有保护作用
Research_Method,linear regression,analyzes,Pathological_Change,neural injury,线性回归用于分析神经损伤
Protein,tau,associated_with,Pathological_Change,AD pathology,tau蛋白与阿尔茨海默病病理相关
Research_Method,linear regression,analyzes,Pathological_Change,neurovascular plasticity,线性回归用于分析神经血管可塑性
Disease,Alzheimer's disease,has_biomarker,Protein,FLT1,FLT1在阿尔茨海默病患者中表达水平较高
Research_Method,linear regression,analyzes,Pathological_Change,inflammatory cell recruitment,线性回归用于分析炎症细胞募集
Protein,FLT1,associated_with,Pathological_Change,β-amyloid burden,FLT1与β-淀粉样蛋白负担相关
