Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta toxicity,阿尔茨海默病的生物标志物包括淀粉样蛋白毒性
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid cascade,阿尔茨海默病的生物标志物包括淀粉样蛋白级联反应
Disease,Alzheimer's disease,has_biomarker,Biomarker,hyper-phosphorylated TAU,阿尔茨海默病的生物标志物包括过度磷酸化的TAU蛋白
Protein,Aβ 1-40,associated_with,Disease,Alzheimer's disease,Aβ 1-40与阿尔茨海默病相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,阿尔茨海默病的生物标志物包括淀粉样蛋白
Clinical_Test,standardised tests,evaluates,Clinical_Manifestation,cognitive function,标准化测试用于评估认知功能
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Protein,amyloid-beta,forms,Pathological_Change,amyloid plaques,淀粉样蛋白形成淀粉样斑块
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ1-42/Aβ1-40 ratio,阿尔茨海默病的生物标志物包括Aβ1-42/Aβ1-40比例
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta homeostasis,阿尔茨海默病的生物标志物包括淀粉样蛋白稳态
Protein,amyloid-beta,aggregates_into,Pathological_Change,plaques,淀粉样蛋白聚集形成斑块
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,tangles,阿尔茨海默病的病理特征包括神经纤维缠结
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病与淀粉样斑块相关
Disease,Alzheimer's disease,has_research_method,Research_Method,genome wide association studies,阿尔茨海默病的研究方法包括全基因组关联研究
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病影响内嗅皮层
Gene,APOE3,neutral_effect_on,Disease,Alzheimer's disease,APOE3基因对阿尔茨海默病的风险无显著影响
Gene,MAPT,associated_with,Disease,frontotemporal dementia,MAPT基因突变与额颞叶痴呆相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta fibrils,阿尔茨海默病的生物标志物包括淀粉样蛋白纤维
Disease,Alzheimer's disease,has_biomarker,Biomarker,neurodegeneration,阿尔茨海默病的生物标志物包括神经退行性变
Treatment,immunotherapy,treats,Disease,Alzheimer's disease,免疫疗法用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta metabolism,阿尔茨海默病的生物标志物包括淀粉样蛋白代谢
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta clearance,阿尔茨海默病的生物标志物包括淀粉样蛋白清除
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Treatment,aducanumab,has_side_effect,Clinical_Manifestation,brain swelling,阿杜卡努单抗可能导致脑肿胀
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta aggregation,阿尔茨海默病的生物标志物包括淀粉样蛋白聚集
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid burden,阿尔茨海默病的生物标志物包括淀粉样蛋白负荷
Protein,TAU,forms,Pathological_Change,tangles,TAU蛋白形成缠结病理
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的主要症状包括认知能力下降
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid plaques,阿尔茨海默病的生物标志物包括淀粉样斑块
Pathological_Change,tangles,contains,Protein,TAU,阿尔茨海默病的神经纤维缠结病理特征包含TAU蛋白
Brain_Region,hippocampus,affected_by,Pathological_Change,tangles,海马体受到缠结病理影响
Disease,Alzheimer's disease,has_biomarker,Biomarker,astrocytosis,阿尔茨海默病的生物标志物包括星形胶质细胞增生
Disease,Alzheimer's disease,has_biomarker,Biomarker,microgliosis,阿尔茨海默病的生物标志物包括小胶质细胞增生
Gene,APP,associated_with,Disease,Alzheimer's disease,APP基因突变与阿尔茨海默病相关
Research_Method,large animal models,used_for,Disease,Alzheimer's disease,大型动物模型用于阿尔茨海默病研究
Disease,Alzheimer's disease,has_biomarker,Biomarker,cerebral amyloid angiopathy,阿尔茨海默病的生物标志物包括脑淀粉样血管病
Gene,MAPT,codes_for,Protein,TAU,MAPT基因编码TAU蛋白
Protein,amyloid-beta,affects,Pathological_Change,tangles,淀粉样蛋白影响缠结病理
Disease,Alzheimer's disease,has_biomarker,Biomarker,TAU,阿尔茨海默病的生物标志物包括TAU蛋白
Disease,Alzheimer's disease,has_treatment,Treatment,temporary symptomatic relief,阿尔茨海默病的治疗方法仅能提供暂时的症状缓解
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Research_Method,genetically modified models,used_for,Disease,Alzheimer's disease,基因修饰模型用于阿尔茨海默病研究
Treatment,aducanumab,has_side_effect,Clinical_Manifestation,brain bleeds,阿杜卡努单抗可能导致脑出血
Gene,APOE,influences,Risk_Factor,Alzheimer's disease,APOE基因的变异影响阿尔茨海默病的风险
Treatment,aducanumab,treats,Disease,Alzheimer's disease,阿杜卡努单抗用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状包括记忆力丧失
Risk_Factor,genetic mutations,increases_risk_of,Disease,Alzheimer's disease,基因突变增加阿尔茨海默病风险
Disease,Alzheimer's disease,has_subtype,Clinical_Stage,late-onset Alzheimer's disease,阿尔茨海默病包括晚发性阿尔茨海默病
Disease,Alzheimer's disease,has_research_method,Research_Method,transgenic mouse models,阿尔茨海默病的研究方法包括转基因小鼠模型
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta oligomers,阿尔茨海默病的生物标志物包括淀粉样蛋白寡聚体
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta production,阿尔茨海默病的生物标志物包括淀粉样蛋白生成
Pathological_Change,neurodegeneration,found_in,Brain_Region,brain,神经退行性变在大脑中被发现
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病与记忆力丧失相关
Pathological_Change,plaques,found_in,Brain_Region,brain,斑块在大脑中被发现
Brain_Region,entorhinal cortex,affected_by,Pathological_Change,tangles,内嗅皮质受到缠结病理影响
Gene,PSEN1,associated_with,Disease,Alzheimer's disease,PSEN1基因突变与阿尔茨海默病相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ1-42,阿尔茨海默病的生物标志物包括Aβ1-42
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,tangle pathology,阿尔茨海默病与缠结病理相关
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的重要风险因素
