Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,JNK3,expressed_in,Brain_Region,brain regions affected by AD,JNK3在阿尔茨海默病影响的脑区表达
Protein,JNK3,associated_with,Pathological_Change,oxidative stress,JNK3与氧化应激相关
Research_Method,ADMET,assesses,Treatment,drug safety,ADMET分析用于评估药物的安全性
Gene,PSEN1,associated_with,Disease,Alzheimer's disease,PSEN1基因与阿尔茨海默病相关
Protein,JNK3,associated_with,Pathological_Change,neuroinflammation,JNK3与神经炎症相关
Treatment,Tanzisertib,inhibits,Protein,JNK3,Tanzisertib是JNK3的抑制剂
Disease,Alzheimer's disease,associated_with,Pathological_Change,inflammation,阿尔茨海默病与炎症假说相关
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,treated_by,Treatment,memantine,美金刚是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,associated_with,Pathological_Change,mitochondrial cascade,阿尔茨海默病与线粒体级联假说相关
Pathological_Change,neuritic plaques,composed_of,Protein,amyloid-beta,神经炎性斑块由淀粉样蛋白组成
Protein,JNK3,phosphorylates,Protein,APP,JNK3磷酸化APP蛋白
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Protein,p38,activates,Pathological_Change,microglia activation,p38激活小胶质细胞以响应神经毒性分子
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Research_Method,post-mortem immunohistochemical studies,reveals,Pathological_Change,increased pJNK and pp38,尸检免疫组化研究显示阿尔茨海默病患者额叶皮层中pJNK和pp38增加
Disease,Alzheimer's disease,associated_with,Pathological_Change,cholinergic loss,阿尔茨海默病与胆碱能神经元严重丧失相关
Treatment,CC-401,inhibits,Protein,JNK,CC-401是JNK的泛抑制剂
Pathological_Change,brain atrophy,associated_with,Disease,Alzheimer's disease,脑萎缩与阿尔茨海默病相关
