Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,miRNA repression analysis,identifies,Biomarker,lncRNA,miRNA抑制分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_biomarker,Biomarker,AC093010.3,AC093010.3是阿尔茨海默病的潜在生物标志物
Research_Method,ceRNA network construction,identifies,Biomarker,lncRNA,竞争性内源RNA网络构建用于识别长链非编码RNA的功能
Research_Method,miRNA expression analysis,identifies,Biomarker,lncRNA,miRNA表达分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_pathway,Pathway,type II diabetes mellitus,阿尔茨海默病与2型糖尿病相关通路有关
Research_Method,ssGSEA,analyzes,Pathological_Change,lncRNA expression,单样本基因集富集分析用于分析长链非编码RNA的表达与病理变化的关系
Disease,Alzheimer's disease,has_research_method,Research_Method,statistical significance and scientific literature verification,统计显著性和科学文献验证用于验证阿尔茨海默病中的lncRNA-mRNA网络和功能模块
Disease,Alzheimer's disease,has_research_method,Research_Method,microarray re-annotation,微阵列重新注释用于研究阿尔茨海默病的ceRNA调控机制
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Research_Method,miRNA target gene analysis,identifies,Biomarker,lncRNA,miRNA靶基因分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_research_method,Research_Method,SVM model,SVM模型用于阿尔茨海默病的诊断
Disease,Alzheimer's disease,has_biomarker,Biomarker,LDLR,低密度脂蛋白受体(LDLR)与阿尔茨海默病相关
Disease,Alzheimer's disease,associated_with,Gene,mRNA,阿尔茨海默病与mRNA基因相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,hsa-miR-106b-5p,hsa-miR-106b-5p是阿尔茨海默病的潜在外周血生物标志物
Research_Method,miRNA-mediated repression analysis,identifies,Biomarker,lncRNA,miRNA介导的抑制分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Disease,Alzheimer's disease,has_biomarker,Biomarker,mRNA,mRNA是阿尔茨海默病的生物标志物
Biomarker,lncRNA,is_associated_with,Disease,Parkinson's disease,长链非编码RNA与帕金森病等神经退行性疾病相关
Research_Method,ceRNA network,analyzes,Gene,lncRNA,竞争性内源RNA网络用于分析长链非编码RNA的功能
Disease,Alzheimer's disease,has_research_method,Research_Method,ceRNA network analysis,ceRNA网络分析用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_pathway,Pathway,Parkinson's disease,阿尔茨海默病与帕金森病相关通路有关
Biomarker,SNHG14,is_upregulated_in,Disease,Alzheimer's disease,SNHG14在阿尔茨海默病血清样本中表达上调
Biomarker,lncRNA,is_potential_biomarker_for,Disease,Alzheimer's disease,五种长链非编码RNA可能是阿尔茨海默病的潜在生物标志物
Research_Method,KEGG pathway analysis,identifies,Pathological_Change,lncRNA expression,KEGG通路分析用于识别与长链非编码RNA表达相关的病理变化
Research_Method,miRNA sponge analysis,identifies,Biomarker,lncRNA,miRNA海绵分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_research_method,Research_Method,CLIP-seq-supported miRNA-mRNA interaction analysis,CLIP-seq支持的miRNA-mRNA相互作用分析用于研究阿尔茨海默病
Research_Method,miRNA-lncRNA interaction analysis,identifies,Biomarker,lncRNA,miRNA-lncRNA相互作用分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_research_method,Research_Method,qRT-PCR,qRT-PCR用于检测阿尔茨海默病患者的血清样本中的lncRNA表达水平
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,阿尔茨海默病会导致多种认知功能受损
Biomarker,lncRNA,is_associated_with,Disease,Alzheimer's disease,长链非编码RNA与阿尔茨海默病的发病机制相关
Clinical_Test,AUC,evaluates,Clinical_Test,lncRNA expression profile,AUC用于评估长非编码RNA表达谱的诊断价值
Research_Method,miRNA competition analysis,identifies,Biomarker,lncRNA,miRNA竞争分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_biomarker,Biomarker,NNT-AS1,NNT-AS1是阿尔茨海默病的潜在生物标志物
Biomarker,PART1,is_downregulated_in,Disease,Alzheimer's disease,PART1在阿尔茨海默病血清样本中表达下调
Research_Method,microarray re-annotation,identifies,Biomarker,lncRNA,芯片重新注释用于识别长链非编码RNA的表达谱
Disease,Alzheimer's disease,has_research_method,Research_Method,ROC curve classification,ROC曲线分类用于评估阿尔茨海默病的诊断价值
Disease,Alzheimer's disease,has_research_method,Research_Method,10-fold cross-validation,10折交叉验证用于测试阿尔茨海默病诊断模型的准确性
Research_Method,functional enrichment analysis,identifies,Gene,231 genes,功能富集分析用于识别231个基因
Disease,Alzheimer's disease,has_research_method,Research_Method,ssGSEA,ssGSEA用于分析阿尔茨海默病样本中的通路
Biomarker,lncRNA,regulates,Gene,mRNA,长链非编码RNA通过竞争性内源RNA机制调节mRNA的表达
Research_Method,miRNA-mRNA interaction analysis,identifies,Biomarker,lncRNA,miRNA-mRNA相互作用分析用于识别长链非编码RNA的功能
Research_Method,miRNA binding analysis,identifies,Biomarker,lncRNA,miRNA结合分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_biomarker,Biomarker,lncRNA,长非编码RNA是阿尔茨海默病的生物标志物
Research_Method,ceRNA network,analyzes,Gene,lncRNA,ceRNA网络用于分析长非编码RNA基因
Clinical_Test,lncRNA expression profile,diagnoses,Disease,Alzheimer's disease,长非编码RNA表达谱用于诊断阿尔茨海默病
Research_Method,Pearson's correlation clustering,analyzes,Gene,lncRNA,皮尔逊相关聚类分析用于分析长非编码RNA基因
Disease,Alzheimer's disease,has_biomarker,Biomarker,miRNA,miRNA是阿尔茨海默病的生物标志物
Research_Method,Student's t-test,analyzes,Clinical_Test,expression level,学生t检验用于分析表达水平的差异
Research_Method,coexpression network analysis,identifies,Biomarker,lncRNA,共表达网络分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,associated_with,Gene,lncRNA,阿尔茨海默病与长非编码RNA基因相关
Disease,Alzheimer's disease,associated_with,Gene,miRNA,阿尔茨海默病与miRNA基因相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,PART1,PART1是阿尔茨海默病的潜在生物标志物
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid β plaques,阿尔茨海默病的病理特征之一是淀粉样β斑块的形成
Research_Method,miRNA regulation analysis,identifies,Biomarker,lncRNA,miRNA调控分析用于识别长链非编码RNA的功能
Research_Method,miRNA interaction analysis,identifies,Biomarker,lncRNA,miRNA相互作用分析用于识别长链非编码RNA的功能
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_research_method,Research_Method,KEGG pathway analysis,KEGG通路分析用于确定与阿尔茨海默病相关的通路
Research_Method,miRNA binding site analysis,identifies,Biomarker,lncRNA,miRNA结合位点分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_research_method,Research_Method,lncRNA re-annotation system,lncRNA重新注释系统用于筛选阿尔茨海默病中的ceRNA网络
Research_Method,expression correlation analysis,identifies,Biomarker,lncRNA,表达相关性分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_pathway,Pathway,senile disease-related pathways,阿尔茨海默病与老年疾病相关通路有关
Research_Method,ceRNA network,analyzes,Gene,miRNA,ceRNA网络用于分析miRNA基因
Research_Method,ceRNA network,analyzes,Gene,mRNA,ceRNA网络用于分析mRNA基因
Research_Method,miRNA response element analysis,identifies,Biomarker,lncRNA,miRNA响应元件分析用于识别长链非编码RNA的功能
Disease,Alzheimer's disease,has_biomarker,Biomarker,ARMCX5-GPRASP2,ARMCX5-GPRASP2是阿尔茨海默病的潜在生物标志物
Research_Method,functional module mining,identifies,Biomarker,lncRNA,功能模块挖掘用于识别长链非编码RNA的功能
