Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,minority ethnic groups,少数族裔的文化定制干预与痴呆相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,environmental determinants,环境因素是痴呆的风险因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Central Africa,中非地区的多重疾病与痴呆相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Peru,秘鲁的DIAD家庭与痴呆相关
Organization,Alzheimer's Association,expands,Event,Alzheimer's Association International Conference,阿尔茨海默病协会扩展了阿尔茨海默病国际会议等全球论坛
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,genetic determinants,遗传因素是痴呆的风险因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Argentina,阿根廷的DIAD家庭与痴呆相关
Organization,Alzheimer's Association,supports,Research_Group,10/66 Dementia Research Group,阿尔茨海默病协会支持10/66痴呆研究小组的工作
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Latin America,拉丁美洲的痴呆干预与痴呆相关
Organization,Alzheimer's Association,commits_to,Goal,a world without dementia,阿尔茨海默病协会致力于实现一个没有痴呆症的世界
Disease,Alzheimer's disease,has_study,Research_Method,FINGER,FINGER试验是预防认知衰退的多领域生活方式干预研究
Organization,Alzheimer's Association,encourages,Policy,national plans for addressing dementia,阿尔茨海默病协会鼓励制定国家应对痴呆症的计划
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,multi-morbidity,多重疾病是痴呆的相关因素
Research_Project,decision aid for families,aims_to_improve,Clinical_Manifestation,end-of-life care for advanced dementia,决策辅助工具旨在改善晚期痴呆症患者的临终关怀质量
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,neurological sequelae,神经系统后遗症可能与COVID-19相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Caribbean Hispanics,加勒比西班牙裔的痴呆干预与痴呆相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,suboptimal metabolic-cardiovascular profile,代谢心血管状况不佳是认知衰退的风险因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,type 2 diabetes,2型糖尿病是认知功能障碍的风险因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Colombia,哥伦比亚的DIAD家庭与痴呆相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Brazilian indigenous community,巴西土著社区的痴呆干预与痴呆相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Chile,智利的痴呆干预与痴呆相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,South Africa,
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Central Africa,中非的痴呆干预与痴呆相关
Organization,Alzheimer's Association,establishes,Research_Portfolio,International Alzheimer's and Related Dementias Research Portfolio,阿尔茨海默病协会与国家老龄化研究所合作建立了国际阿尔茨海默病及相关痴呆症研究组合
Clinical_Test,SABE,evaluates,Disease,dementia,SABE研究用于评估痴呆症
Organization,ISTAART,provides_access_to,Resource,Alzheimer's and Dementia journal family,ISTAART提供阿尔茨海默病和痴呆症期刊资源
Organization,ISTAART,provides_access_to,Resource,Alzheimer's Association meetings,ISTAART提供阿尔茨海默病协会会议资源
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,socioeconomic determinants,社会经济因素是痴呆的风险因素
Goal,UN Sustainable Development Goal 3,aims_to,Clinical_Manifestation,healthy lives,联合国可持续发展目标3旨在促进健康生活
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,South Africa,南非的2型糖尿病与认知功能障碍相关
Organization,Alzheimer's Association,funds,Research_Project,600 best-of-field projects,阿尔茨海默病协会资助了近600个顶尖研究项目
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Brazil,巴西的DIAD家庭与痴呆相关
Disease,dementia,has_risk_factor,Risk_Factor,low literacy,低识字率是痴呆症的风险因素之一
Disease,Alzheimer's disease,has_study,Research_Method,DIAN-TU,DIAN-TU是阿尔茨海默病的预防试验平台
Research_Method,epidemiologic studies,assesses,Disease,dementia,流行病学研究用于评估痴呆症
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Latin America,拉丁美洲的遗传和社会经济因素与痴呆相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,Central and South America,中南美洲的痴呆干预与痴呆相关
Organization,Alzheimer's Association,supports,Research_Method,dementia research,阿尔茨海默病协会支持痴呆症研究
Organization,ISTAART,provides_access_to,Resource,Professional Interest Areas (PIAs),ISTAART提供专业兴趣领域资源
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,poor diet,不良饮食是认知衰退的风险因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,sedentary lifestyle,久坐生活方式是认知衰退的风险因素
