Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,FNDC5/irisin,rescues,Pathological_Change,synaptic plasticity,FNDC5/irisin在阿尔茨海默病模型中挽救突触可塑性
Protein,irisin,detected_by,Clinical_Test,ELISA,irisin蛋白通过ELISA检测
Protein,FNDC5/irisin,reduced_in,Pathological_Change,AβO infusion,FNDC5/irisin在Aβ寡聚体注射后的小鼠海马体中减少
Protein,FNDC5/irisin,stimulates,Protein,BDNF,FNDC5/irisin刺激海马体中脑源性神经营养因子（BDNF）的表达
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Protein,irisin,enhances,Clinical_Manifestation,memory retention,irisin蛋白增强记忆保持
Protein,amyloid-beta,affects,Clinical_Manifestation,synaptic plasticity,淀粉样蛋白影响突触可塑性
Brain_Region,hippocampus,shows,Pathological_Change,synaptic plasticity impairment,海马体显示突触可塑性受损
Clinical_Test,qPCR,measures,Gene,FNDC5 expression,qPCR用于测量FNDC5基因表达
Protein,FNDC5/irisin,rescues,Pathological_Change,ATF4 nuclear translocation,FNDC5/irisin阻止Aβ寡聚体诱导的ATF4核转位
Protein,FNDC5/irisin,reduced_in,Biomarker,CSF,FNDC5/irisin在阿尔茨海默病患者的脑脊液中减少
Protein,amyloid-beta,affects,Clinical_Manifestation,fear conditioning,淀粉样蛋白影响恐惧条件反射
Protein,irisin,triggers,Pathological_Change,cAMP/PKA/CREB signaling,irisin触发cAMP/PKA/CREB信号通路
Protein,FNDC5/irisin,rescues,Pathological_Change,CREB phosphorylation,FNDC5/irisin刺激CREB磷酸化
Protein,FNDC5/irisin,reduced_in,Pathological_Change,APP/PS1 M146L mice,FNDC5/irisin在APP/PS1 M146L小鼠的海马体中减少
Protein,FNDC5,is_targeted_by,Treatment,shRNA,shRNA靶向FNDC5蛋白
Protein,FNDC5/irisin,reduced_in,Clinical_Stage,late-stage AD,FNDC5/irisin在晚期阿尔茨海默病患者的海马体中显著减少
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Protein,FNDC5/irisin,rescues,Pathological_Change,protein synthesis inhibition,FNDC5/irisin阻止Aβ寡聚体诱导的蛋白质合成抑制
Protein,FNDC5/irisin,mediates,Treatment,physical exercise,FNDC5/irisin介导体育锻炼对突触可塑性和记忆的保护作用
Protein,amyloid-beta,induces,Pathological_Change,synaptic dysfunction,淀粉样蛋白诱导突触功能障碍
Protein,amyloid-beta,detected_by,Imaging_Method,mass spectrometry,淀粉样蛋白通过质谱检测
Protein,FNDC5/irisin,reduced_in,Clinical_Stage,Lewy body dementia,FNDC5/irisin在路易体痴呆患者的脑脊液中减少
Protein,irisin,detected_by,Imaging_Method,mass spectrometry,irisin蛋白通过质谱检测
Protein,FNDC5/irisin,reduced_in,Pathological_Change,soluble Aβ 42,FNDC5/irisin过表达减少APP/PS1 M146L小鼠海马体中的可溶性Aβ 42水平
Protein,FNDC5,is_reduced_in,Disease,Alzheimer's disease,FNDC5蛋白在阿尔茨海默病患者中表达降低
Protein,FNDC5/irisin,reduced_in,Pathological_Change,AβO-induced memory deficits,FNDC5/irisin在Aβ寡聚体诱导的记忆缺陷中减少
Clinical_Test,MMSE,classifies,Clinical_Stage,early AD,MMSE用于分类早期阿尔茨海默病
Protein,FNDC5/irisin,reduced_in,Disease,Alzheimer's disease,FNDC5/irisin在阿尔茨海默病患者的海马体和脑脊液中水平降低
Protein,FNDC5/irisin,reduced_in,Pathological_Change,Aβ oligomers,FNDC5/irisin在Aβ寡聚体暴露的海马体培养物中减少
Protein,FNDC5/irisin,stimulates,Pathological_Change,cAMP/PKA/CREB pathway,FNDC5/irisin刺激cAMP/PKA/CREB记忆通路
Protein,amyloid-beta,forms,Pathological_Change,oligomers,淀粉样蛋白形成寡聚体
Treatment,physical exercise,rescues,Clinical_Manifestation,memory impairment,体育锻炼在阿尔茨海默病模型中挽救记忆缺陷
Protein,FNDC5/irisin,rescues,Pathological_Change,pERK phosphorylation,FNDC5/irisin诱导神经元中ERK的瞬时磷酸化
Protein,FNDC5/irisin,rescues,Pathological_Change,eIF2α phosphorylation,FNDC5/irisin阻止Aβ寡聚体诱导的eIF2α磷酸化
Protein,irisin,modulates,Clinical_Manifestation,memory,irisin蛋白调节记忆功能
