Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,morphometric features,indicates,Pathological_Change,brain atrophy,形态特征指示脑萎缩
Biomarker,MRI,detects,Pathological_Change,brain atrophy,MRI生物标志物可以检测到脑萎缩
Clinical_Test,LDA,classifies,Disease,Alzheimer's disease,线性判别分析用于分类阿尔茨海默病
Disease,Alzheimer's disease,is_associated_with,Brain_Region,cingulate cortex,阿尔茨海默病与扣带皮层相关
Disease,Alzheimer's disease,is_associated_with,Brain_Region,frontal lobe,阿尔茨海默病与额叶区域相关
Clinical_Stage,HC,transitions_to,Clinical_Stage,MCI,健康对照组可能过渡到轻度认知障碍
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Clinical_Test,positive class,indicates,Pathological_Change,brain atrophy,阳性类别指示脑萎缩
Disease,Alzheimer's disease,is_detected_by,Imaging_Method,MRI,核磁共振成像用于检测阿尔茨海默病
Clinical_Test,balanced accuracy,indicates,Pathological_Change,brain atrophy,平衡准确率指示脑萎缩
Clinical_Test,hippocampus,indicates,Pathological_Change,brain atrophy,海马体指示脑萎缩
Research_Method,graph theory,analyzes,Brain_Region,inter-region connectivity,图论方法用于分析脑区间的连接性
Clinical_Test,cross-validation,indicates,Pathological_Change,brain atrophy,交叉验证指示脑萎缩
Clinical_Test,true negatives,indicates,Pathological_Change,brain atrophy,真阴性指示脑萎缩
Clinical_Test,average,indicates,Pathological_Change,brain atrophy,平均值指示脑萎缩
Clinical_Test,LR,classifies,Disease,Alzheimer's disease,逻辑回归用于分类阿尔茨海默病
Clinical_Test,logistic regression,indicates,Pathological_Change,brain atrophy,逻辑回归指示脑萎缩
Research_Method,machine learning,classifies,Disease,Alzheimer's disease,机器学习方法用于分类阿尔茨海默病
Clinical_Test,cerebrospinal fluid,indicates,Pathological_Change,brain atrophy,脑脊液指示脑萎缩
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Clinical_Test,Matthews correlation coefficient,indicates,Pathological_Change,brain atrophy,马修斯相关系数指示脑萎缩
Disease,Alzheimer's disease,is_associated_with,Brain_Region,temporal lobe,阿尔茨海默病与颞叶区域相关
Disease,MCI,is_stage_of,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的早期阶段
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振成像用于检测脑萎缩
Disease,Alzheimer's disease,is_associated_with,Biomarker,amyloid PET,阿尔茨海默病与淀粉样蛋白PET成像相关
Disease,Alzheimer's disease,is_studied_using,Research_Method,machine learning,机器学习方法用于研究阿尔茨海默病
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,认知功能下降是阿尔茨海默病的症状
Risk_Factor,genetics,increases_risk_of,Disease,Alzheimer's disease,遗传因素是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,is_studied_using,Research_Method,graph theory,图论方法用于研究阿尔茨海默病
Clinical_Test,decision tree,indicates,Pathological_Change,brain atrophy,决策树指示脑萎缩
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Clinical_Test,GT features,indicates,Pathological_Change,brain atrophy,GT特征指示脑萎缩
Clinical_Test,relative prevalence,indicates,Pathological_Change,brain atrophy,相对患病率指示脑萎缩
Clinical_Test,linear discriminant analysis,indicates,Pathological_Change,brain atrophy,线性判别分析指示脑萎缩
Clinical_Test,Sens,evaluates,Clinical_Manifestation,cognitive function,敏感性用于评估认知功能
Clinical_Test,morphometric features,indicates,Pathological_Change,brain atrophy,
Clinical_Test,Spec,evaluates,Clinical_Manifestation,cognitive function,特异性用于评估认知功能
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的早期症状表现为认知能力下降
Clinical_Test,RF,classifies,Disease,Alzheimer's disease,随机森林用于分类阿尔茨海默病
Clinical_Test,CV,evaluates,Clinical_Manifestation,cognitive function,交叉验证用于评估认知功能
Biomarker,hippocampal atrophy,indicates,Disease,Alzheimer's disease,海马体萎缩是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,affects,Brain_Region,temporal regions,阿尔茨海默病会影响颞叶区域
Clinical_Manifestation,cognitive decline,indicates,Disease,Alzheimer's disease,认知功能下降是阿尔茨海默病的临床表现
Clinical_Test,linear support vector machine,indicates,Pathological_Change,brain atrophy,线性支持向量机指示脑萎缩
Treatment,mental stimulation,delays,Disease,Alzheimer's disease,心理刺激活动可以延缓阿尔茨海默病的发病
Clinical_Test,TN,evaluates,Clinical_Manifestation,cognitive function,真阴性用于评估认知功能
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Disease,MCI,precedes,Disease,Alzheimer's disease,轻度认知障碍可能发展为阿尔茨海默病
Clinical_Test,standard prevalence,indicates,Pathological_Change,brain atrophy,标准患病率指示脑萎缩
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Disease,Alzheimer's disease,is_associated_with,Pathological_Change,brain atrophy,阿尔茨海默病与脑萎缩相关
Clinical_Test,PPV,evaluates,Clinical_Manifestation,cognitive function,阳性预测值用于评估认知功能
Disease,Alzheimer's disease,is_associated_with,Biomarker,medial temporal atrophy,阿尔茨海默病与内侧颞叶萎缩相关
Clinical_Test,false negatives,indicates,Pathological_Change,brain atrophy,假阴性指示脑萎缩
Clinical_Test,HPC,indicates,Pathological_Change,brain atrophy,海马体变化指示脑萎缩
Clinical_Test,X,evaluates,Clinical_Manifestation,cognitive function,平均值用于评估认知功能
Clinical_Test,FP,evaluates,Clinical_Manifestation,cognitive function,假阳性用于评估认知功能
Disease,Alzheimer's disease,is_associated_with,Biomarker,cerebrospinal fluid measures,阿尔茨海默病与脑脊液生物标志物相关
Clinical_Test,standard deviation of the cortical thickness,indicates,Pathological_Change,brain atrophy,皮质厚度标准差指示脑萎缩
Clinical_Test,extremely randomized tree,indicates,Pathological_Change,brain atrophy,极端随机树指示脑萎缩
Disease,Alzheimer's disease,affects,Brain_Region,cingulate regions,阿尔茨海默病会影响扣带区域
Clinical_Test,LR-SGD,classifies,Disease,Alzheimer's disease,随机梯度下降逻辑回归用于分类阿尔茨海默病
Clinical_Test,FN,evaluates,Clinical_Manifestation,cognitive function,假阴性用于评估认知功能
Clinical_Test,positive predict value,indicates,Pathological_Change,brain atrophy,阳性预测值指示脑萎缩
Clinical_Test,StDev Thickness,indicates,Pathological_Change,brain atrophy,皮质厚度标准差指示脑萎缩
Clinical_Test,DT,classifies,Disease,Alzheimer's disease,决策树用于分类阿尔茨海默病
Risk_Factor,sex,influences,Disease,Alzheimer's disease,性别可能影响阿尔茨海默病的风险
Clinical_Test,true positives,indicates,Pathological_Change,brain atrophy,真阳性指示脑萎缩
Imaging_Method,MPRAGE,distinguishes,Imaging_Method,IR-SPGR,MPRAGE和IR-SPGR协议在形态特征上几乎可以完全区分
Clinical_Test,l-SVM,classifies,Disease,Alzheimer's disease,线性支持向量机用于分类阿尔茨海默病
Clinical_Test,MCC,evaluates,Clinical_Manifestation,cognitive function,马修斯相关系数用于评估认知功能
Clinical_Test,ROC AUC,evaluates,Clinical_Manifestation,cognitive function,ROC AUC用于评估认知功能
Clinical_Test,ET,classifies,Disease,Alzheimer's disease,极端随机树用于分类阿尔茨海默病
Clinical_Test,standard deviation,indicates,Pathological_Change,brain atrophy,标准差指示脑萎缩
Clinical_Test,negative class,indicates,Pathological_Change,brain atrophy,阴性类别指示脑萎缩
Biomarker,cortical gyrification,associated_with,Disease,Alzheimer's disease,皮质褶皱与阿尔茨海默病相关
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会导致海马体区域受损
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的主要症状
Clinical_Test,specificity,indicates,Pathological_Change,brain atrophy,特异性指示脑萎缩
Clinical_Test,anatomical region,indicates,Pathological_Change,brain atrophy,解剖区域指示脑萎缩
Clinical_Test,CSF,indicates,Pathological_Change,brain atrophy,脑脊液变化指示脑萎缩
Clinical_Test,CDR,evaluates,Clinical_Manifestation,dementia severity,临床痴呆评定量表用于评估痴呆严重程度
Clinical_Test,random forest,indicates,Pathological_Change,brain atrophy,随机森林指示脑萎缩
Clinical_Test,false positives,indicates,Pathological_Change,brain atrophy,假阳性指示脑萎缩
Clinical_Stage,MCI,is_early_stage_of,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的早期阶段
Clinical_Test,prevalence,indicates,Pathological_Change,brain atrophy,患病率指示脑萎缩
Clinical_Test,TP,evaluates,Clinical_Manifestation,cognitive function,真阳性用于评估认知功能
Clinical_Test,NPV,evaluates,Clinical_Manifestation,cognitive function,阴性预测值用于评估认知功能
Clinical_Test,negative predict value,indicates,Pathological_Change,brain atrophy,阴性预测值指示脑萎缩
Disease,Alzheimer's disease,affects,Brain_Region,frontal regions,阿尔茨海默病会影响额叶区域
Disease,Alzheimer's disease,is_diagnosed_by,Clinical_Test,MMSE,简易精神状态检查用于诊断阿尔茨海默病
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Clinical_Test,ADNI,classifies,Disease,Alzheimer's disease,ADNI数据集用于分类阿尔茨海默病
Clinical_Stage,MCI,transitions_to,Clinical_Stage,AD,轻度认知障碍可能过渡到阿尔茨海默病
Clinical_Test,OASIS,classifies,Disease,Alzheimer's disease,OASIS数据集用于分类阿尔茨海默病
Clinical_Test,sensitivity,indicates,Pathological_Change,brain atrophy,敏感性指示脑萎缩
Disease,Alzheimer's disease,is_diagnosed_by,Clinical_Test,CDR,临床痴呆评定量表用于诊断阿尔茨海默病
Clinical_Test,BAC,evaluates,Clinical_Manifestation,cognitive function,平衡准确率用于评估认知功能
Clinical_Test,morphometric feature type,indicates,Pathological_Change,brain atrophy,形态特征类型指示脑萎缩
Clinical_Test,logistic regression with stochastic gradient descent learning,indicates,Pathological_Change,brain atrophy,随机梯度下降逻辑回归指示脑萎缩
Clinical_Test,σ,evaluates,Clinical_Manifestation,cognitive function,标准差用于评估认知功能
