Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Pathological_Change,neurofibrillary tangles,associated_with,Disease,Alzheimer's disease,神经纤维缠结与阿尔茨海默病相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的症状包括记忆力丧失
Pathological_Change,neurofibrillary tangles,leads_to,Clinical_Manifestation,dementia,神经纤维缠结的形成导致痴呆
Gene,PSEN1,associated_with,Disease,Alzheimer's disease,PSEN1基因与阿尔茨海默病相关
Disease,Alzheimer's disease,caused_by,Protein,hyperphosphorylated tau protein,阿尔茨海默病主要由过度磷酸化的tau蛋白积累引起
Disease,Alzheimer's disease,has_stage,Clinical_Stage,early-onset form,阿尔茨海默病有早发型
Disease,Alzheimer's disease,associated_with,Protein,amyloid-beta,阿尔茨海默病与淀粉样蛋白β的异常积累相关
Research_Method,RT-PCR,detects,Gene,Nanog,逆转录聚合酶链反应用于检测Nanog基因表达
Treatment,DAPT,affects,Protein,amyloid-beta,DAPT药物影响淀粉样蛋白β的生成
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Disease,Alzheimer's disease,affects,Brain_Region,prefrontal cortex,阿尔茨海默病会影响前额叶皮层
Pathological_Change,amyloid plaques,associated_with,Disease,Alzheimer's disease,淀粉样斑块与阿尔茨海默病相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的症状包括认知功能下降
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理变化包括神经纤维缠结的形成
Gene,PSEN2,associated_with,Disease,Alzheimer's disease,PSEN2基因与阿尔茨海默病相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,阿尔茨海默病的症状包括痴呆
Clinical_Test,Immunofluorescence,detects,Protein,TUJ-1,免疫荧光染色用于检测神经元标记物TUJ-1
