Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,folate supplementation,improves,Clinical_Manifestation,cognitive function,叶酸补充可改善认知功能
Clinical_Test,folate level,evaluates,Risk_Factor,folate deficiency,叶酸水平检测用于评估叶酸缺乏风险
Protein,γ-secretase,is_regulated_by,Risk_Factor,folate,叶酸调节γ-分泌酶的表达
Research_Method,meta-analysis,explores_association_between,Risk_Factor,folate deficiency,荟萃分析探讨叶酸缺乏与阿尔茨海默病的关联
Clinical_Stage,early-onset AD,is_subtype_of,Disease,Alzheimer's disease,早发性阿尔茨海默病是阿尔茨海默病的亚型
Clinical_Stage,late-onset AD,is_subtype_of,Disease,Alzheimer's disease,晚发性阿尔茨海默病是阿尔茨海默病的亚型
Protein,β-secretase,is_regulated_by,Risk_Factor,folate,叶酸调节β-分泌酶的表达
Risk_Factor,folate deficiency,increases_risk_of,Disease,Alzheimer's disease,叶酸缺乏会增加阿尔茨海默病的风险
Protein,amyloid-beta,is_component_of,Pathological_Change,neuritic plaques,淀粉样蛋白是神经炎性斑块的主要成分
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,老龄化是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,folate deficiency,叶酸缺乏可能增加阿尔茨海默病的风险
Protein,tau,is_component_of,Pathological_Change,neurofibrillary tangles,tau蛋白是神经原纤维缠结的主要成分
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate levels,叶酸水平是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate intake and the risk of AD,叶酸摄入量与阿尔茨海默病风险的关系是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate level,叶酸水平是阿尔茨海默病的生物标志物
Risk_Factor,sufficient folate intake,reduces_risk_of,Disease,Alzheimer's disease,充足的叶酸摄入可降低阿尔茨海默病的风险
Research_Method,meta-analysis,explores_association_between,Risk_Factor,sufficient folate intake,荟萃分析探讨足够的叶酸摄入与阿尔茨海默病的关联
Disease,Alzheimer's disease,prevented_by,Treatment,sufficient folate intake,足够的叶酸摄入可能预防阿尔茨海默病
Pathological_Change,neuritic plaques,is_hallmark_of,Disease,Alzheimer's disease,神经炎性斑块是阿尔茨海默病的神经病理学标志
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate levels and the risk of AD,叶酸水平与阿尔茨海默病风险的关系是阿尔茨海默病的生物标志物
Risk_Factor,vitamin A deficiency,promotes,Pathological_Change,neuritic plaques,维生素A缺乏会促进神经炎性斑块的形成
Clinical_Test,folate level,evaluates,Risk_Factor,folate possible deficiency,叶酸水平检测用于评估叶酸可能缺乏风险
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate levels and risk of AD,叶酸水平与阿尔茨海默病风险的关系是阿尔茨海默病的生物标志物
Clinical_Test,daily folate intake,evaluates,Risk_Factor,sufficient folate intake,每日叶酸摄入量检测用于评估足够的叶酸摄入
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate levels (nM/L),叶酸水平(nM/L)是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,leads_to,Disease,dementia,阿尔茨海默病是导致痴呆的最常见神经退行性疾病
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate levels and the risk of AD in the general population,叶酸水平与一般人群中阿尔茨海默病风险的关系是阿尔茨海默病的生物标志物
Research_Method,meta-analysis,explores_association_between,Risk_Factor,folate possible deficiency,荟萃分析探讨叶酸可能缺乏与阿尔茨海默病的关联
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate intake,叶酸摄入量是阿尔茨海默病的生物标志物
Biomarker,plasma/serum folate,is_lower_in,Disease,Alzheimer's disease,阿尔茨海默病患者的血浆/血清叶酸水平较低
Protein,homocysteine,is_regulated_by,Risk_Factor,folate,叶酸调节同型半胱氨酸的水平
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,folate possible deficiency,叶酸可能缺乏是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,prevented_by,Treatment,folic acid supplementation,叶酸补充可能预防阿尔茨海默病
Symptom,cognitive deterioration,is_main_manifestation_of,Disease,Alzheimer's disease,认知功能退化是阿尔茨海默病的主要临床表现
Disease,Alzheimer's disease,has_biomarker,Biomarker,plasma/serum folate levels,血浆/血清叶酸水平是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,folate level and the risk of AD,叶酸水平与阿尔茨海默病风险的关系是阿尔茨海默病的生物标志物
Pathological_Change,neurofibrillary tangles,is_hallmark_of,Disease,Alzheimer's disease,神经原纤维缠结是阿尔茨海默病的神经病理学标志
Disease,Alzheimer's disease,has_biomarker,Biomarker,daily intake of folate,每日叶酸摄入量是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_protective_factor,Risk_Factor,sufficient folate intake,足够的叶酸摄入是阿尔茨海默病的保护因素
Research_Method,meta-analysis,investigates,Association,folate and Alzheimer's disease,荟萃分析用于研究叶酸与阿尔茨海默病的关联
Pathological_Change,neuronal loss,is_hallmark_of,Disease,Alzheimer's disease,神经元丢失是阿尔茨海默病的神经病理学标志
Protein,tau,is_inhibited_by,Risk_Factor,folate,叶酸抑制tau蛋白的磷酸化
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,folate deficiency,叶酸缺乏是阿尔茨海默病的风险因素
Symptom,memory loss,is_main_manifestation_of,Disease,Alzheimer's disease,记忆力丧失是阿尔茨海默病的主要临床表现
