Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,WW-FINGERS,includes,Research_Method,AU-ARROW,WW-FINGERS包括AU-ARROW研究
Research_Method,U.S. POINTER,tests,Treatment,lifestyle intervention,美国POINTER研究测试生活方式干预对阿尔茨海默病的影响
Research_Method,MYB,includes,Treatment,cognitive training,MYB研究包括认知训练
Disease,Alzheimer's disease,has_protective_factor,Risk_Factor,MIND diet,MIND饮食是阿尔茨海默病的保护因素
Disease,Alzheimer's disease,has_protective_factor,Risk_Factor,Mediterranean Diet,地中海饮食是阿尔茨海默病的保护因素
Research_Method,MIND-ADmini,tests,Treatment,Souvenaid,MIND-ADmini研究测试Souvenaid的效果
Research_Method,MYB,includes,Treatment,blood pressure management,MYB研究包括血压管理
Treatment,Fortasyn Connect,improves,Protein,synapse function,Fortasyn Connect可改善突触功能
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,cardiovascular risk factors,心血管风险因素是阿尔茨海默病的风险因素
Research_Method,MYB,includes,Treatment,alcohol reduction,MYB研究包括减少饮酒干预
Research_Method,AU-ARROW,aims_to,Clinical_Manifestation,reduce dementia risk,AU-ARROW研究旨在降低痴呆风险
Research_Method,MIND-CHINA,aims_to_reduce,Risk_Factor,cognitive decline,中国MIND-CHINA研究旨在减少认知衰退的风险
Research_Method,WW-FINGERS,aims_to,Clinical_Manifestation,reduce dementia risk,WW-FINGERS旨在降低痴呆风险
Research_Method,WW-FINGERS,aims_to,Clinical_Manifestation,support public health decision-making,WW-FINGERS旨在支持公共卫生决策
Research_Method,U.S. POINTER,aims_to_reduce,Risk_Factor,cognitive decline,美国POINTER研究旨在减少认知衰退的风险
Research_Method,MIND-CHINA,tests,Treatment,lifestyle intervention,中国MIND-CHINA研究测试生活方式干预对阿尔茨海默病的影响
Research_Method,MIND-CHINA,targets,Clinical_Stage,normal cognition,中国MIND-CHINA研究针对认知功能正常的老年人
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE ε4 allele,APOE ε4等位基因是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_protective_factor,Risk_Factor,DASH diet,DASH饮食是阿尔茨海默病的保护因素
Research_Method,WW-FINGERS,aims_to,Clinical_Manifestation,harmonize prevention studies,WW-FINGERS旨在协调预防研究
Research_Method,HATICE,tests,Clinical_Test,Internet-based intervention,HATICE研究测试基于互联网的干预效果
Research_Method,WW-FINGERS,aims_to,Clinical_Manifestation,promote research dissemination,WW-FINGERS旨在促进研究成果传播
Research_Method,MIND-ADmini,recruits_from,Clinical_Stage,prodromal AD,MIND-ADmini研究招募前驱期阿尔茨海默病患者
Treatment,antihypertensive drugs,reduces_risk_of,Disease,Alzheimer's disease,抗高血压药物可降低阿尔茨海默病的风险
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,social isolation,社交孤立是阿尔茨海默病的风险因素
Research_Method,PreDIVA trial,explores_effect_of,Research_Method,multidomain lifestyle intervention,PreDIVA试验探索了多领域生活方式干预的效果
Research_Method,WW-FINGERS,facilitates,Research_Method,data sharing,WW-FINGERS促进数据共享
Research_Method,WW-FINGERS,facilitates,Research_Method,joint analysis,WW-FINGERS促进联合分析
Research_Method,MAPT trial,explores_effect_of,Research_Method,multidomain lifestyle intervention,MAPT试验探索了多领域生活方式干预的效果
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,dyslipidemia,血脂异常是阿尔茨海默病的风险因素
Research_Method,WW-FINGERS,includes,Research_Method,MIND-CHINA,WW-FINGERS包括MIND-CHINA研究
Research_Method,MYB,includes,Treatment,smoking cessation,MYB研究包括戒烟干预
Research_Method,WW-FINGERS,aims_to,Clinical_Manifestation,generate scientific evidence,WW-FINGERS旨在生成科学证据
Disease,Alzheimer's disease,has_protective_factor,Risk_Factor,social engagement,社交参与是阿尔茨海默病的保护因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,hypertension,高血压是阿尔茨海默病的风险因素
Research_Method,MYB,includes,Treatment,social interaction facilitation,MYB研究包括促进社交互动
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,lifestyle-related risk factors,生活方式相关风险因素是阿尔茨海默病的风险因素
Research_Method,WW-FINGERS,includes,Research_Method,MYB,WW-FINGERS包括MYB研究
Disease,Alzheimer's disease,has_protective_factor,Risk_Factor,regular physical activity,规律运动是阿尔茨海默病的保护因素
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,hypercholesterolemia,高胆固醇血症是阿尔茨海默病的风险因素
