Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Risk_Factor,cardiovascular disease,increases_risk_of,Disease,Alzheimer's disease,心血管疾病增加阿尔茨海默病风险
Clinical_Stage,preclinical AD,precedes,Clinical_Stage,mild cognitive impairment,临床前阿尔茨海默病先于轻度认知障碍阶段
Clinical_Test,medical history,assists_in_diagnosis,Disease,Alzheimer's disease,病史记录有助于阿尔茨海默病的诊断
Treatment,exercise,increases,Brain_Region,hippocampal volume,运动可以增加阿尔茨海默病患者的海马体体积
Disease,Alzheimer's disease,has_treatment,Treatment,balance training,阿尔茨海默病的治疗包括平衡训练
Disease,Alzheimer's disease,leads_to,Disease,mild cognitive impairment,阿尔茨海默病会导致轻度认知障碍
Treatment,acetylcholinesterase inhibitors,treats,Symptom,behavioral symptoms,乙酰胆碱酯酶抑制剂用于治疗阿尔茨海默病的行为症状
Disease,Alzheimer's disease,is_challenged_by,Clinical_Stage,next few decades,阿尔茨海默病在未来几十年将是一个巨大的医学挑战
Biomarker,cerebrospinal fluid biomarkers,assists_in_diagnosis,Disease,Alzheimer's disease,脑脊液生物标志物有助于阿尔茨海默病的诊断
Risk_Factor,physical inactivity,increases_risk_of,Disease,Alzheimer's disease,缺乏运动是阿尔茨海默病的常见可预防风险因素
Treatment,exercise,improves,Pathological_Change,neurogenesis,运动可以改善阿尔茨海默病患者的神经生成
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Treatment,exercise,improves,Symptom,neuropsychiatric symptoms,运动可以改善阿尔茨海默病患者的神经精神症状
Research_Method,meta-analyses,indicate_benefits_of,Treatment,physical activity,荟萃分析表明基于大规模前瞻性试验的体力活动有益
Treatment,exercise,improves,Brain_Region,hippocampal volume,运动可以增加海马体体积
Disease,Alzheimer's disease,has_treatment,Treatment,flexibility training,阿尔茨海默病的治疗包括柔韧性训练
Imaging_Method,MRI,detects,Pathological_Change,hippocampal volume,MRI可以检测海马体体积变化
Clinical_Test,neuropsychological test,evaluates,Clinical_Manifestation,cognitive function,神经心理学测试用于评估认知功能
Research_Method,systematic reviews,indicate_benefits_of,Treatment,physical activity,系统综述和荟萃分析表明基于大规模前瞻性试验的体力活动有益
Risk_Factor,APOE-e4,increases_risk_of,Disease,Alzheimer's disease,APOE-e4基因变异增加阿尔茨海默病风险
Risk_Factor,traumatic brain injury,increases_risk_of,Disease,Alzheimer's disease,脑外伤增加阿尔茨海默病风险
Clinical_Test,VO2max,evaluates,Risk_Factor,cardiovascular health,VO2max测试用于评估心血管健康状况
Risk_Factor,family history,increases_risk_of,Disease,Alzheimer's disease,家族史是阿尔茨海默病的风险因素
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,年龄增长是阿尔茨海默病的最大风险因素
Clinical_Stage,mild cognitive impairment,precedes,Clinical_Stage,dementia,轻度认知障碍阶段先于痴呆阶段
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,depression,阿尔茨海默病患者常见症状包括抑郁
Treatment,exercise,improves,Clinical_Manifestation,cognitive function,运动可以改善认知功能
Risk_Factor,lack of physical activity,increases_risk_of,Disease,Alzheimer's disease,缺乏体力活动是阿尔茨海默病的风险因素
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,年龄增长是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,agitation,阿尔茨海默病患者常见症状包括躁动
Research_Method,randomized controlled trial,evaluates,Treatment,exercise,随机对照试验用于评估运动治疗的效果
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Treatment,N-methyl D-aspartate antagonists,treats,Symptom,cognitive decline,NMDA拮抗剂用于治疗阿尔茨海默病的认知衰退
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Research_Method,randomized trials,needed_for,Disease,Alzheimer's disease,需要更多高质量的随机试验来确定阿尔茨海默病是否可以通过运动预防和治疗
Disease,Alzheimer's disease,has_treatment,Treatment,aerobic exercise,阿尔茨海默病的治疗包括有氧运动
Clinical_Test,physical examination,assists_in_diagnosis,Disease,Alzheimer's disease,体格检查有助于阿尔茨海默病的诊断
Disease,Alzheimer's disease,has_treatment,Treatment,strength training,阿尔茨海默病的治疗包括力量训练
