Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Gene,ACE,associated_with,Disease,Alzheimer's disease,ACE基因与阿尔茨海默病风险相关
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_risk_factor,Gene,HLA-DR15,HLA-DR15单倍型是晚发性阿尔茨海默病的风险因素
Gene,INPP5D,associated_with,Disease,Alzheimer's disease,INPP5D基因与阿尔茨海默病风险相关
Gene,TREM2,associated_with,Risk_Factor,Alzheimer's disease,TREM2基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,associated_with,Pathway,lipid metabolism,脂质代谢通路与阿尔茨海默病相关
Gene,ADAM10,associated_with,Disease,Alzheimer's disease,ADAM10基因与阿尔茨海默病风险相关
Gene,BIN1,associated_with,Disease,Alzheimer's disease,BIN1基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,correlated_with,Risk_Factor,blood pressure medication,使用降压药物与阿尔茨海默病风险呈负相关
Disease,Alzheimer's disease,has_stage,Clinical_Stage,mild cognitive impairment,轻度认知障碍是阿尔茨海默病的早期阶段
Gene,APOE,associated_with,Risk_Factor,Alzheimer's disease,APOE基因与阿尔茨海默病风险相关
Gene,PSMC5,associated_with,Disease,Alzheimer's disease,PSMC5基因与阿尔茨海默病风险相关
Research_Method,LD-score regression,estimates,Genetic_Correlation,Alzheimer's disease,LD-score回归用于估计阿尔茨海默病的遗传相关性
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Gene,CR1,associated_with,Disease,Alzheimer's disease,CR1基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,has_biomarker,Protein,amyloid-beta,淀粉样蛋白是阿尔茨海默病的生物标志物
Clinical_Stage,mild cognitive impairment,precedes,Clinical_Stage,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Disease,Alzheimer's disease,associated_with,Gene,TREM2,TREM2基因与阿尔茨海默病风险相关
