Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,BTK,associated_with,Pathological_Change,synaptic tagging,BTK与突触标记相关
Protein,BTK,associated_with,Disease,Alzheimer's disease,BTK蛋白与阿尔茨海默病相关
Protein,BTK,associated_with,Pathological_Change,synaptic loss,BTK与突触丢失的病理改变相关
Treatment,CC-292,inhibits,Protein,BTK,CC-292抑制BTK的活性
Protein,BTK,associated_with,Pathological_Change,neuroinflammation,BTK与神经炎症相关
Research_Method,Western blot,measures,Protein,BTK,Western blot用于检测BTK蛋白水平
Protein,BTK,affects,Clinical_Manifestation,cytokine production,BTK影响细胞因子的产生
<Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域>
Protein,BTK,affects,Clinical_Manifestation,TNF-α levels,BTK影响TNF-α的水平
Treatment,ibrutinib,inhibits,Protein,BTK,ibrutinib抑制BTK的活性
Disease,Alzheimer's disease,associated_with,Pathological_Change,microglial activation,阿尔茨海默病与小胶质细胞激活相关
Disease,Alzheimer's disease,has_risk_factor,Biomarker,BTK,BTK水平升高是阿尔茨海默病的风险因素
<Treatment,CC-292,reduces,Clinical_Manifestation,phagocytosis,CC-292减少小胶质细胞的吞噬作用>
Protein,BTK,regulates,Protein,PLCG2,BTK蛋白调节PLCG2的活性
Research_Method,ex vivo assay,measures,Clinical_Manifestation,phagocytosis,离体实验用于测量吞噬作用
<Treatment,CC-292,inhibits,Protein,BTK,CC-292抑制BTK蛋白的活性>
Research_Method,confocal microscopy,visualizes,Clinical_Manifestation,phagocytosis,共聚焦显微镜用于观察吞噬作用
<Protein,BTK,expressed_in,Brain_Region,microglia,BTK蛋白在小胶质细胞中表达>
Protein,BTK,regulates,Protein,PLCγ2,BTK调控PLCγ2的活性
Disease,Alzheimer's disease,affects,Brain_Region,microglia,阿尔茨海默病影响小胶质细胞功能
<Research_Method,NeurphologyJ,analyzes,Clinical_Manifestation,microglia morphology,NeurphologyJ用于分析小胶质细胞形态>
Protein,BTK,regulates,Pathological_Change,synaptic uptake,BTK蛋白调节突触摄取功能
