Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,vitamin E,reduces_risk_of,Disease,Alzheimer's disease,维生素E降低阿尔茨海默病风险
Treatment,intranasal insulin,improves,Clinical_Manifestation,cognitive function,鼻内胰岛素改善认知功能
Clinical_Stage,Braak 3-4,associated_with,Protein,IDE levels increase,中度阿尔茨海默病与胰岛素降解酶水平升高有关
Pathological_Change,oxidative stress,causes,Pathological_Change,DNA damage,氧化应激导致DNA损伤
Risk_Factor,insulin resistance,activates,Pathological_Change,oxidative stress,胰岛素抵抗会激活氧化应激
Risk_Factor,insulin resistance,causes,Pathological_Change,oxidative stress,胰岛素抵抗导致氧化应激
Disease,Alzheimer's disease,has_research_focus,Research_Method,tau protein targeting,阿尔茨海默病研究关注tau蛋白靶向治疗
Risk_Factor,insulin resistance,triggers,Pathological_Change,amyloid β accumulation,胰岛素抵抗会触发淀粉样蛋白β积累
Protein,IDE,degrades,Protein,amyloid β-protein,胰岛素降解酶降解淀粉样蛋白
Risk_Factor,insulin resistance,impairs,Pathological_Change,glucose utilization,胰岛素抵抗损害葡萄糖利用
Protein,amyloid β-protein,aggregates_into,Pathological_Change,plaques,淀粉样蛋白聚集成斑块
Treatment,Thiazolidinediones,affects,Protein,amyloid β-protein,噻唑烷二酮类药物可调节淀粉样蛋白β水平
Research_Method,longitudinal study,shows,Pathological_Change,microglial activation,纵向研究表明小胶质细胞激活与阿尔茨海默病相关
Pathological_Change,oxidative stress,triggers,Pathological_Change,pro-apoptosis,氧化应激触发细胞凋亡
Treatment,Aducanumab,treats,Disease,Alzheimer's disease,Aducanumab是治疗阿尔茨海默病的药物
Research_Method,cohort study,supports,Treatment,vitamin C and E reduce AD risk,队列研究支持维生素C和E降低阿尔茨海默病风险
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,阿尔茨海默病表现为认知功能受损
Protein,amyloid β-protein,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中积累
Protein,α-synuclein,detected_in,Clinical_Manifestation,CSF of AD patients,α-突触核蛋白在阿尔茨海默病患者的脑脊液中检测到
Risk_Factor,insulin resistance,triggers,Pathological_Change,tau hyperphosphorylation,胰岛素抵抗会触发tau蛋白过度磷酸化
Pathological_Change,amyloid β-protein accumulation,impairs,Pathological_Change,insulin signaling,淀粉样蛋白积累损害胰岛素信号传导
Treatment,Rosiglitazone,regulates,Protein,amyloid β-protein,罗格列酮可调节淀粉样蛋白β水平
Protein,glycogen synthase kinase 3β,is_affected_by,Pathological_Change,dysregulation,糖原合成酶激酶3β在阿尔茨海默病中失调
Protein,amyloid β-protein,decreases_expression_of,Protein,insulin receptor,淀粉样蛋白β会降低胰岛素受体表达
Treatment,metformin,reduces_risk_of,Disease,Alzheimer's disease,二甲双胍降低阿尔茨海默病风险
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Protein,α-synuclein,associated_with,Disease,Alzheimer's disease,α-突触核蛋白与阿尔茨海默病有关
Disease,Alzheimer's disease,is_caused_by,Pathological_Change,tau phosphorylation,阿尔茨海默病的病理改变包括tau蛋白磷酸化
Disease,Alzheimer's disease,associated_with,Pathological_Change,oxidative stress,阿尔茨海默病与氧化应激有关
Pathological_Change,neuroinflammation,is_caused_by,Risk_Factor,insulin resistance,胰岛素抵抗导致神经炎症
Treatment,Rosiglitazone,upregulates,Protein,IDE,罗格列酮可上调胰岛素降解酶水平
Disease,Alzheimer's disease,exacerbates,Risk_Factor,insulin resistance,阿尔茨海默病会加剧胰岛素抵抗
Protein,IDE,levels_decrease_in,Clinical_Stage,severe AD,胰岛素降解酶水平在严重阿尔茨海默病中降低
Disease,Alzheimer's disease,has_treatment,Treatment,Aducanumab,阿尔茨海默病可使用Aducanumab治疗
Treatment,vitamin C,reduces_risk_of,Disease,Alzheimer's disease,维生素C降低阿尔茨海默病风险
Disease,Alzheimer's disease,has_research_focus,Research_Method,inflammation targeting,阿尔茨海默病研究关注炎症靶向治疗
Pathological_Change,neurofibrillary tangles,induce,Pathological_Change,microtubule dysregulation,神经纤维缠结导致微管失调
Disease,Alzheimer's disease,is_associated_with,Risk_Factor,insulin resistance,胰岛素抵抗是阿尔茨海默病的风险因素
Pathological_Change,oxidative stress,triggers,Pathological_Change,pro-inflammation,氧化应激触发炎症反应
Disease,Alzheimer's disease,has_treatment,Treatment,Thiazolidinediones,阿尔茨海默病可使用噻唑烷二酮类药物治疗
Disease,Alzheimer's disease,is_associated_with,Disease,type II diabetes,阿尔茨海默病与2型糖尿病有强关联
Disease,Alzheimer's disease,associated_with,Pathological_Change,amyloid β-protein accumulation,阿尔茨海默病与淀粉样蛋白积累有关
Risk_Factor,insulin resistance,triggers,Pathological_Change,amyloid β-protein cascades,胰岛素抵抗触发淀粉样蛋白级联反应
Disease,Alzheimer's disease,is_caused_by,Pathological_Change,amyloid β-protein deposition,阿尔茨海默病的病理改变包括淀粉样蛋白沉积
Treatment,Aducanumab,targets,Protein,amyloid β-protein,Aducanumab靶向淀粉样蛋白β
Treatment,TNF inhibitors,improve,Clinical_Manifestation,cognitive function,TNF抑制剂改善认知功能
Disease,Alzheimer's disease,associated_with,Risk_Factor,insulin resistance,阿尔茨海默病与胰岛素抵抗有关
Protein,amyloid β-protein,triggers,Pathological_Change,Ca 2+ influx,淀粉样蛋白触发钙离子内流
Clinical_Test,water-maze test,evaluates,Clinical_Manifestation,spatial learning,水迷宫测试用于评估空间学习能力
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Protein,tau,is_affected_by,Pathological_Change,hyperphosphorylation,tau蛋白在阿尔茨海默病中发生过度磷酸化
Protein,IDE,associated_with,Disease,Alzheimer's disease,胰岛素降解酶与阿尔茨海默病有关
Risk_Factor,insulin resistance,associated_with,Disease,T2DM,胰岛素抵抗与2型糖尿病有关
Risk_Factor,insulin resistance,activates,Pathological_Change,neuroinflammation,胰岛素抵抗会激活神经炎症
Disease,Alzheimer's disease,has_research_focus,Research_Method,metabolism targeting,阿尔茨海默病研究关注代谢靶向治疗
Clinical_Stage,Braak 5-6,associated_with,Protein,IDE levels decrease,严重阿尔茨海默病与胰岛素降解酶水平降低有关
Disease,Alzheimer's disease,is_associated_with,Risk_Factor,APOE4,APOE4基因是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,loss of activities of daily living,阿尔茨海默病导致日常生活能力丧失
Treatment,Rosiglitazone,improves,Clinical_Manifestation,cognitive function,罗格列酮可改善认知功能
Pathological_Change,neurofibrillary tangles,is_caused_by,Pathological_Change,tau phosphorylation,tau蛋白磷酸化导致神经纤维缠结
Treatment,liraglutide,attenuates,Clinical_Manifestation,cognitive impairment,利拉鲁肽减轻认知障碍
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,insulin resistance,胰岛素抵抗是阿尔茨海默病的风险因素
Risk_Factor,insulin resistance,downregulates,Protein,IDE,胰岛素抵抗会下调胰岛素降解酶水平
Protein,amyloid β-protein,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Research_Method,in vitro investigation,shows,Protein,liraglutide regulates insulin signaling,体外研究表明利拉鲁肽调节胰岛素信号传导
Treatment,Pioglitazone,improves,Clinical_Manifestation,cognitive performance,吡格列酮可改善认知表现
Protein,amyloid β-protein,forms,Pathological_Change,toxic oligomers,淀粉样蛋白形成有毒寡聚体
Treatment,Pioglitazone,downregulates,Protein,amyloid β-protein,吡格列酮可下调淀粉样蛋白β水平
Disease,Alzheimer's disease,associated_with,Pathological_Change,tau hyperphosphorylation,阿尔茨海默病与tau蛋白过度磷酸化有关
Protein,tau,hyperphosphorylated_in,Disease,Alzheimer's disease,tau蛋白在阿尔茨海默病中过度磷酸化
Pathological_Change,oxidative stress,causes,Pathological_Change,mitochondrial dysfunction,氧化应激导致线粒体功能障碍
Pathological_Change,tau hyperphosphorylation,forms,Pathological_Change,neurofibrillary tangles,tau蛋白过度磷酸化形成神经纤维缠结
Protein,insulin,is_degraded_by,Protein,insulin degrading enzyme,胰岛素被胰岛素降解酶代谢
Pathological_Change,senile plaques,is_caused_by,Pathological_Change,amyloid β-protein deposition,淀粉样蛋白沉积导致老年斑形成
