Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,longitudinal MRI,monitors,Pathological_Change,brain atrophy,纵向MRI用于监测脑萎缩进展
Brain_Region,superior temporal gyrus,correlates_with,Clinical_Manifestation,cognitive decline,颞上回与认知衰退相关
Brain_Region,hippocampus,affected_by,Pathological_Change,brain atrophy,海马体受脑萎缩影响
Imaging_Method,Tau-PET,predicts,Pathological_Change,brain atrophy,Tau-PET成像可预测脑萎缩进展
Risk_Factor,sex,influences,Clinical_Manifestation,cognitive decline,性别是认知衰退的风险因素
Imaging_Method,MRI,detects,Pathological_Change,hippocampal atrophy,核磁共振成像检测到海马体萎缩
Biomarker,CSF Aβ42,correlates_with,Pathological_Change,amyloid pathology,脑脊液Aβ42水平与淀粉样蛋白病理相关
Clinical_Manifestation,memory decline,associated_with,Brain_Region,temporal lobes,颞叶的tau蛋白结合与记忆力下降相关
Clinical_Stage,Clinical Dementia Rating=0.5,associated_with,Clinical_Manifestation,cognitive decline,临床痴呆评分为0.5与认知功能下降相关
Biomarker,CSF tau,associated_with,Clinical_Manifestation,cognitive decline,脑脊液tau水平与认知功能下降相关
Research_Method,mixed effects models,analyzes,Clinical_Manifestation,cognitive decline,混合效应模型用于分析认知衰退
Brain_Region,parietal cortex,affected_by,Pathological_Change,brain atrophy,顶叶皮层受脑萎缩影响
Clinical_Manifestation,instrumental score,correlates_with,Brain_Region,parietal lobes,工具性评分与顶叶相关
Biomarker,CSF t-tau,correlates_with,Pathological_Change,atrophy progression,脑脊液t-tau水平与萎缩进展相关
Clinical_Stage,mild cognitive impairment,precedes,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Biomarker,CSF p-tau181,correlates_with,Pathological_Change,tau pathology,脑脊液p-tau181水平与τ蛋白病理相关
Brain_Region,left medial temporal lobe,correlates_with,Clinical_Manifestation,memory score,左内侧颞叶与记忆评分相关
Protein,tau,accumulates_in,Brain_Region,parietal cortex,tau蛋白在顶叶皮层异常堆积
Brain_Region,right precuneus,correlates_with,Clinical_Manifestation,instrumental score,右楔前叶与工具性评分相关
Imaging_Method,PET,detects,Pathological_Change,cortical atrophy,正电子发射断层扫描检测到皮质萎缩
Disease,Alzheimer's disease,assessed_by,Imaging_Method,PET,正电子发射断层扫描用于评估阿尔茨海默病
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Brain_Region,frontal cortex,affected_by,Pathological_Change,brain atrophy,额叶皮层受脑萎缩影响
Brain_Region,frontal lobes,correlates_with,Clinical_Manifestation,executive score,额叶与执行功能评分相关
Clinical_Stage,CDR 0.5,indicates,Clinical_Stage,prodromal AD,CDR 0.5表示前驱期阿尔茨海默病
Protein,tau,detected_by,Imaging_Method,tau-PET,tau蛋白通过tau-PET检测
Protein,tau,accumulates_in,Brain_Region,frontal cortex,tau蛋白在额叶皮层异常堆积
Risk_Factor,age,influences,Clinical_Manifestation,cognitive decline,年龄是认知衰退的风险因素
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Gene,APOE,influences,Risk_Factor,Alzheimer's disease,APOE基因影响阿尔茨海默病的风险
Biomarker,plasma p-tau181,correlates_with,Pathological_Change,tau pathology,血浆p-tau181水平与τ蛋白病理相关
