Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Biomarker,oxysterols,crosses,Brain_Region,brain,氧化胆固醇代谢物能够穿过血脑屏障进入大脑
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,cholesterol metabolism,27-羟基胆固醇与胆固醇代谢相关>
<Biomarker,27-hydroxycholesterol,alters,Clinical_Manifestation,cognition,27-羟基胆固醇改变认知功能>
Biomarker,27-hydroxycholesterol,is_biomarker_for,Disease,Alzheimer's disease,27-羟基胆固醇可作为阿尔茨海默病的生物标志物
<Gene,CYP46A1,affects,Clinical_Manifestation,memory,CYP46A1基因影响记忆功能>
Biomarker,27-hydroxycholesterol,accumulates_in,Brain_Region,brain,27-羟基胆固醇在大脑中异常积累
<Biomarker,27-hydroxycholesterol,induces,Pathological_Change,dendritic spine loss,27-羟基胆固醇诱导树突棘丢失>
<Gene,CYP46A1,leads_to,Clinical_Manifestation,memory impairment,CYP46A1基因抑制导致记忆障碍>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,glucose uptake,27-羟基胆固醇与葡萄糖摄取相关>
Biomarker,27-hydroxycholesterol,is_increased_in,Clinical_Stage,late stages of AD,27-羟基胆固醇在阿尔茨海默病晚期增加
<Gene,CYP46A1,affects,Clinical_Manifestation,cognitive function,CYP46A1基因影响认知功能>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,PSD-95 degradation,27-羟基胆固醇与PSD-95降解相关>
Treatment,simvastatin,improves,Clinical_Manifestation,memory deficits,辛伐他汀改善记忆缺陷
Biomarker,24S-hydroxycholesterol,is_increased_in,Clinical_Stage,early stages of AD,24S-羟基胆固醇在阿尔茨海默病早期增加
<Biomarker,27-hydroxycholesterol,increases,Pathological_Change,tau phosphorylation,27-羟基胆固醇增加tau蛋白磷酸化>
Biomarker,25-hydroxycholesterol,is_increased_in,Clinical_Stage,late stages of AD,25-羟基胆固醇在阿尔茨海默病晚期增加
Protein,CYP7B1,reduces,Biomarker,7α-hydroxy-3-oxo-4-cholestenoic acid,在阿尔茨海默病情况下，CYP7B1酶的活性和水平降低，导致7α-羟基-3-氧代-4-胆甾烯酸减少
<Biomarker,27-hydroxycholesterol,induces,Pathological_Change,endoplasmic reticulum stress,27-羟基胆固醇诱导内质网应激>
Protein,CYP46A1,generates,Biomarker,24S-hydroxycholesterol,CYP46A1酶生成24S-羟基胆固醇
Biomarker,24S-hydroxycholesterol,is_present_in,Brain_Region,brain,24S-羟基胆固醇存在于大脑中
Risk_Factor,hypercholesterolemia,increases,Biomarker,27-hydroxycholesterol,高胆固醇血症增加27-羟基胆固醇的产生
<Biomarker,27-hydroxycholesterol,upregulates,Protein,RAS,27-羟基胆固醇上调RAS系统>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,cognition,27-羟基胆固醇与认知功能相关>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,memory,27-羟基胆固醇与记忆功能相关>
<Biomarker,27-hydroxycholesterol,is_linked_to,Clinical_Manifestation,cognitive impairment,27-羟基胆固醇与认知障碍相关>
<Gene,CYP46A1,modulates,Protein,APP,CYP46A1基因调节APP蛋白>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,dendritic spine loss,27-羟基胆固醇与树突棘丢失相关>
Treatment,statins,decreases_risk_of,Disease,Alzheimer's disease,他汀类药物可降低阿尔茨海默病风险
<Gene,CYP46A1,produces,Biomarker,24S-hydroxycholesterol,CYP46A1基因产生24S-羟基胆固醇>
<Gene,CYP27A1,is_linked_to,Disease,hereditary spastic paraplegia,CYP27A1基因与遗传性痉挛性截瘫相关>
<Biomarker,27-hydroxycholesterol,crosses,Brain_Region,blood-brain barrier,27-羟基胆固醇穿过血脑屏障>
Clinical_Test,cognitive tests,evaluates,Clinical_Manifestation,cognitive function,认知测试用于评估认知功能
Biomarker,27-hydroxycholesterol,inhibits,Pathological_Change,cholesterol biosynthesis,27-羟基胆固醇抑制胆固醇生物合成
<Biomarker,27-hydroxycholesterol,increases,Biomarker,Aβ,27-羟基胆固醇增加Aβ水平>
<Gene,CYP46A1,is_crucial_for,Clinical_Manifestation,memory,CYP46A1基因对记忆功能至关重要>
<Gene,CYP46A1,leads_to,Pathological_Change,cholesterol accumulation,CYP46A1基因抑制导致胆固醇积累>
Biomarker,27-hydroxycholesterol,activates,Pathological_Change,inflammatory responses,27-羟基胆固醇激活炎症反应
<Gene,CYP46A1,restores,Clinical_Manifestation,motor behavior,CYP46A1基因恢复运动行为>
<Gene,CYP46A1,is_increased_in,Brain_Region,hippocampus,CYP46A1基因在海马体中表达增加>
<Gene,CYP46A1,leads_to,Pathological_Change,neuronal death,CYP46A1基因抑制导致神经元死亡>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,PTBP1 abundance,27-羟基胆固醇与PTBP1丰度相关>
<Gene,CYP46A1,is_essential_for,Clinical_Manifestation,cognitive function,CYP46A1基因对认知功能至关重要>
<Gene,CYP46A1,is_key_to,Disease,Alzheimer's disease,CYP46A1基因对阿尔茨海默病至关重要>
<Gene,CYP46A1,is_linked_to,Pathological_Change,neuronal cholesterol loss,CYP46A1基因与神经元胆固醇丢失相关>
<Biomarker,27-hydroxycholesterol,is_found_in,Biomarker,CSF,27-羟基胆固醇在脑脊液中发现>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,RXRg expression,27-羟基胆固醇与RXRg表达相关>
Biomarker,24S-hydroxycholesterol,is_decreased_in,Clinical_Stage,late stages of AD,24S-羟基胆固醇在阿尔茨海默病晚期减少
<Biomarker,24S-hydroxycholesterol,crosses,Brain_Region,blood-brain barrier,24S-羟基胆固醇穿过血脑屏障>
Biomarker,27-hydroxycholesterol,is_present_in,Brain_Region,brain,27-羟基胆固醇存在于大脑中
Gene,CYP27A1,is_increased_in,Clinical_Stage,early stages of AD,CYP27A1基因在阿尔茨海默病早期增加
<Gene,CYP46A1,affects,Clinical_Manifestation,aging,CYP46A1基因影响衰老过程>
Disease,Alzheimer's disease,has_biomarker,Biomarker,neurofibrillary tangles,阿尔茨海默病以大脑中神经纤维缠结为特征
Treatment,atorvastatin,improves,Clinical_Manifestation,memory deficits,阿托伐他汀改善记忆缺陷
<Biomarker,27-hydroxycholesterol,alters,Clinical_Manifestation,glucose uptake,27-羟基胆固醇改变葡萄糖摄取>
<Biomarker,27-hydroxycholesterol,is_linked_to,Pathological_Change,inflammation,27-羟基胆固醇与炎症相关>
Gene,SOAT1,decreases_risk_of,Disease,Alzheimer's disease,SOAT1基因降低阿尔茨海默病风险
<Gene,CYP46A1,prevents,Pathological_Change,neuronal loss,CYP46A1基因抑制防止神经元丢失>
Biomarker,24S-hydroxycholesterol,is_reduced_in,Clinical_Stage,late stages of AD,24S-羟基胆固醇在阿尔茨海默病晚期减少
