Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,bootstrapped Pearson's partial correlations,analyzes,Relationship,LC contrast and CSF biomarkers,使用bootstrapped Pearson's partial correlations分析蓝斑核对比度与脑脊液生物标志物的关系
Disease,Alzheimer's disease dementia,is_associated_with,Biomarker,Ab 42 /PTau,阿尔茨海默病痴呆与Ab 42 /PTau相关
Clinical_Stage,ADD,is_stage_of,Disease,Alzheimer's disease,阿尔茨海默病痴呆是阿尔茨海默病的一个阶段
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,ADD,has_biomarker,Biomarker,Ab 42 /Ab 40,ADD患者脑脊液中Ab 42 /Ab 40水平显著降低
Disease,Alzheimer's disease dementia,is_associated_with,Biomarker,Hulstaert ratio,阿尔茨海默病痴呆与Hulstaert比率相关
Disease,Alzheimer's disease,affects,Brain_Region,locus coeruleus,阿尔茨海默病影响蓝斑区域
Brain_Region,locus coeruleus,has_part,Brain_Region,rostral third,蓝斑核包含头侧三分之一区域
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Clinical_Test,CSF analysis,measures,Biomarker,Ab 42 /Ab 40,脑脊液分析用于测量Ab 42 /Ab 40水平
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Imaging_Method,MRI,detects,Pathological_Change,LC contrast decline,MRI检测到ADD患者蓝斑核对比度显著下降
Disease,ADD,not_shows_change_in,Brain_Region,caudal third of LC,ADD患者蓝斑核尾侧三分之一区域对比度无显著变化
Disease,Alzheimer's disease dementia,is_detected_by,Imaging_Method,MRI,阿尔茨海默病痴呆可通过核磁共振成像检测
Clinical_Stage,MCI,precedes,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Clinical_Stage,SCD,precedes,Disease,Alzheimer's disease,主观认知下降是阿尔茨海默病的前期阶段
Disease,Alzheimer's disease dementia,affects,Brain_Region,locus coeruleus,阿尔茨海默病痴呆影响蓝斑区域
Biomarker,Hulstaert ratio,correlates_with,Brain_Region,locus coeruleus,脑脊液中Hulstaert ratio水平与蓝斑核对比度呈显著负相关
Research_Method,FLASH imaging,used_for,Imaging_Method,LC MRI contrast,FLASH成像用于蓝斑MRI对比度研究
Disease,Alzheimer's disease,has_biomarker,Biomarker,CSF amyloid,阿尔茨海默病与脑脊液淀粉样蛋白水平相关
Biomarker,PTau181,not_correlates_with,Brain_Region,locus coeruleus,脑脊液中PTau181水平与蓝斑核对比度无显著相关性
Clinical_Test,CSF analysis,measures,Biomarker,PTau181,脑脊液分析用于测量PTau181水平
Clinical_Test,CSF analysis,measures,Biomarker,TTau,脑脊液分析用于测量TTau水平
Disease,MCI,has_biomarker,Biomarker,TTau,MCI患者脑脊液中TTau水平显著升高
Clinical_Test,MRI,detects,Pathological_Change,LC MRI contrast,核磁共振成像检测蓝斑核磁共振对比度
Disease,ADD,affects,Brain_Region,locus coeruleus,ADD患者蓝斑核区域MRI对比度显著降低
Disease,Alzheimer's disease,has_biomarker,Biomarker,CSF tau,阿尔茨海默病与脑脊液tau蛋白水平相关
