Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Gene,NTRK2,is_associated_with,Disease,Alzheimer's disease,NTRK2基因与阿尔茨海默病相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病导致认知功能下降
Gene,SMAD3,regulates,Gene,common DEGs,SMAD3调控阿尔茨海默病和缺血性卒中的共同差异表达基因
Disease,Alzheimer's disease,has_biomarker,Biomarker,PGAM2,PGAM2是阿尔茨海默病的潜在生物标志物
Gene,DUSP16,is_hub_protein_for,Disease,Alzheimer's disease,DUSP16是阿尔茨海默病的关键蛋白
Gene,PDE9A,interacts_with,Treatment,caffeine,PDE9A蛋白与咖啡因有药物相互作用
Disease,Alzheimer's disease,associated_with,Pathological_Change,alcoholism,酒精中毒相关通路与阿尔茨海默病相关
Gene,DUSP16,is_hub_protein,Pathological_Change,common dysregulated pathways,DUSP16是AD和IS共同失调通路的枢纽蛋白
Research_Method,microarray gene expression analysis,identifies,Biomarker,differentially expressed genes,微阵列基因表达分析用于识别差异表达基因
Protein,PDE9A,interacts_with,Treatment,3-isobutyl-1-methyl-7H-xanthine,PDE9A蛋白与3-isobutyl-1-methyl-7H-xanthine有相互作用
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病涉及淀粉样斑块的形成
Gene,SPIB,regulates,Gene,DUSP16,SPIB调控DUSP16基因的表达
Gene,TXLNA,is_hub_protein_for,Disease,Alzheimer's disease,TXLNA是阿尔茨海默病的关键蛋白
Disease,Alzheimer's disease,associated_with,Pathological_Change,MAPK signaling pathway,MAPK信号通路与阿尔茨海默病相关
Gene,SPIB,is_associated_with,Disease,primary biliary cholangitis,SPIB基因与原发性胆汁性胆管炎相关
Gene,GNAO1,is_hub_protein,Pathological_Change,common dysregulated pathways,GNAO1是AD和IS共同失调通路的枢纽蛋白
Gene,MAG,is_hub_protein,Pathological_Change,common dysregulated pathways,MAG是AD和IS共同失调通路的枢纽蛋白
Gene,SPIB,regulates,Gene,common DEGs,SPIB调控阿尔茨海默病和缺血性卒中的共同差异表达基因
Gene,PGAM2,is_hub_protein_for,Disease,Alzheimer's disease,PGAM2是阿尔茨海默病的关键蛋白
Gene,TXLNA,is_associated_with,Disease,B-Cell growth factor,TXLNA基因与B细胞生长因子相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,阿尔茨海默病导致严重痴呆
Gene,SMAD3,regulates,Gene,PDE9A,SMAD3调控PDE9A基因的表达
Protein,TUBB,interacts_with,Treatment,drugs,TUBB蛋白与药物在蛋白质-药物相互作用网络中相互作用
Research_Method,t-test,analyzes,Gene,common DEGs,t检验用于分析阿尔茨海默病和缺血性卒中的共同差异表达基因
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Research_Method,KEGG pathway analysis,identifies,Pathological_Change,altered molecular pathways,KEGG通路分析用于识别改变的分子通路
Gene,MAG,is_hub_protein_for,Disease,Alzheimer's disease,MAG是阿尔茨海默病的关键蛋白
Disease,Alzheimer's disease,has_biomarker,Biomarker,MAG,MAG是阿尔茨海默病的潜在生物标志物
Gene,NTRK2,is_hub_protein_for,Disease,Alzheimer's disease,NTRK2是阿尔茨海默病的关键蛋白
Gene,PGAM2,is_associated_with,Disease,glycogen storage disease X,PGAM2基因与糖原贮积病X相关
Gene,PDE9A,is_hub_protein_for,Disease,Alzheimer's disease,PDE9A是阿尔茨海默病的关键蛋白
