Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,Mithramycin A,affects,Gene,synaptic plasticity genes,Mithramycin A影响突触可塑性基因表达
Protein,HDAC2,regulates,Gene,synaptic-plasticity-associated genes,HDAC2调节突触可塑性相关基因的表达
Research_Method,ELISA,quantifies,Protein,amyloid-beta,ELISA用于定量淀粉样蛋白水平
Treatment,CRID3,inhibits,Protein,caspase-1,CRID3抑制caspase-1的表达
Protein,Caspase-1,is_inhibited_by,Treatment,CRID3,CRID3抑制Caspase-1蛋白表达
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neuroinflammation,阿尔茨海默病的病理特征包括神经炎症
Research_Method,qPCR,measures,Gene,HDAC2,qPCR用于测量HDAC2基因表达
Protein,IL-1β,induces,Pathological_Change,neuroinflammation,IL-1β诱导神经炎症
Research_Method,ELISA,quantifies,Biomarker,amyloid-beta,ELISA用于定量淀粉样蛋白水平
Treatment,CRID3,inhibits,Protein,IL-1β,CRID3抑制IL-1β的表达
Research_Method,RT2 Profiler PCR Array,measures,Gene,NF-κB signaling pathway genes,RT2 Profiler PCR Array用于测量NF-κB信号通路基因表达
Protein,HDAC2,is_associated_with,Clinical_Manifestation,memory loss,HDAC2与记忆力丧失相关
Treatment,MTM,upregulates,Gene,synaptic plasticity genes,MTM上调突触可塑性基因的表达
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Aβ plaque accumulation,阿尔茨海默病与Aβ斑块积累相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,阿尔茨海默病的生物标志物包括淀粉样蛋白
Research_Method,RT2 Profiler PCR Array,measures,Gene,inflammasome genes,RT2 Profiler PCR Array用于测量炎症小体相关基因表达
Protein,IL-1β,is_inhibited_by,Treatment,CRID3,CRID3抑制IL-1β蛋白表达
Research_Method,Western Blot,measures,Protein,HDAC2,Western Blot用于测量HDAC2蛋白水平
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Tau hyperphosphorylation,阿尔茨海默病的病理特征包括Tau蛋白过度磷酸化
Research_Method,PCR Array,analyzes,Gene,NF-κB pathway genes,PCR阵列用于分析NF-κB通路基因的表达
Treatment,CRID3,inhibits,Gene,inflammasome genes,CRID3抑制炎症小体相关基因表达
Protein,HDAC2,regulates,Gene,synaptic-plasticity-associated genes,HDAC2蛋白调节突触可塑性相关基因的表达
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Tau-hyperphosphorylation,阿尔茨海默病与Tau蛋白过度磷酸化相关
Protein,Tau,activates,Protein,NF-κB,Tau蛋白激活NF-κB的活性
Treatment,mithramycin A,inhibits,Protein,HDAC2,Mithramycin A抑制HDAC2的表达
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Treatment,Withaferin A,reduces,Biomarker,amyloid-beta,Withaferin A治疗可减少淀粉样蛋白的表达
Protein,caspase-1,activates,Protein,IL-1β,caspase-1激活IL-1β的释放
Treatment,Withaferin A,down-regulates,Gene,NF-κB signaling pathway genes,Withaferin A下调NF-κB信号通路基因表达
Protein,NF-κB,activates,Pathological_Change,neuroinflammation,NF-κB蛋白激活神经炎症
Protein,Aβ,activates,Protein,NF-κB,Aβ激活NF-κB的活性
Treatment,CRID3,inhibits,Pathological_Change,neuroinflammation,CRID3抑制神经炎症
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid-beta deposition,阿尔茨海默病的病理特征包括淀粉样蛋白沉积
Treatment,withaferin A,inhibits,Protein,NF-κB,Withaferin A抑制NF-κB介导的神经炎症
Treatment,CRID3,inhibits,Protein,NLRP3,CRID3抑制NLRP3介导的神经炎症
Treatment,MTM,inhibits,Protein,HDAC2,MTM抑制HDAC2的表达
Research_Method,RT2 Profiler PCR Array,measures,Gene,synaptic plasticity genes,RT2 Profiler PCR Array用于测量突触可塑性基因表达
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Protein,NF-κB,activates,Pathological_Change,neuronal apoptosis,NF-κB激活神经元凋亡
Treatment,withaferin A,inhibits,Protein,amyloid-beta,Withaferin A抑制淀粉样蛋白的产生
Research_Method,Congo Red Staining,detects,Biomarker,amyloid-beta,刚果红染色用于检测淀粉样蛋白
Protein,NLRP3,activates,Pathological_Change,neuroinflammation,NLRP3蛋白激活神经炎症
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状包括记忆力丧失
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,阿尔茨海默病的症状包括认知功能障碍
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Treatment,MTM,improves,Clinical_Manifestation,memory formation,MTM改善记忆形成
Research_Method,LDH assay,measures,Clinical_Test,cell cytotoxicity,LDH测定用于测量细胞毒性
Gene,HDAC2,is_inhibited_by,Treatment,Mithramycin A,Mithramycin A抑制HDAC2基因和蛋白表达
Research_Method,MTT assay,measures,Clinical_Test,cell viability,MTT测定用于测量细胞活力
