Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Gene,Tap73,drives,Biomarker,miR-34a,Tap73通过结合miR-34a启动子驱动其表达
Disease,Alzheimer's disease,has_biomarker,Biomarker,miR-206,miR-206在MCI患者中表达升高
Protein,p53,regulates,Biomarker,miR-34a,p53是miR-34a的关键响应元件
Treatment,osthole,promotes,Biomarker,miR-9,osthole通过促进miR-9水平发挥神经保护作用
Disease,Alzheimer's disease,has_biomarker,Biomarker,miR-9,miR-9在阿尔茨海默病中表达下调
Biomarker,miR-195,regulates,Protein,BACE1,miR-195通过靶向BACE1的3'UTR调节其水平
Biomarker,miR-155,affects,Clinical_Manifestation,inflammatory mediators,miR-155影响炎症介质的产生
Biomarker,miR-155,associated_with,Pathological_Change,neuroinflammation,miR-155与神经炎症相关
Gene,miR-34a,promotes,Pathological_Change,cell apoptosis,miR-34a通过激活caspase-3促进细胞凋亡
Gene,miR-9,regulates,Protein,BTBD3,miR-9通过靶向BTBD3调节脑稳态
Gene,miR-125b,promotes,Pathological_Change,apoptosis,miR-125b上调促进细胞凋亡
Biomarker,miR-155,affects,Clinical_Manifestation,neuroinflammation,miR-155影响神经炎症
Gene,miR-let-7b,associated_with,Protein,t-tau/p-tau,miR-let-7b与t-tau/p-tau表达相关
Biomarker,miR-155,affects,Clinical_Manifestation,pro-inflammation cytokine,miR-155影响促炎细胞因子的产生
Biomarker,lncRNA BACE1-AS,participates_in,Pathological_Change,AD pathogenesis,lncRNA BACE1-AS通过增强Aβ和APP水平促进阿尔茨海默病发病
Gene,miR-200b,represses,Protein,APP,miR-200b表达下降减弱对APP的抑制作用
Gene,miR-613,suppresses,Protein,BDNF,miR-613通过抑制BDNF参与阿尔茨海默病病理
Biomarker,miR-155,affects,Clinical_Manifestation,AD related T cells functions,miR-155影响阿尔茨海默病相关T细胞功能
Biomarker,miR-155,affects,Clinical_Manifestation,AD related astrocyte activation,miR-155
Disease,Alzheimer's disease,has_biomarker,Biomarker,miR-29,miR-29在阿尔茨海默病患者中表达下调
Gene,miR-299-5p,regulates,Pathological_Change,autophagy,miR-299-5p通过调节Atg5、LC3βII和Beclin1水平影响自噬
Biomarker,miR-155,affects,Clinical_Manifestation,microglial activation,miR-155影响小胶质细胞的激活
Gene,miR-34a,increases,Pathological_Change,Aβ plague,miR-34a敲除减少Aβ斑块产生
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,miR-34a/p73在阿尔茨海默病海马体中表达升高
Gene,miR-let-7b,associated_with,Pathological_Change,neurotoxicity,miR-let-7b与神经毒性相关
Gene,miR-200b,represses,Protein,BACE1,miR-200b表达下降减弱对BACE1的抑制作用
Gene,miR-27a-3p,linked_with,Protein,Aβ,miR-27a-3p低水平与Aβ减少相关
Biomarker,miR-155,expressed_in,Clinical_Manifestation,AD patients,miR-155在阿尔茨海默病患者中表达增加
Disease,Alzheimer's disease,has_biomarker,Biomarker,miR-125b,miR-125b在阿尔茨海默病患者中表达下调
Biomarker,lncRNA BACE1,is_potential_target_for,Treatment,BACE1 inhibitors,lncRNA BACE1可作为治疗靶点通过BACE1抑制剂进行干预
Biomarker,miR-195,affects,Pathological_Change,amyloidogenesis,miR-195影响淀粉样蛋白生成
Biomarker,miR-29,expressed_in,Clinical_Manifestation,AD patients,miR-29在阿尔茨海默病患者中表达增加
Clinical_Test,blood test,evaluates,Biomarker,lncRNA BACE1,血液检测可用于评估lncRNA BACE1水平
Biomarker,miR-155,affects,Clinical_Manifestation,AD related inflammatory mediators,miR-155影响阿尔茨海默病相关炎症介质
Biomarker,miR-155,expressed_in,Clinical_Manifestation,healthy controls,miR-155在健康对照组中表达增加
Biomarker,miR-155,affects,Clinical_Manifestation,AD related astrocyte activation,miR-155影响阿尔茨海默病相关星形胶质细胞激活
Biomarker,circulating lncRNAs,provides_insight_into,Pathological_Change,AD pathogenesis,循环lncRNAs为阿尔茨海默病发病机制提供新见解
Biomarker,miR-155,affects,Clinical_Manifestation,T cells functions,miR-155影响T细胞功能
Biomarker,miR-9,expressed_in,Clinical_Manifestation,AD patients,miR-9在阿尔茨海默病患者中表达减少
Biomarker,miR-195,expressed_in,Clinical_Manifestation,AD patients,miR-195在阿尔茨海默病患者中表达增加
Biomarker,miR-125b,expressed_in,Clinical_Manifestation,AD patients,miR-125b在阿尔茨海默病患者中表达减少
Gene,miR-29c,targets,Protein,BACE1,miR-29c直接靶向BACE1 mRNA的3'UTR
Biomarker,circulating miRNAs,is_potential_tool_for,Clinical_Test,AD diagnosis,循环miRNAs可能作为阿尔茨海默病诊断的有效工具
Gene,miR-29,ameliorates,Clinical_Manifestation,learning and memory,miR-29过表达改善学习和记忆
Biomarker,miR-155,affects,Clinical_Manifestation,AD related severe pathologies,miR-155影响阿尔茨海默病相关严重病理
Gene,miR-210,associated_with,Protein,VEGF,miR-210表达下降与VEGF水平降低相关
Biomarker,miR-195,affects,Pathological_Change,mitochondrial dysfunction,miR-195影响线粒体功能障碍
Biomarker,circulating lncRNAs,is_potential_tool_for,Clinical_Test,AD diagnosis,循环lncRNAs可能作为阿尔茨海默病诊断的有效工具
