Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,treated_by,Treatment,EGb761,EGb761用于治疗阿尔茨海默病
Research_Method,randomized controlled trials,assesses,Treatment,pharmacological treatments,随机对照试验评估药物治疗的效果
Treatment,galantamine,has_side_effect,Clinical_Manifestation,adverse events,加兰他敏可能引起不良反应
Treatment,huperzine A,has_side_effect,Clinical_Manifestation,adverse events,石杉碱甲可能引起不良反应
Disease,Alzheimer's disease,treated_by,Treatment,donepezil,多奈哌齐用于治疗轻度至中度阿尔茨海默病
Disease,Alzheimer's disease,treated_by,Treatment,rivastigmine,利斯的明用于治疗阿尔茨海默病
Treatment,EGb761,considered_for,Treatment,optimal therapeutic choice,EGb761 240 mg在考虑可接受性和安全性时可能是最佳治疗选择
Disease,Alzheimer's disease,treated_by,Treatment,rivastigmine,利斯的明在临床整体印象和功能改善方面表现最佳
Treatment,galantamine,has_effect,Clinical_Manifestation,cognitive improvement,加兰他敏具有改善认知的效果
Research_Method,network meta-analysis,assesses,Clinical_Manifestation,acceptability,网络荟萃分析评估了可接受性
Disease,Alzheimer's disease,treated_by,Treatment,memantine,美金刚用于治疗阿尔茨海默病
Treatment,galantamine,improves,Clinical_Manifestation,cognitive symptoms,加兰他敏改善轻度至中度阿尔茨海默病患者的认知症状
Research_Method,network meta-analysis,compares,Treatment,pharmacological treatments,网络荟萃分析比较不同药物治疗的效果
Treatment,EGb761,improves,Clinical_Manifestation,clinical global impression,EGb761改善临床总体印象
Treatment,galantamine,improves,Clinical_Manifestation,clinical global impression,加兰他敏改善临床总体印象
Disease,Alzheimer's disease,treated_by,Treatment,EGb761,银杏叶提取物EGb761用于治疗阿尔茨海默病
Research_Method,network meta-analysis,assesses,Clinical_Manifestation,efficacy,网络荟萃分析评估了疗效
Treatment,rivastigmine,improves,Clinical_Manifestation,clinical global impression,利斯的明在临床整体印象方面表现最佳
Clinical_Test,ADAS-cog,evaluates,Clinical_Manifestation,cognitive function,阿尔茨海默病评估量表-认知子量表用于评估认知功能
Treatment,donepezil,improves,Clinical_Manifestation,daily living,多奈哌齐改善日常生活能力
Treatment,donepezil,has_effect,Clinical_Manifestation,cognitive improvement,多奈哌齐具有改善认知的效果
