Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,PET,detects,Pathological_Change,amyloid deposition,PET可以检测到淀粉样蛋白沉积
Pathological_Change,neurodegeneration,associated_with,Disease,Alzheimer's disease,神经退行性变与阿尔茨海默病相关
Gene,PSEN1,associated_with,Disease,Alzheimer's disease,PSEN1基因与阿尔茨海默病相关
Research_Method,whole-exome sequencing,identifies,Gene,ATP8B4,全外显子测序用于识别ATP8B4基因
Clinical_Manifestation,dementia,associated_with,Disease,Alzheimer's disease,痴呆与阿尔茨海默病相关
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Risk_Factor,inflammation,associated_with,Disease,Alzheimer's disease,炎症与阿尔茨海默病相关
Disease,Alzheimer's disease,characterized_by,Clinical_Manifestation,dementia,阿尔茨海默病以痴呆为特征
Treatment,inflammation-targeting drugs,treats,Disease,Alzheimer's disease,针对炎症的药物正在临床试验中用于治疗阿尔茨海默病
Pathological_Change,amyloid accumulation,associated_with,Disease,Alzheimer's disease,淀粉样蛋白堆积与阿尔茨海默病相关
Protein,APOE3ch,interacts_with,Protein,HSPGs,APOE3ch与硫酸乙酰肝素蛋白聚糖相互作用
Disease,Alzheimer's disease,has_risk_factor,Gene,APOE-ε4,APOE-ε4基因是阿尔茨海默病的风险因素
Gene,CASP7,protects_against,Disease,Alzheimer's disease,CASP7基因变异降低APOE-ε4携带者的阿尔茨海默病风险
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Gene,PSEN2,associated_with,Disease,Alzheimer's disease,PSEN2基因与阿尔茨海默病相关
Clinical_Manifestation,cognitive decline,associated_with,Disease,Alzheimer's disease,认知衰退与阿尔茨海默病相关
Disease,Alzheimer's disease,characterized_by,Clinical_Manifestation,cognitive impairment,阿尔茨海默病以认知障碍为特征
Gene,PICALM,protects_against,Disease,Alzheimer's disease,PICALM基因变异通过增强Aβ清除提供保护
Gene,TREML2,protects_against,Disease,Alzheimer's disease,TREML2基因变异通过降低CSF tau水平提供保护
Protein,RAB10,mediates,Pathological_Change,APP processing,RAB10蛋白参与APP加工
