Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_treatment,Treatment,photobiomodulation therapy,光生物调节疗法是阿尔茨海默病的一种新型治疗方法
Protein,amyloid-beta,induces,Pathological_Change,dendrite atrophy,淀粉样蛋白诱导树突萎缩
Protein,protein kinase B,activated_by,Treatment,photobiomodulation,蛋白激酶B被光生物调节激活
Clinical_Test,transmittance measurement,evaluates,Imaging_Method,NIR light,透射率测量评估近红外光穿透性
Treatment,photobiomodulation therapy,may_benefit_from,Research_Method,alpha frequency,光生物调节疗法可能受益于α频率研究
Protein,cytochrome oxidase,located_in,Brain_Region,neuronal mitochondria,细胞色素氧化酶位于神经元线粒体中
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,老龄化是阿尔茨海默病的主要风险因素
Research_Method,alpha frequency,optimizes,Clinical_Manifestation,attention,α频率优化注意力
Protein,brain-derived neurotropic factor,upregulated_by,Treatment,photobiomodulation,脑源性神经营养因子被光生物调节上调
Treatment,photobiomodulation therapy,uses,Imaging_Method,transcranial near-infrared light,光生物调节疗法使用经颅近红外光进行治疗
Biomarker,energy density,affects,Pathological_Change,nerve cell apoptosis,能量密度影响神经细胞凋亡
Disease,Alzheimer's disease,affects,Population,aged 65 and older,阿尔茨海默病主要影响65岁及以上的老年人群
Research_Method,pulsing,optimizes,Clinical_Manifestation,attention,脉冲光优化注意力
Disease,Alzheimer's disease,treated_by,Treatment,photobiomodulation therapy,光生物调节疗法可用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Aβ plaques,阿尔茨海默病的病理改变包括Aβ斑块
Imaging_Method,NIR light,penetrates,Brain_Region,skull,近红外光可穿透颅骨
Treatment,photobiomodulation therapy,may_benefit_from,Research_Method,pulsing,光生物调节疗法可能受益于脉冲光研究
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,阿尔茨海默病的生物标志物包括淀粉样蛋白
Treatment,photobiomodulation therapy,requires,Clinical_Test,dose measurement,光生物调节疗法需要剂量测量
Clinical_Manifestation,memory processes,associated_with,Brain_Region,cortex,记忆过程与大脑皮层相关
Treatment,photobiomodulation therapy,modulates,Clinical_Manifestation,memory processes,光生物调节疗法调节记忆过程
Clinical_Stage,mild cognitive impairment,precedes,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Imaging_Method,NIR light,penetrates,Brain_Region,brain,近红外光可穿透至大脑
Research_Method,mouse model,used_for,Disease,Alzheimer's disease,小鼠模型用于研究阿尔茨海默病
Treatment,photobiomodulation therapy,delivers,Biomarker,energy density,光生物调节疗法提供能量密度
Protein,Bax,is_related_to,Pathological_Change,cell apoptosis,Bax蛋白与细胞凋亡相关
Treatment,photobiomodulation therapy,may_benefit_from,Research_Method,gamma frequency,光生物调节疗法可能受益于γ频率研究
Imaging_Method,transcranial near-infrared light,penetrates,Brain_Region,brain,经颅近红外光能够穿透皮肤和颅骨到达脑部
Clinical_Test,Stroop Test,assesses,Clinical_Manifestation,executive function,斯特鲁普测试评估执行功能
Protein,Bcl-XL,inhibits,Pathological_Change,cell apoptosis,Bcl-XL蛋白抑制细胞凋亡
Risk_Factor,hyperphosphorylated tau protein,increases_risk_of,Disease,Alzheimer's disease,过度磷酸化的tau蛋白增加阿尔茨海默病风险
Pathological_Change,nerve cell apoptosis,inhibited_by,Treatment,photobiomodulation therapy,光生物调节疗法抑制神经细胞凋亡
Risk_Factor,amyloid-beta,increases_risk_of,Disease,Alzheimer's disease,淀粉样蛋白增加阿尔茨海默病风险
Protein,amyloid-beta,induces,Pathological_Change,cell apoptosis,淀粉样蛋白诱导细胞凋亡
Research_Method,gamma frequency,optimizes,Clinical_Manifestation,memory processes,γ频率优化记忆过程
Protein,Complex IV (cytochrome c oxidase),influences,Biochemical_Pathway,mitochondrial respiratory chain,复合物IV的活性影响线粒体呼吸链的活性
Treatment,photobiomodulation,reduces,Pathological_Change,neurofibrillary tangles,光生物调节减少神经纤维缠结
Treatment,photobiomodulation therapy,affects,Protein,cytochrome oxidase,光生物调节疗法通过影响细胞色素氧化酶发挥作用
Treatment,photobiomodulation,reduces,Pathological_Change,Aβ plaques,光生物调节减少Aβ斑块
Imaging_Method,LED light,used_in,Treatment,photobiomodulation,LED光用于光生物调节治疗
Treatment,photobiomodulation therapy,requires,Clinical_Test,transmittance measurement,光生物调节疗法需要透射率测量
Treatment,photobiomodulation,ameliorates,Disease,Alzheimer's disease,光生物调节缓解阿尔茨海默病进展
Clinical_Test,dose measurement,evaluates,Biomarker,oxygen consumption,剂量测量评估氧消耗
Clinical_Test,California Verbal Learning Test-II,assesses,Clinical_Manifestation,verbal memory,加州语言学习测试-II评估语言记忆
Protein,protein kinase C,activated_by,Treatment,photobiomodulation,蛋白激酶C被光生物调节激活
Clinical_Test,Wisconsin Card Sorting Task,assesses,Clinical_Manifestation,executive function,威斯康星卡片分类任务评估执行功能
Treatment,photobiomodulation therapy,affects,Protein,Complex IV (cytochrome c oxidase),光生物调节疗法通过影响线粒体呼吸链中的复合物IV发挥作用
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理改变包括神经纤维缠结
Treatment,photobiomodulation therapy,has_side_effect,Side_Effect,few reported side-effects,光生物调节疗法在动物研究中显示出较少副作用
Treatment,photobiomodulation therapy,promotes,Pathological_Change,nerve cell survival,光生物调节疗法促进神经细胞存活
Treatment,photobiomodulation,improves,Clinical_Manifestation,cognitive function,光生物调节改善认知功能
Disease,Alzheimer's disease,lacks,Treatment,established medical treatment,目前尚无能够治愈或完全阻止阿尔茨海默病进展的医疗方法
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,neurodegeneration,阿尔茨海默病的主要症状之一是神经退行性变
Treatment,photobiomodulation therapy,uses,Imaging_Method,NIR light,光生物调节疗法使用近红外光
