Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,APP,encoded_by,Gene,APP,淀粉样前体蛋白由APP基因编码
Protein,APP,triggers,Pathological_Change,neurotoxicity,淀粉样前体蛋白触发神经毒性
Protein,APP,interacts_with,Protein,APLP2,淀粉样前体蛋白与APLP2相互作用
Protein,APP,triggers,Pathological_Change,synaptic plasticity,淀粉样前体蛋白触发突触可塑性
<Protein,NCAM1,prevents,Symptom,neurodegeneration,NCAM1衍生的肽段可预防AβO处理大鼠的神经退行性变>
<Protein,Contactin-4,regulates,Protein,APP,Contactin-4调节APP的加工>
Protein,APP,triggers,Pathological_Change,synaptic dysfunction,淀粉样前体蛋白触发突触功能障碍
Protein,Caspr-1,regulates,Protein,Aβ,Caspr-1的沉默导致Aβ生成显著减少
Protein,amyloid-beta,interacts_with,Protein,APP,淀粉样蛋白与淀粉样前体蛋白相互作用
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Treatment,PrP c agonist,reduces,Symptom,memory impairment,口服PrP c激动剂可恢复APP/PS1小鼠的记忆损伤
Protein,APP,triggers,Pathological_Change,learning,淀粉样前体蛋白触发学习
<Protein,N-cadherin,enhances,Protein,APP,N-钙粘蛋白增强APP的同源二聚化>
<Protein,calsyntenin-1,suppresses,Protein,Aβ,calsyntenin-1与APP和Mint2形成复合物，抑制淀粉样蛋白生成>
<Protein,L1-70,reduces,Pathological_Change,Aβ load,L1-70通过诱导细胞因子表达和激活小胶质细胞清除Aβ斑块>
Disease,Alzheimer's disease,affects,Brain_Region,brain,阿尔茨海默病会导致大脑区域受损
Protein,APP,triggers,Pathological_Change,neurite outgrowth,淀粉样前体蛋白触发神经突生长
Protein,APP,triggers,Pathological_Change,memory,淀粉样
Protein,APP,triggers,Pathological_Change,neuronal death,淀粉样前体蛋白触发神经元死亡
Protein,APP,triggers,Pathological_Change,synaptogenesis,淀粉样前体蛋白触发突触形成
<Protein,Contactin-2,promotes,Protein,APP,Contactin-2促进APP-CTFs的γ-切割>
Protein,Caspr-1,cleaved_by,Protein,γ-secretase,Caspr-1被γ-分泌酶切割
Protein,APP,triggers,Pathological_Change,neuroinflammation,淀粉样前体蛋白触发神经炎症
<Protein,Contactin-1,modulates,Protein,APP,Contactin-1调节APP的α-/β-切割>
Research_Method,siRNA screening,identifies,Gene,LRRTM3,siRNA筛选鉴定LRRTM3为AD候选基因
<Protein,NCAM2,interacts_with,Protein,AβOs,NCAM2与转基因APP23小鼠脑中的AβOs相互作用>
Protein,APP,interacts_with,Protein,NCAM2,淀粉样前体蛋白与NCAM2相互作用
Protein,LRRTM3,interacts_with,Protein,APP,LRRTM3与APP在HEK293细胞中相互作用
Protein,APP,triggers,Pathological_Change,neuronal dysfunction,淀粉样前体蛋白触发神经元功能障碍
Protein,neurexin-2α,binds_to,Protein,AβOs,neurexin-2α与AβOs在人脑组织中结合
Protein,PrP c,regulates,Protein,Aβ,PrP c通过调节BACE1的成熟来调节APP的加工
Protein,PrP c,reduces,Protein,Aβ,PrP c降低小鼠脑中的Aβ水平
<Protein,β1-integrin,regulates,Protein,APP,β1-整合素调节APP的加工>
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
<Protein,β1-integrin,mediates,Symptom,neuronal dystrophy,β1-整合素介导AβF诱导的神经元营养不良>
Protein,APP,processed_by,Protein,ADAM10,淀粉样前体蛋白被ADAM10酶切割
Clinical_Manifestation,memory impairment,caused_by,Protein,AβOs,AβOs结合PrP c导致记忆损伤
Protein,APP,interacts_with,Protein,NCAM1,淀粉样前体蛋白与NCAM1相互作用
<Protein,β1-integrin,binds_to,Protein,AβOs,β1-整合素与AβOs结合>
Protein,APP,interacts_with,Protein,APLP1,淀粉样前体蛋白与APLP1相互作用
Protein,Caspr-1,interacts_with,Protein,APP,Caspr-1与APP在鼠脑中相互作用
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会导致海马体区域受损
Protein,neuroligin-1,reduced_in,Brain_Region,hippocampus,AD患者海马体中neuroligin-1水平降低
Protein,APP,triggers,Pathological_Change,death,淀粉样前体蛋白触发死亡
<Protein,calsyntenin-1 ICD,promotes,Protein,Aβ,calsyntenin-1 ICD促进Aβ生成>
<Protein,L1,reduces,Pathological_Change,Aβ plaque load,L1过表达减少APP/PS1小鼠的Aβ斑块负荷>
Protein,neuroligin-1,binds_to,Protein,AβOs,neuroligin-1与AβOs在人脑和鼠脑中结合
Protein,APP,processed_by,Protein,BACE1,淀粉样前体蛋白被BACE1酶切割
Protein,FLRT1,interacts_with,Protein,APP,FLRT1与APP在HEK293T细胞中相互作用
Protein,APP,triggers,Pathological_Change,hyperphosphorylation of tau,淀粉样前体蛋白触发tau蛋白的过度磷酸化
Protein,neurexin-1β,downregulated_in,Disease,Alzheimer's disease,β-神经连接蛋白在AD模型小鼠的突触中下调
Protein,FLRT3,interacts_with,Protein,APP,FLRT3与APP在HEK293T细胞中相互作用
