Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,molecular dynamics simulation,used_for,Disease,Alzheimer's disease,分子动力学模拟用于阿尔茨海默病研究
Research_Method,molecular docking,analyzes,Protein,Keap1,分子对接用于分析Keap1蛋白
Disease,Alzheimer's disease,affected_by,Protein,Keap1,Keap1在阿尔茨海默病中起重要作用
Research_Method,PCA analysis,analyzes,Protein,Keap1,PCA分析用于研究Keap1的动态行为
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,痴呆是阿尔茨海默病的常见症状
Research_Method,machine learning,used_for,Disease,Alzheimer's disease,机器学习用于阿尔茨海默病研究
Disease,Alzheimer's disease,has_biomarker,Protein,tau,tau蛋白是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_symptom,Symptom,memory loss,记忆力丧失是阿尔茨海默病的症状
Protein,Keap1,regulates,Protein,Nrf2,Keap1是Nrf2的负调控因子
Treatment,DB06841,shows_promise_for,Disease,Alzheimer's disease,DB06841在预防阿尔茨海默病相关的神经退行性变中显示出潜力
Gene,PSEN2,causes,Disease,Alzheimer's disease,PSEN2基因突变导致阿尔茨海默病
Research_Method,QSAR,used_for,Disease,Alzheimer's disease,定量构效关系用于阿尔茨海默病研究
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体
Treatment,DB12677,inhibits,Protein,Keap1,DB12677抑制Keap1的活性
Protein,neurofibrillary tangles,forms,Pathological_Change,neurofibrillary tangles,神经纤维缠结形成神经纤维缠结
Treatment,DB12730,inhibits,Protein,Keap1,DB12730抑制Keap1的活性
Risk_Factor,infections,contributes_to,Disease,Alzheimer's disease,感染是阿尔茨海默病的风险因素
Risk_Factor,obesity,contributes_to,Disease,Alzheimer's disease,肥胖是阿尔茨海默病的风险因素
Clinical_Stage,preclinical AD,precedes,Clinical_Stage,late-onset AD,临床前阿尔茨海默病早于晚发性阿尔茨海默病
Disease,Alzheimer's disease,has_biomarker,Protein,amyloid-beta,淀粉样蛋白是阿尔茨海默病的生物标志物
Pathological_Change,Lewy bodies,associated_with,Disease,Alzheimer's disease,路易体与阿尔茨海默病相关
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Treatment,DB06841,inhibits,Protein,Keap1,DB06841抑制Keap1的活性
Treatment,ursolic acid,potential_treatment_for,Disease,Alzheimer's disease,熊果酸是阿尔茨海默病的潜在治疗方法
Risk_Factor,oxidative stress,contributes_to,Disease,Alzheimer's disease,氧化应激是阿尔茨海默病的风险因素
Protein,amyloid-beta,causes,Pathological_Change,neuronal damage,淀粉样蛋白导致神经元损伤
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,淀粉样斑块是阿尔茨海默病的病理改变
Treatment,DB11784,inhibits,Protein,Keap1,DB11784抑制Keap1的活性
Treatment,lithium,treats,Disease,Alzheimer's disease,锂用于治疗阿尔茨海默病
Research_Method,machine learning,predicts,Protein,Keap1 activity,机器学习用于预测Keap1蛋白的活性
Disease,Alzheimer's disease,affects,Brain_Region,nerve cells,阿尔茨海默病导致神经细胞受损和死亡
Clinical_Manifestation,neuropsychiatric symptoms,associated_with,Disease,Alzheimer's disease,神经精神症状与阿尔茨海默病相关
Gene,PSEN1,causes,Disease,Alzheimer's disease,PSEN1基因突变导致阿尔茨海默病
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩
Research_Method,molecular dynamics simulation,analyzes,Protein,Keap1,分子动力学模拟用于分析Keap1的结构稳定性
Pathological_Change,cerebral amyloid angiopathy,associated_with,Disease,Alzheimer's disease,脑淀粉样血管病与阿尔茨海默病相关
Risk_Factor,mitochondrial dysfunction,contributes_to,Disease,Alzheimer's disease,线粒体功能障碍是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Symptom,cognitive decline,认知衰退是阿尔茨海默病的症状
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Protein,Keap1,interacts_with,Protein,ligand,Keap1蛋白与配体相互作用
Treatment,DB04310,inhibits,Protein,Keap1,DB04310抑制Keap1的活性
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,神经纤维缠结是阿尔茨海默病的病理改变
Research_Method,molecular dynamics simulation,analyzes,Protein,Keap1,分子动力学模拟用于分析Keap1蛋白
Research_Method,machine learning,predicts,Protein,Keap1,机器学习用于预测Keap1的抑制活性
Treatment,sodium valproate,treats,Disease,Alzheimer's disease,丙戊酸钠用于治疗阿尔茨海默病
Protein,amyloid-beta,forms,Pathological_Change,amyloid-beta plaques,淀粉样蛋白形成淀粉样斑块
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Risk_Factor,head injuries,contributes_to,Disease,Alzheimer's disease,头部受伤是阿尔茨海默病的风险因素
