Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,UV-Vis spectroscopy,analyzes,Biomarker,HPC-GAL,紫外-可见光谱用于分析HPC-GAL
Treatment,galantamine,inhibits,Protein,AChE,加兰他敏是乙酰胆碱酯酶的竞争性抑制剂
Research_Method,XRD,analyzes,Biomarker,galantamine,X射线衍射用于分析加兰他敏的结晶性
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Clinical_Test,XRD,analyzes,Biomarker,galantamine,X射线衍射用于分析加兰他敏的结晶性
Treatment,PLGA-HPC-GAL,delivers_to,Brain_Region,hippocampus,PLGA-HPC-GAL纳米颗粒通过鼻内给药递送至海马体
Research_Method,CLSM,detects,Biomarker,Rhodamine B,共聚焦激光扫描显微镜用于检测罗丹明B
Research_Method,TGA,analyzes,Biomarker,thermal decomposition,TGA用于分析加兰他敏的热分解特性
Treatment,galantamine,improves,Clinical_Manifestation,behavioral symptoms,加兰他敏可改善行为症状
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Research_Method,nanoparticle encapsulation,enhances,Treatment,galantamine,纳米颗粒封装可增强加兰他敏的递送效果
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Treatment,galantamine,inhibits,Protein,acetylcholinesterase,加兰他敏通过抑制乙酰胆碱酯酶发挥作用
Research_Method,XRD,assesses,Biomarker,crystallinity,XRD用于评估加兰他敏的结晶性
Risk_Factor,calcium homeostasis disruption,affects,Pathological_Change,neuronal damage,钙稳态紊乱可能导致神经元损伤
Research_Method,DSC,measures,Biomarker,thermal transitions,DSC用于测量加兰他敏的热转变
Research_Method,intranasal delivery,delivers,Treatment,galantamine,鼻内给药是一种加兰他敏的递送方法
Treatment,galantamine,enhances,Protein,acetylcholine receptors,加兰他敏增加乙酰胆碱受体的敏感性
Imaging_Method,CLSM,detects,Biomarker,Rhodamine B,共聚焦激光扫描显微镜用于检测罗丹明B
Imaging_Method,SEM,visualizes,Pathological_Change,nanoparticle morphology,SEM用于观察纳米颗粒的表面形态
Treatment,galantamine,improves,Clinical_Manifestation,memory,加兰他敏改善记忆力
Clinical_Test,SEM,analyzes,Biomarker,PLGA nanoparticles,扫描电子显微镜用于分析PLGA纳米颗粒的形态和大小
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩
Clinical_Test,DSC,analyzes,Biomarker,galantamine,差示扫描量热法用于分析加兰他敏的结晶性
Brain_Region,hippocampus,is_affected_by,Disease,Alzheimer's disease,海马体是阿尔茨海默病主要受损的脑区
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Brain_Region,hippocampus,is_responsible_for,Clinical_Manifestation,learning and memory,海马体负责学习和记忆功能
Research_Method,spectroscopy,analyzes,Biomarker,HPC-GAL,光谱分析用于研究HPC-GAL
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Research_Method,DSC,analyzes,Biomarker,galantamine,差示扫描量热法用于分析加兰他敏的结晶性
Imaging_Method,fluorescence microscopy,detects,Pathological_Change,nanoparticle uptake,荧光显微镜用于检测纳米颗粒在海马体神经元中的摄取
Treatment,galantamine,improves,Clinical_Manifestation,cognitive function,加兰他敏改善认知功能
Treatment,galantamine,targets,Brain_Region,hippocampus,加兰他敏通过纳米颗粒递送至海马体
Research_Method,in vivo administration,studies,Treatment,PLGA nanoparticles,体内给药研究PLGA纳米颗粒的效果
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病主要损害海马体区域
Research_Method,SEM,analyzes,Biomarker,PLGA nanoparticles,扫描电子显微镜用于分析PLGA纳米颗粒的形态和大小
Research_Method,FT-IR,detects,Biomarker,molecular bonds,FT-IR用于检测分子键的振动
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状之一是记忆力丧失
Risk_Factor,reactive oxygen species,affects,Pathological_Change,neuronal damage,活性氧增加可能导致神经元损伤
Clinical_Manifestation,cognitive decline,is_caused_by,Disease,Alzheimer's disease,认知功能下降是阿尔茨海默病的临床表现
Treatment,galantamine,treats,Disease,Alzheimer's disease,加兰他敏用于治疗阿尔茨海默病
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会导致海马体区域受损
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病会导致认知功能下降
Treatment,galantamine,has_side_effect,Clinical_Manifestation,gastrointestinal issues,加兰他敏可能引起胃肠道副作用
Clinical_Manifestation,memory loss,is_caused_by,Disease,Alzheimer's disease,记忆力丧失是阿尔茨海默病的临床表现
Treatment,PLGA nanoparticles,delivers,Treatment,galantamine,PLGA纳米颗粒用于递送加兰他敏
Protein,amyloid-beta,accumulates_in,Brain_Region,hippocampus,淀粉样蛋白在海马体中异常堆积
Treatment,galantamine,reduces,Pathological_Change,Aβ amyloid plaque,加兰他敏可减少Aβ淀粉样斑块密度
