Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_stage,Clinical_Stage,mild AD,阿尔茨海默病包括轻度阶段
Treatment,lecanemab,requires_monitoring,Imaging_Method,MRI,使用lecanemab治疗需要核磁共振监测
Clinical_Test,HRs,affects,Clinical_Manifestation,maintenance phase dosing,HRs影响维持阶段给药
Treatment,lecanemab,treats,Disease,Alzheimer's disease,lecanemab用于治疗阿尔茨海默病
Clinical_Stage,moderate AD,triggers,Treatment,discontinuation,中度阿尔茨海默病阶段触发治疗停药
Clinical_Test,CDR-SB,evaluates,Clinical_Manifestation,dementia severity,临床痴呆评定量表用于评估痴呆严重程度
Clinical_Test,HRs,affects,Clinical_Manifestation,screening costs,HRs影响筛查成本
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的症状包括认知功能下降
Disease,MCI,is_also_known_as,Symptom,mild cognitive impairment,MCI是轻度认知障碍的简称
Clinical_Test,HRs,affects,Clinical_Manifestation,risk of transitioning,HRs影响过渡风险
Risk_Factor,ARIA-E,associated_with,Disease,Alzheimer's disease,ARIA-E是阿尔茨海默病的相关风险因素
Disease,Alzheimer's disease,has_research_method,Research_Method,expert opinion,阿尔茨海默病的研究方法包括专家意见
Disease,Alzheimer's disease,has_clinical_manifestation,Clinical_Manifestation,memory loss,阿尔茨海默病的临床表现包括记忆力丧失
Disease,Alzheimer's disease,has_stage,Clinical_Stage,MCI due to AD,阿尔茨海默病包括轻度认知障碍阶段
Disease,Alzheimer's disease,has_research_method,Research_Method,cost estimation,阿尔茨海默病的研究方法包括成本估计
Clinical_Test,CDR-SB,assesses,Disease,Alzheimer's disease,CDR-SB用于评估阿尔茨海默病的严重程度
Clinical_Test,HRs,affects,Clinical_Manifestation,population subsets,HRs影响人口子集
Risk_Factor,ARIA-E,associated_with,Treatment,lecanemab,ARIA-E与使用lecanemab治疗相关
Disease,Alzheimer's disease,transitions_to,Clinical_Stage,institutionalized care,阿尔茨海默病严重程度增加可能导致患者转入护理院
Disease,Alzheimer's disease,has_research_method,Research_Method,AD ACE disease simulator,阿尔茨海默病的研究方法包括AD ACE疾病模拟器
Research_Method,phase II trial,assesses,Treatment,lecanemab,二期临床试验评估莱卡尼单抗的疗效和安全性
Clinical_Test,HRs,affects,Clinical_Manifestation,treatment duration,HRs影响治疗持续时间
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病导致记忆力丧失
Clinical_Test,HRs,affects,Clinical_Manifestation,model settings,HRs影响模型设置
Clinical_Test,CDR-SB,evaluates,Clinical_Stage,AD severity,CDR-SB用于评估阿尔茨海默病的严重程度
