Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_biomarker,Biomarker,spatial memory deficits,空间记忆缺陷是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,synaptic mitochondria,突触线粒体异常是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,fusion-regulating protein,融合调节蛋白异常是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,mitochondrial fusion,线粒体融合异常是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,associated_with,Pathological_Change,synaptic damage,阿尔茨海默病与突触损伤相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,ROS production,活性氧生成是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,associated_with,Pathological_Change,hyperphosphorylated tau,阿尔茨海默病与过度磷酸化的tau蛋白相关
Clinical_Test,ongoing clinical trial,studies,Treatment,nicotinamide,正在进行的临床试验研究烟酰胺作为HDAC抑制剂的作用
Disease,Alzheimer's disease,associated_with,Pathological_Change,PGC-1α suppression,阿尔茨海默病与PGC-1α抑制相关
Disease,Alzheimer's disease,has_research_method,Research_Method,clinical trials,临床试验用于研究阿尔茨海默病治疗方法
Disease,Alzheimer's disease,treated_by,Treatment,PARP-1 inhibitors,PARP-1抑制剂用于治疗阿尔茨海默病
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_biomarker,Biomarker,mitochondrial complexes,线粒体复合物异常是阿尔茨海默病的生物标志物
Protein,PARP-1,affects,Pathological_Change,microglial proliferation,PARP-1在小胶质细胞中诱导蛋白质合成和增殖
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,synaptic degeneration,阿尔茨海默病病理特征包括突触退化
Disease,Alzheimer's disease,has_biomarker,Biomarker,F1FO-ATP synthase subunits,F1FO-ATP合成酶亚基减少是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,associated_with,Pathological_Change,nitrite accumulation,阿尔茨海默病与亚硝酸盐积累相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ oligomers,Aβ寡聚体是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体区域
Treatment,nicotinamide,reduces,Biomarker,phosphorylated tau,烟酰胺可降低磷酸化tau蛋白水平
Disease,Alzheimer's disease,has_biomarker,Biomarker,ATP production,ATP生成异常是阿尔茨海默病的生物标志物
Protein,TRPM2,leads_to,Pathological_Change,mitochondrial dysfunction,TRPM2通道激活导致线粒体功能障碍
Disease,Alzheimer's disease,has_biomarker,Biomarker,mitochondrial dynamics regulators,线粒体动力学调节因子异常是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,associated_with,Pathological_Change,Akt signaling dysfunction,阿尔茨海默病与Akt信号通路功能障碍相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,aging,衰老是阿尔茨海默病的主要风险因素
Disease,Alzheimer's disease,associated_with,Pathological_Change,synaptic loss,阿尔茨海默病与突触丢失相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,hydrogen peroxide production,过氧化氢生成是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,associated_with,Pathological_Change,Ca2+ dysregulation,阿尔茨海默病与钙离子失调相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neuronal cell death,阿尔茨海默病病理特征包括神经元死亡
Treatment,nicotinamide,crosses,Barrier,blood-brain barrier,烟酰胺可自由通过血脑屏障
Disease,Alzheimer's disease,associated_with,Pathological_Change,long-term potentiation inhibition,阿尔茨海默病与长时程增强抑制相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,mitochondrial dynamics,线粒体动力学异常是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,associated_with,Pathological_Change,NAD+ depletion,阿尔茨海默病与NAD+耗竭相关
Treatment,nicotinamide,reduces,Pathological_Change,oxidative stress,烟酰胺减少氧化应激
Disease,Alzheimer's disease,has_biomarker,Biomarker,superoxide production,超氧化物生成是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_treatment,Treatment,anticholinesterases,抗胆碱酯酶药物用于治疗阿尔茨海默病
Treatment,PJ34,reduces,Pathological_Change,microglial activation,PJ34减少小胶质细胞激活
Disease,Alzheimer's disease,has_biomarker,Biomarker,mitochondrial length,线粒体长度变化是阿尔茨海默病的生物标志物
