Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Biomarker,Aβ42,found_in,Clinical_Test,saliva analysis,唾液分析中检测到Aβ42生物标志物
Biomarker,blood biomarkers,used_for,Disease,Alzheimer's disease,血液生物标志物用于阿尔茨海默病的诊断
Clinical_Test,cerebrospinal fluid analysis,detects,Biomarker,amyloid-β,脑脊液分析用于检测淀粉样蛋白-β
Imaging_Method,MRI,detects,Pathological_Change,structural abnormalities,核磁共振检测结构异常
Disease,Alzheimer's disease,has_biomarker,Biomarker,Aβ42,阿尔茨海默病患者的唾液中Aβ42水平显著升高
Disease,Alzheimer's disease,comorbid_with,Disease,neurodegenerative diseases,阿尔茨海默病常与其他神经退行性疾病共存
Clinical_Test,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩
Biomarker,p-tau,increased_in,Clinical_Test,nasal secretions,p-tau在鼻分泌物中浓度增加
Clinical_Stage,prodromal period,precedes,Clinical_Stage,symptomatic AD,前驱期早于症状性阿尔茨海默病
Clinical_Test,PET,detects,Pathological_Change,aggregated Aβ,正电子发射断层扫描可以检测到淀粉样蛋白聚集
Biomarker,CSF biomarkers,detected_by,Clinical_Test,CSF sampling,脑脊液生物标志物通过脑脊液采样检测
Disease,Alzheimer's disease,has_biomarker,Biomarker,blood biomarkers,血液生物标志物可用于阿尔茨海默病的早期检测和诊断
Research_Method,1 H NMR metabolomics,analyzes,Biomarker,saliva metabolites,1 H NMR代谢组学用于分析唾液代谢物
Biomarker,serum proteins,has_accuracy,Research_Method,88% sensitivity and 82% specificity,血清蛋白质对阿尔茨海默病的诊断敏感性和特异性分别为88%和82%
Disease,MCI,detected_by,Clinical_Test,saliva analysis,唾液分析可用于检测轻度认知障碍
Clinical_Test,liquid biopsy,detects,Biomarker,Aβ,液体活检检测Aβ生物标志物
Biomarker,saliva metabolites,associated_with,Disease,MCI,唾液代谢物与轻度认知障碍相关
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Protein,tau,undergoes,Pathological_Change,hyperphosphorylation,tau蛋白发生过度磷酸化
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neuritic plaques,阿尔茨海默病患者脑组织中可观察到神经炎斑块
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Research_Method,A/T/N classification,classifies,Biomarker,tau,A/T/N分类系统分类tau生物标志物
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,阿尔茨海默病表现为认知障碍
Clinical_Test,ocular secretion analysis,detects,Biomarker,tau,眼部分泌物分析用于检测tau蛋白
