Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,associated_with,Risk_Factor,RAGE activation,RAGE激活是阿尔茨海默病的风险因素
<Treatment,quercetin,inhibits,Protein,amyloid-beta,槲皮素抑制淀粉样蛋白的聚集>
Pathological_Change,inflammatory cascade,upregulated_by,Protein,fibril Aβs,纤维状A
Disease,Alzheimer's disease,associated_with,Risk_Factor,microglial activation,小胶质细胞激活是阿尔茨海默病的风险因素
Biomarker,antioxidant response,regulated_by,Protein,nuclear factor (erythroid-derived 2)-like 2,核因子E2相关因子2调节抗氧化反应
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired calcium metabolism,钙代谢受损是阿尔茨海默病的风险因素
Pathological_Change,synaptic loss,caused_by,Pathological_Change,senile plaques,老年斑导致突触丢失
Pathological_Change,neuronal loss,caused_by,Pathological_Change,neurofibrillary tangles,神经纤维缠结导致神经元丢失
<Treatment,quercetin,improves,Clinical_Manifestation,learning,槲皮素改善学习能力>
<Treatment,quercetin,inhibits,Protein,tau,槲皮素抑制tau蛋白的磷酸化>
Biomarker,acetylcholine levels,increased_by,Treatment,quercetin,槲皮素增加乙酰胆碱水平
Disease,Alzheimer's disease,associated_with,Risk_Factor,neurotransmitter imbalance,神经递质失衡是阿尔茨海默病的风险因素
Protein,NADPH oxidase,inhibited_by,Protein,AMP-activated protein kinase,AMP激活蛋白激酶抑制NADPH氧化酶活性
Disease,Alzheimer's disease,associated_with,Risk_Factor,calcium dysregulation,钙稳态失调是阿尔茨海默病的风险因素
Pathological_Change,Aβ deposition,decreased_by,Protein,AMP-activated protein kinase,AMP激活蛋白激酶减少Aβ沉积
Disease,Alzheimer's disease,associated_with,Risk_Factor,genetic factors,遗传因素是阿尔茨海默病的风险因素
Clinical_Manifestation,cognitive deficits,caused_by,Brain_Region,locus coeruleus degeneration,蓝斑核神经元退化导致认知缺陷
Pathological_Change,neuroinflammation,regulated_by,Treatment,quercetin,槲皮素调节神经炎症
Pathological_Change,microgliosis,decreased_by,Treatment,quercetin,槲皮素减少小胶质细胞增生
Treatment,galantamine,treats,Disease,Alzheimer's disease,加兰他敏是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,associated_with,Risk_Factor,tau hyperphosphorylation,tau蛋白过度磷酸化是阿尔茨海默病的风险因素
<Disease,Alzheimer's disease,has_biomarker,Protein,amyloid-beta,阿尔茨海默病的关键生物标志物是淀粉样蛋白>
Disease,Alzheimer's disease,associated_with,Risk_Factor,cholinergic deficit,胆碱能缺陷是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired sodium metabolism,钠代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理改变包括神经纤维缠结
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired hormone metabolism,激素代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,excitotoxicity,兴奋性毒性是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired chloride metabolism,氯代谢受损是阿尔茨海默病的风险因素
Pathological_Change,inflammatory cascade,upregulated_by,Protein,fibril Aβs,纤维状Aβ上调炎症级联反应
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Pathological_Change,caspase activation,upregulated_by,Protein,fibril Aβs,纤维状Aβ上调半胱天冬酶激活
Pathological_Change,oxidative stress,upregulated_by,Protein,fibril Aβs,纤维状Aβ上调氧化应激
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired antioxidant defense,抗氧化防御受损是阿尔茨海默病的风险因素
Clinical_Manifestation,cognitive deficits,caused_by,Brain_Region,raphe nucleus degeneration,中缝核神经元退化导致认知缺陷
Biomarker,ATP synthesis,restored_by,Treatment,quercetin,槲皮素恢复ATP合成
Treatment,rivastigmine,treats,Disease,Alzheimer's disease,利斯的明是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,associated_with,Risk_Factor,synaptic loss,突触丢失是阿尔茨海默病的风险因素
<Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白形成神经纤维缠结>
Treatment,quercetin,decreases,Biomarker,reactive oxygen species,槲皮素减少活性氧生成
Brain_Region,locus coeruleus,degeneration_causes,Symptom,cognitive deficits,蓝斑核神经元退化导致认知缺陷
Pathological_Change,Aβ clearance,promoted_by,Protein,AMP-activated protein kinase,AMP激活蛋白激酶促进Aβ清除
Protein,AMP-activated protein kinase,promotes,Pathological_Change,Aβ clearance,AMP激活蛋白激酶促进Aβ清除
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired Aβ metabolism,Aβ代谢受损是阿尔茨海默病的风险因素
Treatment,memantine,treats,Disease,Alzheimer's disease,美金刚是治疗阿尔茨海默病的药物
Disease,Alzheimer's disease,associated_with,Risk_Factor,neuronal loss,神经元丢失是阿尔茨海默病的风险因素
<Treatment,quercetin,activates,Pathway,MAPKs and PI3K/Akt/GSK3β,槲皮素通过MAPKs和PI3K/Akt/GSK3β信号通路逆转tau蛋白的过度磷酸化>
<Treatment,quercetin,improves,Clinical_Manifestation,cognitive function,槲皮素改善认知功能>
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired proteostasis,蛋白质稳态受损是阿尔茨海默病的风险因素
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白过度磷酸化形成神经纤维缠结
Pathological_Change,Aβ aggregation,accelerated_by,Protein,acetyl cholinesterase,乙酰胆碱酯酶加速Aβ聚集
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,associated_with,Risk_Factor,neuroinflammation,神经炎症是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired energy metabolism,能量代谢受损是阿尔茨海默病的风险因素
Pathological_Change,neuronal protection,achieved_by,Treatment,quercetin,槲皮素实现神经元保护
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会导致海马体区域受损
<Protein,amyloid-beta,triggers,Symptom,oxidative stress,淀粉样蛋白触发氧化应激>
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired synaptic plasticity,突触可塑性受损是阿尔茨海默病的风险因素
Protein,beta-secretase-1,inhibited_by,Treatment,quercetin,槲皮素抑制β分泌酶-1活性
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired potassium metabolism,钾代谢受损是阿尔茨海默病的风险因素
Protein,amyloid-beta,aggregates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常聚集
Brain_Region,raphe nucleus,degeneration_causes,Symptom,cognitive deficits,中缝核神经元退化导致认知缺陷
Biomarker,energy metabolism,regulated_by,Protein,AMP-activated protein kinase,AMP激活蛋白激酶调节能量代谢
Protein,tau,hyperphosphorylated_in,Pathological_Change,neurofibrillary tangles,Tau蛋白过度磷酸化导致神经纤维缠结
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired tau metabolism,tau代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired DNA repair,DNA修复受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired zinc metabolism,锌代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired RNA processing,RNA加工受损是阿尔茨海默病的风险因素
<Risk_Factor,oxidative stress,contributes_to,Disease,Alzheimer's disease,氧化应激是阿尔茨海默病的风险因素>
Disease,Alzheimer's disease,associated_with,Risk_Factor,chronic inflammation,慢性炎症是阿尔茨海默病的风险因素
Protein,acetyl cholinesterase,inhibited_by,Treatment,quercetin,槲皮素抑制乙酰胆碱酯酶活性
Disease,Alzheimer's disease,associated_with,Pathological_Change,oxidative stress,阿尔茨海默病与氧化应激相关
Pathological_Change,neurofibrillary tangles,caused_by,Protein,tau hyperphosphorylation,Tau蛋白过度磷酸化导致神经纤维缠结
Pathological_Change,Aβ aggregation,inhibited_by,Treatment,quercetin,槲皮素抑制Aβ聚集
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired lipid metabolism,脂质代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,senile plaques,阿尔茨海默病的病理改变包括老年斑
Biomarker,antioxidant activity,increased_by,Protein,uncoupling protein-2,解偶联蛋白-2增加抗氧化活性
Disease,Alzheimer's disease,associated_with,Pathological_Change,senile plaques,阿尔茨海默病与老年斑的形成相关
Treatment,quercetin,inhibits,Pathological_Change,tau phosphorylation,槲皮素抑制Tau蛋白磷酸化
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory impairment,阿尔茨海默病的主要症状之一是记忆障碍
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired cytokine metabolism,细胞因子代谢受损是阿尔茨海默病的风险因素
<Protein,tau,phosphorylates_in,Brain_Region,hippocampus,tau蛋白在海马体中发生磷酸化>
<Treatment,quercetin,reduces,Pathological_Change,lipid peroxidation,槲皮素减少脂质过氧化>
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired water metabolism,水代谢受损是阿尔茨海默病的风险因素
<Disease,Alzheimer's disease,has_biomarker,Protein,tau,阿尔茨海默病的另一个关键生物标志物是tau蛋白>
Pathological_Change,mitochondrial dysfunction,ameliorated_by,Treatment,quercetin,槲皮素改善线粒体功能障碍
Protein,tau,hyperphosphorylation_inhibited_by,Treatment,quercetin,槲皮素抑制Tau蛋白过度磷酸化
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired growth factor metabolism,生长因子代谢受损是阿尔茨海默病的风险因素
<Protein,amyloid-beta,aggregates_in,Brain_Region,brain,淀粉样蛋白在大脑中聚集>
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired glucose metabolism,葡萄糖代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,oxidative stress,氧化应激是阿尔茨海默病的风险因素
Protein,PI3K/Akt,inhibited_by,Treatment,quercetin,槲皮素抑制PI3K/Akt通路
Treatment,acetyl cholinesterase inhibitors,treats,Disease,Alzheimer's disease,乙酰胆碱酯酶抑制剂用于治疗阿尔茨海默病
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired Aβ clearance,Aβ清除受损是阿尔茨海默病的风险因素
Pathological_Change,extracellular β-amyloidosis,reversed_by,Treatment,quercetin,槲皮素逆转细胞外β淀粉样变性
Disease,Alzheimer's disease,associated_with,Risk_Factor,ROS generation,活性氧生成是阿尔茨海默病的风险因素
Protein,nuclear factor (erythroid-derived 2)-like 2,regulates,Biomarker,antioxidant response,核因子E2相关因子2调节抗氧化反应
Pathological_Change,tau phosphorylation,inhibited_by,Treatment,quercetin,槲皮素抑制Tau蛋白磷酸化
Disease,Alzheimer's disease,associated_with,Risk_Factor,mitochondrial dysfunction,线粒体功能障碍是阿尔茨海默病的风险因素
Treatment,NMDA antagonists,treats,Disease,Alzheimer's disease,NMDA拮抗剂用于治疗阿尔茨海默病
Treatment,tacrine,treats,Disease,Alzheimer's disease,他克林是治疗阿尔茨海默病的药物
Biomarker,reactive oxygen species,decreased_by,Treatment,quercetin,槲皮素减少活性氧生成
Protein,tau,hyperphosphorylated_in,Disease,Alzheimer's disease,tau蛋白在阿尔茨海默病中过度磷酸化
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired protein phosphorylation,蛋白质磷酸化受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的主要症状
<Treatment,quercetin,modulates,Pathway,Nrf-2-ARE,槲皮素调节Nrf-2-ARE通路>
<Treatment,quercetin,inhibits,Enzyme,acetylcholinesterase,槲皮素抑制乙酰胆碱酯酶活性>
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired mitochondrial function,线粒体功能受损是阿尔茨海默病的风险因素
Treatment,quercetin,restores,Biomarker,acetylcholine levels,槲皮素恢复乙酰胆碱水平
Protein,JNK,inhibited_by,Treatment,quercetin,槲皮素抑制JNK通路
Protein,AMP-activated protein kinase,decreases,Pathological_Change,Aβ deposition,AMP激活蛋白激酶减少Aβ沉积
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired autophagy,自噬受损是阿尔茨海默病的风险因素
Pathological_Change,senile plaques,caused_by,Protein,amyloid-beta aggregation,淀粉样蛋白聚集导致老年斑
Pathological_Change,tauopathies,decreased_by,Treatment,quercetin,槲皮素减少Tau蛋白病变
<Treatment,quercetin,reduces,Symptom,oxidative stress,槲皮素减少氧化应激>
Treatment,quercetin,ameliorates,Pathological_Change,mitochondrial dysfunction,槲皮素改善线粒体功能障碍
Protein,superoxide dismutase-2,increases,Biomarker,antioxidant activity,超氧化物歧化酶-2增加抗氧化活性
Disease,Alzheimer's disease,associated_with,Risk_Factor,amyloid-beta accumulation,淀粉样蛋白积累是阿尔茨海默病的风险因素
Treatment,quercetin,inhibits,Pathological_Change,Aβ aggregation,槲皮素抑制Aβ聚集
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired copper metabolism,铜代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired neurogenesis,神经发生受损是阿尔茨海默病的风险因素
Biomarker,antioxidant activity,increased_by,Protein,superoxide dismutase-2,超氧化物歧化酶-2增加抗氧化活性
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired neurotransmitter metabolism,神经递质代谢受损是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,associated_with,Pathological_Change,synaptic dysfunction,阿尔茨海默病与突触功能障碍相关
Protein,amyloid-beta,produced_by,Protein,amyloid precursor protein,淀粉样蛋白由淀粉样前体蛋白切割产生
<Risk_Factor,neuroinflammation,contributes_to,Disease,Alzheimer's disease,神经炎症是阿尔茨海默病的风险因素>
<Treatment,quercetin,inhibits,Enzyme,BACE-1,槲皮素抑制BACE-1酶活性>
Protein,amyloid-beta,triggers,Pathological_Change,neurofibrillary tangles,淀粉样蛋白触发神经纤维缠结的形成
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired vitamin metabolism,维生素代谢受损是阿尔茨海默病的风险因素
<Treatment,quercetin,reduces,Symptom,neuroinflammation,槲皮素减少神经炎症>
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired iron metabolism,铁代谢受损是阿尔茨海默病的风险因素
Protein,acetyl cholinesterase,accelerates,Pathological_Change,Aβ aggregation,乙酰胆碱酯酶加速Aβ聚集
<Research_Method,in vivo,studies,Treatment,quercetin,槲皮素的体内研究>
Disease,Alzheimer's disease,associated_with,Risk_Factor,age,年龄是阿尔茨海默病的风险因素
Clinical_Manifestation,memory impairment,caused_by,Disease,Alzheimer's disease,阿尔茨海默病导致记忆障碍
Biomarker,mitochondrial membrane potential,restored_by,Treatment,quercetin,槲皮素恢复线粒体膜电位
Disease,Alzheimer's disease,associated_with,Pathological_Change,neuroinflammation,阿尔茨海默病与神经炎症相关
<Research_Method,in vitro,studies,Treatment,quercetin,槲皮素的体外研究>
Protein,uncoupling protein-2,increases,Biomarker,antioxidant activity,解偶联蛋白-2增加抗氧化活性
Pathological_Change,astrogliosis,decreased_by,Treatment,quercetin,槲皮素减少星形胶质细胞增生
Disease,Alzheimer's disease,associated_with,Risk_Factor,impaired magnesium metabolism,镁代谢受损是阿尔茨海默病的风险因素
Protein,AMP-activated protein kinase,regulates,Biomarker,energy metabolism,AMP激活蛋白激酶调节能量代谢
<Treatment,quercetin,improves,Clinical_Manifestation,memory,槲皮素改善记忆>
Protein,amyloid precursor protein,hydrolyzed_by,Protein,β and γ secretases,淀粉样前体蛋白被β和γ分泌酶水解
Pathological_Change,oxidative stress,regulated_by,Treatment,quercetin,槲皮素调节氧化应激
Protein,beta-secretase-1,hydrolyzes,Protein,amyloid precursor protein,β分泌酶-1水解淀粉样前体蛋白
