Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,CD2AP,affects,Pathological_Change,abnormal neurite structure,CD2AP功能丧失导致异常神经突结构
Protein,CD2AP,regulates,Protein,cytoskeletal molecules,CD2AP蛋白调节细胞骨架分子
Gene,CD2AP,affects,Pathological_Change,Tau-induced neurotoxicity,CD2AP功能丧失与Tau诱导的神经毒性相关
Disease,Alzheimer's disease,has_risk_factor,Gene,APOE,APOE ε4等位基因增加散发性阿尔茨海默病的易感性
Disease,Alzheimer's disease,characterized_by,Pathological_Change,excessive amyloid protein deposition,阿尔茨海默病以淀粉样蛋白过度沉积为特征
Protein,CD2AP,affects,Pathological_Change,Aβ generation,CD2AP蛋白通过影响APP和BACE1的排序调节Aβ生成
Gene,CD2AP,affects,Protein,amyloid-beta,CD2AP功能丧失与Aβ产生增加相关
Protein,CD2AP,affects,Pathological_Change,Aβ metabolism,CD2AP功能丧失导致Aβ代谢增强
Gene,CD2AP,involved_in,Pathological_Change,neuro-inflammation,CD2AP基因参与神经炎症过程
Gene,CD2AP,increases_risk_of,Disease,Alzheimer's disease,CD2AP基因与阿尔茨海默病的风险增加有关
Disease,Alzheimer's disease,has_causative_gene,Gene,APP,APP是家族性阿尔茨海默病的主要致病基因之一
Gene,CD2AP,regulates,Pathological_Change,neurite growth,CD2AP基因调节神经元树突的生长和复杂性
Disease,Alzheimer's disease,characterized_by,Pathological_Change,impaired mitochondrial function,阿尔茨海默病以线粒体功能受损为特征
Disease,Alzheimer's disease,characterized_by,Pathological_Change,altered axonal transport,阿尔茨海默病以轴突运输改变为特征
Gene,CD2AP,expressed_in,Brain_Region,brain,CD2AP基因在大脑的神经元和毛细血管中表达
Gene,CD2AP,modulates,Pathological_Change,Tau-induced neurotoxicity,CD2AP基因调节Tau介导的神经毒性
Gene,CD2AP,affects,Pathological_Change,synaptic strength,CD2AP基因缺失影响突触强度和短期可塑性
Disease,Alzheimer's disease,has_risk_factor,Gene,CD2AP,CD2AP基因的SNPs与阿尔茨海默病风险增加相关
Gene,CD2AP,affects,Pathological_Change,autophagy signaling,CD2AP基因缺失影响自噬信号通路
Protein,CD2AP,has_domain,Protein,proline-rich sequence,CD2AP蛋白含有富含脯氨酸的序列
Protein,CD2AP,affects,Pathological_Change,synapse dysfunction,CD2AP功能丧失导致突触功能障碍
Gene,CD2AP,associated_with,Disease,Alzheimer's disease,CD2AP基因与阿尔茨海默病风险相关
Protein,Tau,forms,Pathological_Change,neurofibrillary tangles,异常磷酸化的Tau蛋白形成神经纤维缠结
Gene,CD2AP,affects,Pathological_Change,BBB integrity,CD2AP基因缺失影响血脑屏障完整性
Protein,CD2AP,has_domain,Protein,duplex helical structural region,CD2AP蛋白含有双螺旋结构区域
Protein,CD2AP,binds_to,Protein,p53,CD2AP在细胞质中直接与p53蛋白结合
Protein,CD2AP,binds_to,Protein,actin cytoskeleton,CD2AP蛋白的羧基末端与肌动蛋白细胞骨架结合
Protein,CD2AP,interacts_with,Protein,F-actin,CD2AP与F-actin等支架和粘附蛋白相互作用
Gene,CD2AP,affects,Pathological_Change,reduced blood-brain barrier integrity,CD2AP功能丧失与血脑屏障完整性降低相关
Disease,Alzheimer's disease,characterized_by,Pathological_Change,neurofibrillary tangles,阿尔茨海默病以神经纤维缠结为特征
Disease,Alzheimer's disease,has_causative_gene,Gene,PSEN2,PSEN2是家族性阿尔茨海默病的主要致病基因之一
Disease,Alzheimer's disease,characterized_by,Pathological_Change,abnormal calcium metabolism,阿尔茨海默病以钙代谢异常为特征
Gene,CD2AP,expressed_in,Cell_Type,microglia,CD2AP基因在脑中的小胶质细胞中表达
Gene,CD2AP,affects,Pathological_Change,podocyte integrity,CD2AP基因缺失影响肾足细胞完整性
Protein,CD2AP,affects,Pathological_Change,Tau-induced neurotoxicity,CD2AP功能丧失导致Tau诱导的神经毒性
Gene,CD2AP,affects,Pathological_Change,abnormal neurite structure modulation,CD2AP功能丧失与异常神经突结构调节相关
Treatment,elevating CD2AP expression,treats,Disease,Alzheimer's disease,提高CD2AP表达可能作为阿尔茨海默病的治疗策略
Gene,CD2AP,located_on,Chromosome,6p12.3,CD2AP基因位于6号染色体6p12.3区域
Disease,Alzheimer's disease,has_causative_gene,Gene,PSEN1,PSEN1是家族性阿尔茨海默病的主要致病基因之一
Protein,CD2AP,has_domain,Protein,SH3 domains,CD2AP蛋白含有三个连续的SH3结构域
Gene,CD2AP,affects,Pathological_Change,endosome-lysosome pathway,CD2AP基因缺失影响内体-溶酶体途径的排序过程
Research_Method,GWAS,identifies,Risk_Factor,SNPs,全基因组关联研究识别出与晚发性阿尔茨海默病相关的SNPs
Gene,CD2AP,associated_with,Research_Method,GWAS,CD2AP基因通过全基因组关联研究(GWAS)与阿尔茨海默病风险相关
Gene,CD2AP,associated_with,Risk_Factor,APOE ε4,CD2AP基因与APOE ε4等阿尔茨海默病风险基因相关
