Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,Sanger sequencing,identifies,Gene,APOE,Sanger测序用于识别APOE基因
Brain_Region,hippocampus,affected_by,Disease,Alzheimer's disease,阿尔茨海默病会导致海马体区域受损
Imaging_Method,PET,measures,Biomarker,Aβ plaque burden,PET用于测量淀粉样蛋白斑块负担
Protein,ApoE3,affects,Protein,amyloid-beta,ApoE3蛋白影响淀粉样蛋白的聚集
Research_Method,whole genome sequencing,identifies,Gene,PSEN1 E280A,全基因组测序用于识别PSEN1 E280A突变
Clinical_Test,plasma NfL assay,measures,Biomarker,neurofilament light chain,血浆NfL检测用于测量神经丝轻链生物标志物
Research_Method,ELISA,quantifies,Protein,ApoE,ELISA用于定量ApoE蛋白
Disease,Alzheimer's disease,has_risk_factor,Gene,PSEN1 E280A,PSEN1 E280A突变是阿尔茨海默病的风险因素
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Clinical_Test,FTP PET,measures,Biomarker,tau protein,FTP PET用于测量tau蛋白生物标志物
Imaging_Method,PET,detects,Biomarker,amyloid-β,PET成像可以检测淀粉样蛋白
Disease,Alzheimer's disease,has_risk_factor,Gene,APOE3ch,APOE3ch基因是阿尔茨海默病的风险因素
Protein,ApoE3ch,affects,Protein,amyloid-beta,ApoE3ch突变蛋白影响淀粉样蛋白的聚集
Imaging_Method,PET,detects,Biomarker,tau protein,PET成像用于检测tau蛋白生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-β,阿尔茨海默病的生物标志物之一是淀粉样蛋白
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Imaging_Method,MRI,measures,Pathological_Change,brain atrophy,MRI用于测量脑萎缩
Risk_Factor,dyslipidemia,is_associated_with,Disease,Alzheimer's disease,血脂异常与阿尔茨海默病相关
Clinical_Test,PiB PET,measures,Biomarker,amyloid-beta,PiB PET用于测量淀粉样蛋白生物标志物
Protein,ApoE3ch,affects,Protein,heparin binding,ApoE3ch蛋白影响肝素结合能力
Clinical_Stage,MCI,precedes,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Clinical_Manifestation,cognitive impairment,is_symptom_of,Disease,Alzheimer's disease,认知障碍是阿尔茨海默病的症状
Protein,ApoE3ch,impairs,Protein,heparin binding,ApoE3ch蛋白削弱了与肝素的结合能力
Pathological_Change,neurofibrillary tangles,is_associated_with,Disease,Alzheimer's disease,神经纤维缠结与阿尔茨海默病相关
Imaging_Method,PET,detects,Biomarker,amyloid-beta,PET成像用于检测淀粉样蛋白生物标志物
Treatment,atorvastatin,treats,Risk_Factor,dyslipidemia,阿托伐他汀用于治疗血脂异常
Research_Method,whole exome sequencing,identifies,Gene,APOE3ch,全外显子测序用于识别APOE3ch基因
Clinical_Manifestation,memory loss,is_symptom_of,Disease,Alzheimer's disease,记忆力丧失是阿尔茨海默病的症状
Imaging_Method,FDG PET,measures,Brain_Region,precuneus,FDG PET可以测量楔前叶脑区的葡萄糖代谢率
Treatment,ezetimibe,treats,Risk_Factor,dyslipidemia,依折麦布用于治疗血脂异常
Research_Method,Thioflavin T assay,measures,Protein,amyloid-beta,硫黄素T检测用于测量淀粉样蛋白的聚集
Disease,Alzheimer's disease,has_biomarker,Biomarker,PHF tau,阿尔茨海默病的生物标志物之一是PHF tau蛋白
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Clinical_Test,FDG PET,measures,Biomarker,glucose metabolism,FDG PET用于测量葡萄糖代谢生物标志物
Clinical_Stage,MCI,is_related_to,Disease,Alzheimer's disease,轻度认知障碍与阿尔茨海默病相关
Pathological_Change,brain atrophy,is_associated_with,Disease,Alzheimer's disease,脑萎缩与阿尔茨海默病相关
Gene,APOE3ch,modifies,Disease,Alzheimer's disease,APOE3ch基因可能延缓阿尔茨海默病的临床发病
Disease,Alzheimer's disease,affects,Brain_Region,posterior cingulate,阿尔茨海默病会影响后扣带脑区
Disease,Alzheimer's disease,has_risk_factor,Gene,APOE4,APOE4基因是阿尔茨海默病的重要风险因素
Research_Method,whole-genome sequencing,identifies,Gene,APOE4,全基因组测序用于识别APOE4基因
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Gene,PSEN1 E280A,causes,Disease,Alzheimer's disease,PSEN1 E280A突变导致阿尔茨海默病
Biomarker,neurofilament light chain,indicates,Pathological_Change,neurodegeneration,血浆神经丝轻链是神经退行性变的标志物
Gene,APOE3ch,affects,Protein,ApoE,APOE3ch基因影响ApoE蛋白的功能
Clinical_Test,ELISA,measures,Protein,ApoE3,ELISA用于测量ApoE3蛋白水平
Disease,Alzheimer's disease,affects,Brain_Region,precuneus,阿尔茨海默病会影响楔前叶脑区
Research_Method,single-cell RNA sequencing,analyzes,Biomarker,gene expression,单细胞RNA测序用于分析基因表达
Protein,ApoE3ch,reduces,Protein,amyloid-beta aggregation,ApoE3ch蛋白减少淀粉样蛋白聚集
Imaging_Method,PET,detects,Biomarker,PHF tau,PET成像可以检测PHF tau蛋白
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Research_Method,western blotting,detects,Protein,ApoE3,蛋白质印迹法用于检测ApoE3蛋白
Research_Method,western blotting,detects,Protein,ApoE,蛋白质印迹法用于检测ApoE蛋白
