Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Treatment,anti-inflammatory medications,may_benefit,Disease,Alzheimer's disease,抗炎药物可能在阿尔茨海默病的早期阶段有益
Biomarker,TNF-alpha,correlates_with,Disease,MCI-AD,MCI-AD患者中TNF-alpha水平显著降低
Clinical_Test,MSD V-PLEX Plus Pro-inflammatory Panel 1,measures,Biomarker,IL-8,MSD V-PLEX Plus Pro-inflammatory Panel 1测量IL-8
Disease,Parkinson's disease,has_research_method,Research_Method,cytokine assay,帕金森病的研究方法包括细胞因子测定
Disease,MCI-AD,has_symptom,Clinical_Manifestation,cognitive impairment,MCI-AD患者表现出认知障碍
Disease,Parkinson's disease,has_symptom,Clinical_Manifestation,motor severity,帕金森病的症状包括运动严重性
Disease,Parkinson's disease,has_risk_factor,Risk_Factor,Human Leukocyte Antigen,人类白细胞抗原是帕金森病的风险因素
Clinical_Test,MDS-UPDRS III,evaluates,Clinical_Manifestation,motor severity,MDS-UPDRS III用于评估运动症状严重程度
Research_Method,cross sectional study,investigates,Biomarker,inflammatory markers,横断面研究用于探索炎症标志物的变化
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的症状包括认知下降
Disease,PD-MCI,has_symptom,Clinical_Manifestation,cognitive impairment,PD-MCI患者表现出认知障碍
Disease,PD-MCI,has_risk_factor,Risk_Factor,inflammation,PD-MCI患者的炎症水平可能影响疾病进程
Disease,PD-MCI,has_clinical_stage,Clinical_Stage,MCI,PD-MCI患者处于轻度认知障碍阶段
Clinical_Test,V-PLEX CRP,measures,Biomarker,hs-CRP,V-PLEX CRP测量高敏C反应蛋白
Disease,MCI-LB,has_clinical_stage,Clinical_Stage,MCI,MCI-LB患者处于轻度认知障碍阶段
Research_Method,longitudinal study,investigates,Biomarker,inflammatory markers,纵向研究用于探索炎症标志物的变化
Disease,Lewy body disease,has_stage,Clinical_Stage,prodromal Lewy Body disease,路易体病的前驱期称为前驱性路易体病
Clinical_Test,MSD V-PLEX Plus Pro-inflammatory Panel 1,measures,Biomarker,IL-1beta,MSD V-PLEX Plus Pro-inflammatory Panel 1测量IL-1beta
Clinical_Test,MSD V-PLEX Plus Pro-inflammatory Panel 1,measures,Biomarker,IL-4,MSD V-PLEX Plus Pro-inflammatory Panel 1测量IL-4
Clinical_Test,CIRS,assesses,Symptom,illness burden,累积疾病评定量表用于评估疾病负担
Disease,Alzheimer's disease,has_biomarker,Biomarker,beta-amyloid,阿尔茨海默病的生物标志物包括β-淀粉样蛋白
Biomarker,IL-4,correlates_with,Disease,MCI-AD,MCI-AD患者中IL-4水平显著升高
Disease,Lewy body disease,associated_with,Pathological_Change,neuroinflammation,路易体病与神经炎症相关
