Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Biomarker,plasma P-tau217,has_higher_accuracy_than,Biomarker,plasma P-tau181,血浆P-tau217的预测准确性高于血浆P-tau181
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,mild cognitive impairment (MCI),轻度认知障碍(MCI)是阿尔茨海默病的早期阶段
Biomarker,CSF NfL,predicts,Disease,Alzheimer's disease,脑脊液NfL可用于预测阿尔茨海默病
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Biomarker,plasma NfL,predicts,Disease,Alzheimer's disease,血浆NfL可用于预测阿尔茨海默病
Clinical_Test,executive function test,evaluates,Clinical_Manifestation,executive function,执行功能测试用于评估执行功能
Clinical_Stage,SCD,has_symptom,Clinical_Manifestation,subjective cognitive decline,主观认知下降患者表现出主观认知功能下降
Disease,Alzheimer's disease,has_biomarker,Biomarker,P-tau217,血浆P-tau217是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE ε4,APOE ε4基因是阿尔茨海默病的重要风险因素
Biomarker,CSF P-tau,combined_with,Imaging_Method,MRI,脑脊液P-tau与MRI结合用于预测阿尔茨海默病
Biomarker,plasma P-tau217,predicts,Disease,Alzheimer's disease,血浆P-tau217对阿尔茨海默病的诊断具有高准确性
Biomarker,CSF P-tau,combined_with,Biomarker,CSF Aβ42/Aβ40,脑脊液P-tau与脑脊液Aβ42/Aβ40比值结合用于预测阿尔茨海默病
Research_Method,CSF biomarkers combined with cognitive tests,predicts,Disease,Alzheimer's disease,脑脊液生物标志物结合认知测试可提高阿尔茨海默病的预测准确性
Clinical_Stage,MCI,progresses_to,Disease,Alzheimer's disease,轻度认知障碍可能进展为阿尔茨海默病
Biomarker,CSF P-tau,combined_with,Clinical_Test,executive function test,脑脊液P-tau与执行功能测试结合用于预测阿尔茨海默病
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查(MMSE)用于评估认知功能
Clinical_Test,10-word delayed recall,evaluates,Clinical_Manifestation,memory,10词延迟回忆测试用于评估记忆力
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Biomarker,CSF P-tau,combined_with,Clinical_Test,memory test,脑脊液P-tau与记忆测试结合用于预测阿尔茨海默病
Biomarker,plasma P-tau,combined_with,Biomarker,plasma NfL,血浆P-tau与血浆NfL结合用于预测阿尔茨海默病
Research_Method,data-driven model selection,selects,Biomarker,plasma P-tau217,数据驱动模型选择用于筛选血浆P-tau217作为预测标志物
Research_Method,plasma P-tau combined with cognitive tests,predicts,Disease,Alzheimer's disease,血浆P-tau结合认知测试可提高阿尔茨海默病的预测准确性
Disease,Alzheimer's disease,has_biomarker,Biomarker,NfL,神经丝轻链(NfL)是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,plasma P-tau,血浆P-tau是阿尔茨海默病的生物标志物
Biomarker,CSF P-tau,predicts,Disease,Alzheimer's disease,脑脊液P-tau可用于预测阿尔茨海默病
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory decline,阿尔茨海默病的早期症状包括记忆力下降
Research_Method,logistic regression,predicts,Disease,Alzheimer's disease,逻辑回归用于预测阿尔茨海默病的进展
Clinical_Test,memory test,evaluates,Clinical_Manifestation,memory function,记忆测试用于评估记忆功能
