Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,IL,expresses_in,Brain_Region,reactive astrocytes,白细胞介素在反应性星形胶质细胞中表达
Protein,Stat3,expresses_in,Brain_Region,reactive astrocytes,信号转导和转录激活因子3在反应性星形胶质细胞中表达
Disease,Alzheimer's disease,involves,Brain_Region,astrocytes,阿尔茨海默病涉及星形胶质细胞的病理变化
Disease,Alzheimer's disease,has_risk_factor,Gene,APOE4,APOE4基因是阿尔茨海默病的风险因素
Protein,STAT3,improves,Clinical_Manifestation,memory,STAT3改善记忆
Protein,GLAST,is_reduced_in,Disease,Alzheimer's disease,阿尔茨海默病中GLAST蛋白表达减少
Protein,TGF-β,protects,Pathological_Change,β-amyloid toxicity,TGF-β保护神经元免受β-淀粉样蛋白毒性
Gene,PSEN1,is_associated_with,Disease,Alzheimer's disease,PSEN1基因突变与阿尔茨海默病相关
Protein,β-amyloid,interacts_with,Protein,glutamate metabotropic mGlut receptor,β-淀粉样蛋白与谷氨酸代谢型mGlut受体相互作用
Protein,RAGE,binds,Protein,AGEs,RAGE与AGEs结合
Protein,β-amyloid,accumulates_in,Brain_Region,brain,β-淀粉样蛋白在大脑中异常堆积
Research_Method,snRNA-seq,analyzes,Pathological_Change,astrocyte subpopulations,单核RNA测序分析星形胶质细胞亚群
Protein,STAT3,improves,Clinical_Manifestation,spatial learning,STAT3改善空间学习能力
Imaging_Method,PET,detects,Pathological_Change,reactive astrocytes,PET成像检测反应性星形胶质细胞
Research_Method,single-cell RNA sequencing,elucidates,Biomarker,astrocytic biomarkers,单细胞RNA测序技术用于阐明星形胶质细胞的生物标志物
Research_Method,single-cell sequencing,identifies,Biomarker,reactive astrocytes,单细胞测序技术用于识别反应性星形胶质细胞的生物标志物
Protein,TGF-β,reduces_in,Pathological_Change,AD brains,TGF-β在阿尔茨海默病大脑中表达减少
Protein,lncRNA,regulates,Pathological_Change,tau hyperphosphorylation,长链非编码RNA调节tau蛋白的过度磷酸化
Disease,Alzheimer's disease,is_caused_by,Protein,tau protein,阿尔茨海默病由tau蛋白异常磷酸化引起
Protein,S100B,is_associated_with,Disease,Alzheimer's disease,S100B蛋白与阿尔茨海默病的严重程度相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,high fat diet,高脂饮食是阿尔茨海默病的风险因素
Protein,RAGE,induces,Pathological_Change,tissue destruction,RAGE诱导组织破坏
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Protein,tau protein,forms,Pathological_Change,neurofibrillary tangles,tau蛋白异常磷酸化形成神经纤维缠结
Protein,NF-κB,induces,Pathological_Change,neuronal oxidative stress,NF-κB诱导神经元氧化应激
Protein,NF-κB,induces,Pathological_Change,apoptosis,NF-κB诱导细胞凋亡
Protein,MAOB,expresses_in,Brain_Region,reactive astrocytes,单胺氧化酶B在反应性星形胶质细胞中表达
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体区域
Protein,YKL-40,expresses_in,Brain_Region,reactive astrocytes,YKL-40蛋白在反应性星形胶质细胞中表达
Protein,RAGE,induces,Pathological_Change,cellular dysfunction,RAGE诱导细胞功能障碍
Protein,STAT3,reduces,Pathological_Change,plaque deposition,STAT3减少斑块沉积
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Research_Method,scRNA-seq,analyzes,Pathological_Change,astrocyte subpopulations,单细胞RNA测序分析星形胶质细胞亚群
Protein,GLT-1,is_reduced_in,Disease,Alzheimer's disease,阿尔茨海默病中GLT-1蛋白表达减少
Protein,STAT3,activates_in,Brain_Region,astrocytes,STAT3在星形胶质细胞中激活
Protein,NF-κB,activates_in,Brain_Region,astrocytes,NF-κB在星形胶质细胞中激活
Protein,GFAP,expresses_in,Brain_Region,reactive astrocytes,胶质纤维酸性蛋白在反应性星形胶质细胞中表达
Biomarker,YKL-40,predicts,Clinical_Stage,MCI to AD,YKL-40可预测从轻度认知障碍到阿尔茨海默病的进展
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病的病理改变包括淀粉样斑块
Biomarker,GFAP,indicates,Pathological_Change,reactive astrocytes,GFAP是反应性星形胶质细胞的标志物
Research_Method,spatial transcriptomics,preserves,Pathological_Change,cellular spatial information,空间转录组学保留了细胞空间信息
Protein,β-amyloid,induces,Pathological_Change,pro-inflammatory state,β-淀粉样蛋白诱导促炎状态
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Protein,β-amyloid,interacts_with,Protein,nicotinic receptors,β-淀粉样蛋白与烟碱受体相互作用
Protein,β-amyloid,interacts_with,Protein,P2Y1,β-淀粉样蛋白与P2Y1受体相互作用
Protein,S100B,expresses_in,Brain_Region,reactive astrocytes,S100B蛋白在反应性星形胶质细胞中表达
Protein,GLAST,expresses_in,Brain_Region,reactive astrocytes,谷氨酸天冬氨酸转运体在反应性星形胶质细胞中表达
Protein,β-amyloid,activates,Protein,RAGE,β-淀粉样蛋白激活RAGE受体
Protein,STAT3,reduces,Pathological_Change,amyloid deposition,STAT3抑制淀粉样蛋白沉积
Protein,NF-κB,activates_in,Brain_Region,microglia,NF-κB在小胶质细胞中激活
Protein,TNF-α,expresses_in,Brain_Region,reactive astrocytes,肿瘤坏死因子α在反应性星形胶质细胞中表达
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理改变包括神经纤维缠结
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Protein,NF-κB,activates_in,Brain_Region,neurons,NF-κB在神经元中激活
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,MRI检测脑萎缩
Research_Method,transcriptomics,reveals,Pathological_Change,reactive astrocytes,转录组学揭示了反应性星形胶质细胞的分子状态变化
Biomarker,lncRNA,serves_as,Biomarker,Alzheimer's disease,长链非编码RNA可作为阿尔茨海默病的生物标志物
Gene,APP,is_associated_with,Disease,Alzheimer's disease,APP基因突变与阿尔茨海默病相关
Protein,GLT-1,expresses_in,Brain_Region,reactive astrocytes,谷氨酸转运体1在反应性星形胶质细胞中表达
Protein,C1q,expresses_in,Brain_Region,reactive astrocytes,补体成分1q在反应性星形胶质细胞中表达
Protein,TGF-β,expresses_in,Brain_Region,reactive astrocytes,转化生长因子β在反应性星形胶质细胞中表达
Gene,PSEN2,is_associated_with,Disease,Alzheimer's disease,PSEN2基因突变与阿尔茨海默病相关
Disease,Alzheimer's disease,has_risk_factor,Gene,TREM2,TREM2基因突变是阿尔茨海默病的风险因素
Protein,NF-κB,expresses_in,Brain_Region,reactive astrocytes,核因子κB在反应性星形胶质细胞中表达
Protein,AQP4,is_involved_in,Pathological_Change,glymphatic dysfunction,水通道蛋白4与脑脊液清除功能障碍相关
Disease,Alzheimer's disease,is_caused_by,Protein,beta-amyloid,阿尔茨海默病由β-淀粉样蛋白沉积引起
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Protein,beta-amyloid,accumulates_in,Brain_Region,isocortex,β-淀粉样蛋白在等皮质区域堆积
