Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's Dementia,has_symptom,Clinical_Manifestation,impaired reasoning,阿尔茨海默病痴呆患者常出现推理能力受损
Clinical_Test,Cookie theft task,used_for,Disease,Alzheimer's Dementia,Cookie theft任务用于阿尔茨海默病痴呆的研究
Research_Method,attention mechanism,used_for,Disease,Alzheimer's disease,注意力机制用于阿尔茨海默病的研究
Research_Method,CNN-LSTM architecture,used_for,Disease,Alzheimer's Dementia,CNN-LSTM架构用于阿尔茨海默病痴呆的检测
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,interventional rate,阿尔茨海默病可能导致干预率增加
Research_Method,language-based methods,used_for,Disease,Alzheimer's Dementia,基于语言的方法用于阿尔茨海默病痴呆的检测
Research_Method,forced alignment tools,used_for,Disease,Alzheimer's disease,强制对齐工具用于阿尔茨海默病的研究
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,idea density,阿尔茨海默病可能导致思想密度变化
Disease,Alzheimer's disease,detected_by,Research_Method,deep learning-based methods,深度学习方法是用于检测阿尔茨海默病的研究方法
Disease,Alzheimer's Dementia,has_symptom,Clinical_Manifestation,changes in language and speech,阿尔茨海默病痴呆患者语言和言语能力发生变化
Research_Method,multimodal word embeddings,used_for,Disease,Alzheimer's disease,多模态词嵌入用于阿尔茨海默病的研究
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,disfluency,阿尔茨海默病可能导致言语不流畅
Research_Method,confusion matrices,used_for,Disease,Alzheimer's disease,混淆矩阵用于阿尔茨海默病的研究
Research_Method,ADReSS dataset,used_for,Research_Method,AD detection,ADReSS数据集用于阿尔茨海默病的检测研究
Disease,Alzheimer's Dementia,has_symptom,Clinical_Manifestation,language difficulties,阿尔茨海默病痴呆患者常出现语言障碍
Research_Method,acoustic features,used_for,Disease,Alzheimer's Dementia,声学特征用于阿尔茨海默病痴呆的检测
Research_Method,word-level fusion,used_for,Disease,Alzheimer's disease,词级融合用于阿尔茨海默病的研究
Research_Method,Speech-GRU stream,enriched_with,Biomarker,AD specific features,Speech-GRU流通过添加AD特定特征进行增强
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,speech impediments,阿尔茨海默病可能导致言语障碍
Research_Method,attention mechanism,improves,Clinical_Test,accuracy,注意力机制提高了阿尔茨海默病痴呆检测的准确性
Treatment,medication,slows_down,Disease,Alzheimer's Dementia,药物治疗可以减缓阿尔茨海默病痴呆的进展
Research_Method,bi-modal approach,used_for,Disease,Alzheimer's Dementia,双模态方法用于阿尔茨海默病痴呆的分类
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,detected_by,Research_Method,bi-modal deep learning approach,双模态深度学习方法用于阿尔茨海默病的分类
Research_Method,bi-modal model,combines,Research_Method,language-based models and speech-based models,双模态模型结合了基于语言和基于语音的模型
Disease,Alzheimer's Dementia,has_symptom,Clinical_Manifestation,difficulty in word-finding,阿尔茨海默病痴呆早期症状包括找词困难
Clinical_Test,ADReSS dataset,used_for,Disease,Alzheimer's Dementia,ADReSS数据集用于阿尔茨海默病痴呆的研究
Research_Method,acoustic feature extraction,improves,Research_Method,Speech-GRU stream,改进声学特征提取可以提高Speech-GRU流的性能
Research_Method,Speech-GRU,improves,Clinical_Test,accuracy,Speech-GRU方法提高了阿尔茨海默病痴呆检测的准确性
Research_Method,DementiaBank dataset,used_for,Research_Method,AD detection,DementiaBank数据集用于阿尔茨海默病的检测研究
Research_Method,Speech-GRU,used_for,Disease,Alzheimer's disease,Speech-GRU方法用于阿尔茨海默病的检测
Research_Method,deep learning,used_for,Disease,Alzheimer's Dementia,深度学习方法用于阿尔茨海默病痴呆的早期检测
Research_Method,Model B0,represents,Research_Method,acoustic baselines,Model B0代表了不依赖手动转录的声学基线解决方案
Research_Method,Receiver operating characteristics,measures,Research_Method,model performance,接收者操作特征曲线用于衡量模型性能
Clinical_Test,ADReSS dataset,used_for,Disease,Alzheimer's disease,ADReSS数据集用于阿尔茨海默病的研究
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's Dementia,年龄是阿尔茨海默病痴呆的主要风险因素
Research_Method,ablation experiment,used_for,Disease,Alzheimer's disease,消融实验用于阿尔茨海默病的研究
Clinical_Test,DementiaBank dataset,used_for,Disease,Alzheimer's Dementia,DementiaBank数据集用于阿尔茨海默病痴呆的研究
Research_Method,multi-modal approaches,used_for,Disease,Alzheimer's Dementia,多模态方法用于阿尔茨海默病痴呆的检测
Research_Method,recurrent units,used_for,Disease,Alzheimer's Dementia,循环单元用于阿尔茨海默病痴呆的检测
Research_Method,area under the curve (AUC),evaluates,Research_Method,model performance,曲线下面积（AUC）用于评估模型性能
Research_Method,k-fold cross validation,used_for,Disease,Alzheimer's disease,k折交叉验证用于阿尔茨海默病的研究
