Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,PS1 gene mutation,PS1基因突变是阿尔茨海默病的风险因素
Research_Method,3xTg-AD mouse model,exhibits,Pathological_Change,amyloid-β deposition,3xTg-AD小鼠模型展示淀粉样蛋白沉积
Disease,Alzheimer's disease,has_research_method,Research_Method,voxel-based statistics,基于体素的统计是研究阿尔茨海默病的方法
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_research_method,Research_Method,APP/PS1 mouse model assessment,APP/PS1小鼠模型评估是研究阿尔茨海默病的方法
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,functional connectivity reduction,功能连接减少是阿尔茨海默病的病理改变
Research_Method,ADNI,studies,Disease,Alzheimer's disease,ADNI研究阿尔茨海默病
Disease,Alzheimer's disease,has_biomarker,Biomarker,FA increase,FA增加是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_stage,Clinical_Stage,prodromal stage,阿尔茨海默病有前驱期阶段
Disease,Alzheimer's disease,has_research_method,Research_Method,ventricle volumetry,脑室体积测量是研究阿尔茨海默病的方法
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体功能
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_stage,Clinical_Stage,late stage,阿尔茨海默病有晚期阶段
Gene,PS1,associated_with,Disease,Alzheimer's disease,PS1基因与阿尔茨海默病相关
Imaging_Method,DTI,measures,Biomarker,radial diffusivity,扩散张量成像测量径向扩散率
Pathological_Change,reduced hippocampal connectivity,associated_with,Disease,Alzheimer's disease,海马体连接性降低与阿尔茨海默病相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,cortical RD λ⊥ decrease,皮层RD λ⊥减少是阿尔茨海默病的病理改变
Disease,Alzheimer's disease,has_research_method,Research_Method,t-test,t检验是研究阿尔茨海默病的方法
Disease,Alzheimer's disease,has_research_method,Research_Method,neuropathology identification,神经病理学识别是研究阿尔茨海默病的方法
Imaging_Method,rsfMRI,detects,Pathological_Change,reduced interhippocampal connectivity,静息态功能磁共振成像可检测海马体间连接性降低
Research_Method,longitudinal studies,investigates,Disease,Alzheimer's disease,纵向研究用于探究阿尔茨海默病的进展
Research_Method,seed-based analysis (SBA),assesses,Pathological_Change,functional connectivity,基于种子的分析用于评估功能连接性
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Imaging_Method,DTI,measures,Biomarker,radial diffusivity (RD λ⊥),扩散张量成像用于测量径向扩散率
Imaging_Method,resting-state functional magnetic resonance imaging,detects,Pathological_Change,brain atrophy,静息态功能磁共振成像检测脑萎缩
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,hippocampal volume reduction,海马体体积减少是阿尔茨海默病的病理改变
