Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,IL-1β,secreted_by,Brain_Region,microglia,IL-1β由小胶质细胞分泌
Pathological_Change,synapse loss,caused_by,Disease,Alzheimer's disease,阿尔茨海默病导致突触丧失
Brain_Region,medial temporal lobes,affected_by,Disease,Alzheimer's disease,阿尔茨海默病主要影响内侧颞叶
Brain_Region,brain,consumes,Biomarker,glucose,大脑消耗大量葡萄糖
Disease,Alzheimer's disease,characterized_by,Pathological_Change,neurofibrillary tangles,阿尔茨海默病以神经纤维缠结为特征
Gene,TREM2,affects,Pathological_Change,neuroinflammation,TREM2影响神经炎症
Gene,TREM2,increases_risk_of,Disease,Alzheimer's disease,TREM2基因突变增加阿尔茨海默病风险
Pathological_Change,neuroinflammation,caused_by,Protein,IL-1β,神经炎症由IL-1β引起
Protein,TREM2,affects,Pathological_Change,microglial metabolism,TREM2影响小胶质细胞代谢
Cell,microglia,produces,Pathological_Change,reactive oxygen species,小胶质细胞产生活性氧
Clinical_Stage,mild cognitive impairment,precedes,Clinical_Stage,dementia,轻度认知障碍是痴呆的前期阶段
Protein,tau,stimulates,Cell,microglia,tau蛋白刺激小胶质细胞激活
Treatment,BHB,improves,Clinical_Manifestation,cognitive function,BHB改善认知功能
Protein,NLRP3,activated_by,Biomarker,glycolytic enzymes,NLRP3炎症小体被糖酵解酶激活
Pathological_Change,neurofibrillary tangles,results_from,Protein,hyperphosphorylated tau,神经纤维缠结由过度磷酸化的tau蛋白引起
Pathological_Change,neuroinflammation,results_from,Protein,amyloid-beta,神经炎症由淀粉样蛋白引起
Biomarker,insulin,elevated_in,Disease,Alzheimer's disease,阿尔茨海默病患者大脑中胰岛素水平升高
Biomarker,insulin receptor,elevated_in,Disease,Alzheimer's disease,阿尔茨海默病患者大脑中胰岛素受体水平升高
Cell,microglia,clears,Protein,tau,小胶质细胞清除tau蛋白
Disease,Alzheimer's disease,characterized_by,Pathological_Change,amyloid-β plaques,阿尔茨海默病以淀粉样蛋白斑块为特征
Treatment,ketogenic diet,reduces,Pathological_Change,tau and amyloid pathologies,生酮饮食减少tau和淀粉样蛋白病理
Treatment,BHB,protects_against,Disease,Alzheimer's disease,BHB保护免受阿尔茨海默病病理影响
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Biomarker,insulin signaling,elevated_in,Disease,Alzheimer's disease,阿尔茨海默病患者大脑中胰岛素信号传导增强
Treatment,ketogenic diet,treats,Disease,Alzheimer's disease,生酮饮食作为阿尔茨海默病的潜在治疗选项
Disease,Alzheimer's disease,has_stage,Clinical_Stage,dementia,阿尔茨海默病包括痴呆阶段
Brain_Region,microglia,provides,Function,Aβ clearance,小胶质细胞提供Aβ清除功能
Brain_Region,microglia,responds_to,Pathological_Change,Aβ accumulation,小胶质细胞对Aβ积累作出反应
Protein,TREM2,affects,Pathological_Change,microglial metabolic fitness,TREM2影响小胶质细胞代谢适应性
Cell,microglia,releases,Protein,pro-inflammatory cytokines,小胶质细胞释放促炎性细胞因子
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Brain_Region,microglia,activates,Pathological_Change,inflammasome,小胶质细胞激活炎症小体
Brain_Region,brain,consumes,Biomarker,oxygen,大脑消耗大量氧气
Pathological_Change,Aβ plaques,seeded_by,Protein,Asc specs,Aβ斑块由Asc specs蛋白引发
Treatment,cyclocreatine,restores,Pathological_Change,microglial responsiveness,环肌酸恢复小胶质细胞反应性
Cell,microglia,clears,Protein,amyloid-β,小胶质细胞清除淀粉样蛋白
Gene,APOE4,affects,Treatment,caprylic triglyceride,APOE4等位基因影响中链甘油三酯治疗效果
Brain_Region,microglia,inhibits,Pathological_Change,plaque expansion,小胶质细胞抑制斑块扩展
Cell,microglia,linked_to,Pathological_Change,synapse loss,小胶质细胞与突触丧失相关
Disease,Alzheimer's disease,has_stage,Clinical_Stage,mild cognitive impairment,阿尔茨海默病包括轻度认知障碍阶段
Clinical_Manifestation,impaired cognitive abilities,associated_with,Disease,Alzheimer's disease,认知能力受损与阿尔茨海默病相关
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白形成神经纤维缠结
Disease,Alzheimer's disease,affects,Brain_Region,brain,阿尔茨海默病影响大脑区域
Risk_Factor,diabetes,associated_with,Disease,Alzheimer's disease,糖尿病与阿尔茨海默病相关
Treatment,BHB,reduces,Pathological_Change,Aβ accumulation,BHB减少Aβ积累
Protein,TREM2,maintains,Pathological_Change,microglial mTOR metabolism,TREM2维持小胶质细胞mTOR代谢
Biomarker,ketone bodies,used_by,Brain_Region,microglia,酮体被小胶质细胞用作替代能源
Risk_Factor,diabetes,increases_risk_of,Disease,Alzheimer's disease,糖尿病增加阿尔茨海默病的风险
Clinical_Test,ketogenic diet,improves,Clinical_Manifestation,cognitive abilities,生酮饮食改善认知能力
Cell,microglia,induces,Pathological_Change,neuroinflammation,小胶质细胞诱导神经炎症
Clinical_Manifestation,memory loss,associated_with,Disease,Alzheimer's disease,记忆力丧失与阿尔茨海默病相关
Protein,TREM2,affects,Pathological_Change,microglial activity,TREM2影响小胶质细胞活性
Protein,amyloid-β,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Treatment,dimethyl fumarate,inhibits,Protein,NF-κB,二甲基富马酸抑制NF-κB活性
Treatment,caprylic triglyceride,provides,Biomarker,ketone bodies,中链甘油三酯提供酮体作为替代能源
Research_Method,electron microscopy,observes,Cell,microglia,电子显微镜观察到小胶质细胞的行为
