Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Clinical_Test,ELISA,measures,Biomarker,synaptotagmin-1,ELISA检测突触结合蛋白-1>
Treatment,CT1812,reduces,Biomarker,Aβ oligomers,CT1812减少Aβ寡聚体的浓度
Treatment,CT1812,impacts,Pathological_Change,synaptic-related pathways,CT1812影响突触相关通路
Treatment,CT1812,improves,Clinical_Manifestation,spatial learning and memory,CT1812改善空间学习和记忆
Protein,amyloid-beta oligomers,causes,Pathological_Change,DNA damage,淀粉样蛋白寡聚体导致DNA损伤
Treatment,CT1812,prevents,Pathological_Change,neuronal death,CT1812预防神经元死亡
<Protein,Aβ oligomers,affects,Pathological_Change,memory failure,Aβ寡聚体导致记忆障碍>
Imaging_Method,western blot,detects,Biomarker,Aβ oligomers,蛋白质印迹法检测Aβ寡聚体
Treatment,CT1812,blocks,Protein,amyloid-beta oligomers,CT1812阻断淀粉样蛋白寡聚体的毒性
Protein,amyloid-beta oligomers,causes,Pathological_Change,cognitive deficits,淀粉样蛋白寡聚体导致认知缺陷
<Research_Method,LC-MS/MS,measures,Biomarker,Aβ oligomers,LC-MS/MS检测Aβ寡聚体>
Protein,tau,has_pathological_change,Pathological_Change,hyperphosphorylation,tau蛋白发生过度磷酸化
Protein,synaptotagmin-1,decreases_in,Biomarker,CSF,突触结合蛋白-1在脑脊液中的浓度下降
<Protein,phosphorylated tau,affects,Brain_Region,cortex,磷酸化tau影响大脑皮层>
Protein,neurogranin,decreases_in,Biomarker,CSF,神经颗粒蛋白在脑脊液中的浓度下降
Protein,amyloid-beta oligomers,causes,Pathological_Change,calcium dysregulation,淀粉样蛋白寡聚体导致钙失调
<Research_Method,LC-MS/MS,measures,Biomarker,phosphorylated tau fragments,LC-MS/MS检测磷酸化tau片段>
<Protein,SNAP-25,affects,Brain_Region,hippocampus,SNAP-25影响海马体>
<Imaging_Method,western blot,detects,Biomarker,neurogranin,western blot检测神经颗粒蛋白>
Protein,amyloid-beta oligomers,causes,Pathological_Change,synaptotoxicity,淀粉样蛋白寡聚体导致突触毒性
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
<Imaging_Method,western blot,detects,Biomarker,synaptotagmin-1,western blot检测突触结合蛋白-1>
Treatment,CT1812,prevents,Pathological_Change,DNA damage,CT1812预防DNA损伤
Clinical_Stage,mild to moderate AD,has_symptom,Clinical_Manifestation,cognitive deficits,轻度至中度阿尔茨海默病患者表现出认知缺陷
Treatment,CT1812,reduces,Pathological_Change,oxidative stress,CT1812减少氧化应激
Treatment,CT1812,displaces,Protein,amyloid-beta oligomers,CT1812置换淀粉样蛋白寡聚体
<Treatment,CT1812,affects,Biomarker,SNAP-25,CT1812治疗影响SNAP-25>
<Clinical_Test,ELISA,measures,Biomarker,phosphorylated tau fragments,ELISA检测磷酸化tau片段>
Treatment,CT1812,restores,Protein,neurogranin expression,CT1812恢复神经颗粒蛋白表达
<Clinical_Test,ELISA,measures,Biomarker,Aβ oligomers,ELISA检测Aβ寡聚体>
Protein,amyloid-beta oligomers,causes,Pathological_Change,protein misfolding,淀粉样蛋白寡聚体导致蛋白质错误折叠
<Imaging_Method,western blot,detects,Biomarker,phosphorylated tau fragments,western blot检测磷酸化tau片段>
Clinical_Test,CSF protein biomarkers,measures,Biomarker,protein expression,脑脊液蛋白生物标志物用于测量蛋白表达
Treatment,CT1812,improves,Clinical_Manifestation,cognitive performance,CT1812改善认知表现
Protein,amyloid-beta oligomers,binds_to,Protein,synaptic receptors,淀粉样蛋白寡聚体与突触受体结合
<Research_Method,LC-MS/MS,measures,Biomarker,synaptotagmin-1,LC-MS/MS检测突触结合蛋白-1>
<Treatment,CT1812,affects,Biomarker,synaptotagmin-1,CT1812治疗影响突触结合蛋白-1>
Treatment,CT1812,prevents,Pathological_Change,protein aggregation,CT1812预防蛋白质聚集
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Protein,amyloid-beta oligomers,causes,Pathological_Change,apoptosis,淀粉样蛋白寡聚体导致细胞凋亡
<Disease,Alzheimer's disease,has_biomarker,Biomarker,SNAP-25,阿尔茨海默病的生物标志物包括SNAP-25>
Protein,amyloid-beta oligomers,causes,Pathological_Change,endoplasmic reticulum stress,淀粉样蛋白寡聚体导致内质网应激
<Protein,Aβ oligomers,affects,Brain_Region,cortex,Aβ寡聚体影响大脑皮层>
Treatment,CT1812,reduces,Pathological_Change,neuroinflammation,CT1812减少神经炎症
Treatment,CT1812,improves,Pathological_Change,synaptic dysfunction,CT1812改善突触功能障碍
Clinical_Test,ELISA,measures,Biomarker,tau phosphorylation,ELISA测量tau蛋白磷酸化
Research_Method,liquid chromatography with tandem mass spectrometry,measures,Biomarker,protein expression,液相色谱串联质谱法用于测量蛋白表达
Protein,amyloid-beta oligomers,causes,Pathological_Change,neuronal death,淀粉样蛋白寡聚体导致神经元死亡
Clinical_Manifestation,memory loss,is_symptom_of,Disease,Alzheimer's disease,记忆力丧失是阿尔茨海默病的症状
Clinical_Test,ELISA,measures,Biomarker,Aβ oligomers,ELISA用于测量Aβ寡聚体的浓度
Protein,amyloid-beta oligomers,causes,Pathological_Change,protein aggregation,淀粉样蛋白寡聚体导致蛋白质聚集
Treatment,CT1812,blocks,Pathological_Change,spine retraction,CT1812阻断树突棘收缩
Clinical_Test,LC-MS/MS,measures,Biomarker,synaptic proteins,液相色谱-质谱联用技术测量突触蛋白
<Imaging_Method,western blot,detects,Biomarker,SNAP-25,western blot检测SNAP-25>
<Treatment,CT1812,targets,Protein,Aβ oligomers,CT1812治疗靶向Aβ寡聚体>
Treatment,CT1812,restores,Protein,synaptic protein expression,CT1812恢复突触蛋白表达
Protein,amyloid-beta oligomers,induces,Pathological_Change,spine retraction,淀粉样蛋白寡聚体诱导树突棘收缩
Treatment,CT1812,improves,Pathological_Change,calcium dysregulation,CT1812改善钙失调
Treatment,CT1812,improves,Pathological_Change,mitochondrial dysfunction,CT1812改善线粒体功能障碍
Treatment,CT1812,improves,Pathological_Change,autophagy dysfunction,CT1812改善自噬功能障碍
Research_Method,enzyme-linked immunosorbent assay,measures,Biomarker,protein expression,酶联免疫吸附测定用于测量蛋白表达
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
<Disease,Alzheimer's disease,has_biomarker,Biomarker,neurogranin,阿尔茨海默病的生物标志物包括神经颗粒蛋白>
Protein,amyloid-beta,causes,Symptom,memory failure,淀粉样蛋白导致记忆障碍
Protein,amyloid-beta oligomers,reduces,Protein,synaptic protein expression,淀粉样蛋白寡聚体减少突触蛋白表达
Protein,amyloid-beta,binds_to,Protein,synaptic receptors,淀粉样蛋白与突触受体结合
Research_Method,Morris water maze,assesses,Clinical_Manifestation,learning ability,莫里斯水迷宫测试评估学习能力
<Disease,Alzheimer's disease,has_biomarker,Biomarker,synaptotagmin-1,阿尔茨海默病的生物标志物包括突触结合蛋白-1>
Protein,amyloid-beta oligomers,causes,Pathological_Change,mitochondrial dysfunction,淀粉样蛋白寡聚体导致线粒体功能障碍
Treatment,CT1812,reduces,Pathological_Change,lipid peroxidation,CT1812减少脂质过氧化
<Protein,phosphorylated tau,affects,Brain_Region,hippocampus,磷酸化tau影响海马体>
Protein,amyloid-beta oligomers,causes,Pathological_Change,lipid peroxidation,淀粉样蛋白寡聚体导致脂质过氧化
<Treatment,CT1812,affects,Biomarker,neurogranin,CT1812治疗影响神经颗粒蛋白>
Protein,Aβ oligomers,accumulates_in,Brain_Region,brain,Aβ寡聚体在大脑中积累
Protein,amyloid-beta oligomers,causes,Pathological_Change,oxidative stress,淀粉样蛋白寡聚体导致氧化应激
Protein,amyloid-beta oligomers,causes,Pathological_Change,synaptic dysfunction,淀粉样蛋白寡聚体导致突触功能障碍
<Protein,SNAP-25,affects,Brain_Region,cortex,SNAP-25影响大脑皮层>
Gene,APOE,associated_with,Risk_Factor,Alzheimer's disease,APOE基因与阿尔茨海默病的风险相关
Treatment,CT1812,affects,Biomarker,Aβ oligomers,CT1812治疗影响Aβ寡聚体的水平
Treatment,CT1812,improves,Clinical_Manifestation,cognitive deficits,CT1812改善认知缺陷
Protein,amyloid-beta oligomers,causes,Pathological_Change,behavioral deficits,淀粉样蛋白寡聚体导致行为缺陷
Imaging_Method,microimmunoelectrode,detects,Biomarker,Aβ oligomers,微免疫电极检测Aβ寡聚体
Clinical_Test,Mini-Mental State Examination,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查评估认知功能
<Protein,synaptotagmin-1,affects,Brain_Region,cortex,突触结合蛋白-1影响大脑皮层>
Treatment,CT1812,reduces,Pathological_Change,tau phosphorylation,CT1812减少tau蛋白的磷酸化
Treatment,CT1812,reduces,Protein,GSK3β concentration,CT1812降低GSK3β浓度
Biomarker,Aβ42,measured_by,Clinical_Test,ELISA,Aβ42通过ELISA测量
Treatment,CT1812,improves,Clinical_Manifestation,cue-dependent learning and memory,CT1812改善线索依赖的学习和记忆
Treatment,CT1812,prevents,Pathological_Change,neuronal damage,CT1812预防神经元损伤
Treatment,CT1812,reduces,Pathological_Change,endoplasmic reticulum stress,CT1812减少内质网应激
<Imaging_Method,western blot,detects,Biomarker,Aβ oligomers,western blot检测Aβ寡聚体>
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
<Protein,neurogranin,affects,Brain_Region,cortex,神经颗粒蛋白影响大脑皮层>
<Disease,Alzheimer's disease,has_biomarker,Biomarker,phosphorylated tau fragments,阿尔茨海默病的生物标志物包括磷酸化tau片段>
<Clinical_Test,ELISA,measures,Biomarker,SNAP-25,ELISA检测SNAP-25>
Treatment,CT1812,prevents,Pathological_Change,apoptosis,CT1812预防细胞凋亡
Treatment,CT1812,prevents,Pathological_Change,synapse loss,CT1812预防突触丢失
Protein,amyloid-beta oligomers,causes,Pathological_Change,autophagy dysfunction,淀粉样蛋白寡聚体导致自噬功能障碍
Treatment,CT1812,improves,Clinical_Manifestation,memory deficits,CT1812改善记忆缺陷
