Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,pericyte injury,AD患者出现周细胞损伤
Pathological_Change,cerebral microhaemorrhages,associated_with,Disease,Alzheimer's disease,脑微出血与阿尔茨海默病相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,阿尔茨海默病的生物标志物包括淀粉样蛋白
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,microinfarcts,AD患者出现微梗死
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Clinical_Test,MRI,detects,Pathological_Change,BBB breakdown,核磁共振成像检测血脑屏障破坏
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,epilepsy,AD患者出现癫痫
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,APOE4,APOE4是AD的风险因素
Risk_Factor,vascular risk factors,increases_risk_of,Disease,Alzheimer's disease,血管风险因素增加阿尔茨海默病的风险
Disease,MCI,precedes,Disease,Alzheimer's disease,轻度认知障碍通常先于阿尔茨海默病发生
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyotrophic lateral sclerosis,AD患者出现肌萎缩侧索硬化症
Gene,APOE,associated_with,Risk_Factor,Alzheimer's disease,APOE基因与阿尔茨海默病风险相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,vascular smooth muscle cell dysfunction,AD患者出现血管平滑肌细胞功能障碍
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,synaptic loss,AD患者出现突触丢失
Protein,matrix metalloproteinase-9,associated_with,Disease,Alzheimer's disease,基质金属蛋白酶-9与阿尔茨海默病相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,white matter hyperintensities,AD患者出现白质高信号
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-β,阿尔茨海默病与淀粉样蛋白β生物标志物相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,BBB breakdown,AD患者出现BBB破坏
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,chronic traumatic encephalopathy,AD患者出现慢性创伤性脑病
Clinical_Manifestation,cognitive impairment,associated_with,Disease,Alzheimer's disease,认知障碍与阿尔茨海默病相关
Gene,NOTCH3,associated_with,Risk_Factor,BBB breakdown,NOTCH3基因与血脑屏障破坏相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,mitochondrial dysfunction,AD患者出现线粒体功能障碍
Protein,cyclophilin A,associated_with,Disease,Alzheimer's disease,环孢素A与阿尔茨海默病相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,white matter changes,AD患者出现白质变化
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,TGFβ activation,AD患者出现TGFβ激活
Imaging_Method,FDG-PET,detects,Pathological_Change,brain hypometabolism,FDG-PET检测到AD患者的脑代谢降低
