Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Brain_Region,hippocampus,affected_by,Disease,Alzheimer's disease,海马体区域受阿尔茨海默病影响
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Clinical_Manifestation,cognitive decline,associated_with,Disease,Alzheimer's disease,认知功能下降与阿尔茨海默病相关
Protein,tau,associated_with,Pathological_Change,LC cell death,tau蛋白与蓝斑细胞死亡相关
Research_Method,postmortem studies,validates,Biomarker,LC signal reduction,尸检研究验证蓝斑信号减少作为生物标志物
Clinical_Manifestation,cognitive impairment,associated_with,Disease,Alzheimer's disease,认知功能障碍与阿尔茨海默病相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,depression,阿尔茨海默病与抑郁症状相关
Research_Method,PET,detects,Pathological_Change,noradrenergic deficits,正电子发射断层扫描用于检测去甲肾上腺素能缺陷
Disease,Alzheimer's disease,affects,Brain_Region,locus coeruleus,阿尔茨海默病影响蓝斑区域
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,衰老是阿尔茨海默病的主要风险因素
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Biomarker,neuromelanin,accumulates_in,Brain_Region,locus coeruleus,神经黑色素在蓝斑区域积累
Imaging_Method,NM-MRI,detects,Pathological_Change,LC signal reduction,神经黑色素敏感MRI检测到蓝斑信号减少
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Protein,neuromelanin,accumulates_in,Brain_Region,locus coeruleus,神经黑色素在蓝斑区域累积
Clinical_Manifestation,memory loss,associated_with,Disease,Alzheimer's disease,记忆力丧失与阿尔茨海默病相关
Protein,tau,accumulates_in,Brain_Region,locus coeruleus,tau蛋白在蓝斑区域异常堆积
Research_Method,animal model,used_for,Disease,Alzheimer's disease,动物模型用于研究阿尔茨海默病
Clinical_Manifestation,memory performance,associated_with,Biomarker,LC signal,记忆表现与蓝斑信号相关
Disease,Alzheimer's disease,affects,Brain_Region,locus coeruleus,阿尔茨海默病会影响蓝斑区域
Pathological_Change,LC cell loss,associated_with,Disease,Alzheimer's disease,蓝斑细胞丢失与阿尔茨海默病相关
Clinical_Test,Morris water maze,evaluates,Clinical_Manifestation,spatial memory,莫里斯水迷宫测试用于评估空间记忆
Treatment,NA manipulation,potentially_treats,Disease,Alzheimer's disease,去甲肾上腺素调控可能治疗阿尔茨海默病
Biomarker,noradrenaline,correlates_with,Biomarker,Aβ 1-42,去甲肾上腺素水平与Aβ 1-42水平相关
Pathological_Change,neuroinflammation,contributes_to,Disease,Alzheimer's disease,神经炎症在阿尔茨海默病中起重要作用
Risk_Factor,gender,potential_risk,Disease,Alzheimer's disease,性别可能是阿尔茨海默病的风险因素
Risk_Factor,education,potential_protective,Disease,Alzheimer's disease,教育可能是阿尔茨海默病的保护因素
Brain_Region,locus coeruleus,regulates,Clinical_Manifestation,arousal,蓝斑区域调节觉醒状态
Pathological_Change,neuronal loss,occurs_in,Brain_Region,locus coeruleus,阿尔茨海默病患者蓝斑区域神经元显著减少
Disease,Alzheimer's disease,affects,Brain_Region,locus coeruleus,阿尔茨海默病会导致蓝斑区域受损
Research_Method,postmortem studies,investigates,Pathological_Change,neuronal loss,尸检研究用于调查神经元损失情况
Biomarker,LC signal,potential_indicator,Disease,Alzheimer's disease,蓝斑信号可能是阿尔茨海默病的早期生物标志物
Research_Method,longitudinal imaging,assesses,Biomarker,LC signal changes,纵向影像研究评估蓝斑信号变化
Brain_Region,locus coeruleus,innervates,Brain_Region,cerebral cortex,蓝斑区域支配大脑皮层
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白形成神经纤维缠结
Clinical_Stage,Braak stages,describes,Pathological_Change,tau accumulation,Braak分期系统描述了tau蛋白在脑区的累积过程
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,anxiety,阿尔茨海默病与焦虑症状相关
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Protein,tau,accumulates_in,Brain_Region,locus coeruleus,tau蛋白在蓝斑区域积累
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,认知衰退是阿尔茨海默病的主要症状
Pathological_Change,tau accumulation,precedes,Clinical_Manifestation,cognitive symptoms,tau蛋白累积早于认知症状出现
Clinical_Manifestation,cognitive decline,correlates_with,Pathological_Change,neuronal loss,认知衰退与神经元损失相关
Brain_Region,locus coeruleus,projects_to,Brain_Region,hippocampus,蓝斑区域投射到海马体
Pathological_Change,tau tangles,correlates_with,Clinical_Manifestation,dementia severity,tau缠结与痴呆严重程度相关
Clinical_Test,MMSE,assesses,Clinical_Manifestation,cognitive function,简易精神状态检查评估认知功能
Pathological_Change,microglial changes,occurs_in,Disease,Alzheimer's disease,阿尔茨海默病中观察到小胶质细胞形态和信号变化
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的主要症状是认知功能下降
Clinical_Manifestation,pupil dilation,indicates,Clinical_Manifestation,arousal,瞳孔扩张是觉醒水平的指标
Pathological_Change,neuromelanin loss,associated_with,Brain_Region,locus coeruleus,神经黑色素丢失与蓝斑区域相关
Protein,amyloid-beta,associated_with,Pathological_Change,microglial changes,淀粉样蛋白与微胶质细胞变化相关
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病风险
Clinical_Manifestation,memory loss,associated_with,Disease,Alzheimer's disease,记忆丧失与阿尔茨海默病相关
Risk_Factor,verbal intelligence,potential_protective,Disease,Alzheimer's disease,语言智力可能是阿尔茨海默病的保护因素
Clinical_Stage,Braak stage,associated_with,Pathological_Change,LC degeneration,Braak分期与蓝斑退化相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,sleep disturbance,阿尔茨海默病与睡眠障碍相关
Brain_Region,temporal lobe,affected_by,Disease,Alzheimer's disease,颞叶区域受阿尔茨海默病影响
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Imaging_Method,PET,detects,Pathological_Change,noradrenergic deficits,正电子发射断层扫描检测去甲肾上腺素能缺陷
Clinical_Stage,Braak stage,correlates_with,Biomarker,noradrenaline,Braak分期与去甲肾上腺素水平相关
Imaging_Method,NM-MRI,potential_biomarker,Disease,Alzheimer's disease,神经黑色素敏感MRI可能作为阿尔茨海默病的生物标志物
Treatment,NA,potential_target_for,Disease,Alzheimer's disease,去甲肾上腺素可能是阿尔茨海默病的潜在治疗靶点
Risk_Factor,occupation,potential_protective,Disease,Alzheimer's disease,职业可能是阿尔茨海默病的保护因素
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Protein,amyloid-beta,forms,Pathological_Change,neuritic plaques,淀粉样蛋白形成神经炎性斑块
Biomarker,noradrenaline,correlates_with,Clinical_Manifestation,cognitive decline,去甲肾上腺素水平与认知功能下降相关
Biomarker,noradrenaline,decreases_in,Disease,Alzheimer's disease,阿尔茨海默病患者中去甲肾上腺素水平降低
Imaging_Method,NM-MRI,detects,Brain_Region,locus coeruleus,神经黑色素敏感MRI用于检测蓝斑区域
Clinical_Stage,Braak stage,indicates,Pathological_Change,tau accumulation,Braak分期指示tau蛋白积累
