Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Research_Method,MD simulation,performed_at,Temperature,310 K,分子动力学模拟在310K生理温度下进行>
Protein,amyloid β-peptide,is_associated_with,Disease,Alzheimer's disease,淀粉样β-肽与阿尔茨海默病的病理机制密切相关
Protein,Aβ1-42,aggregates_into,Pathological_Change,oligomers,Aβ1-42聚集成寡聚体
Protein,Aβ1-42,has_region,Protein,C-terminal,Aβ1-42的C端区域包含30-40/42个氨基酸残基
Protein,Aβ1-42,affected_by,Risk_Factor,point mutations,点突变影响Aβ1-42的α-链结构形成
Treatment,anti-α-sheet peptides,inhibits,Protein,amyloid β-peptide,抗α-片层肽抑制淀粉样β-肽的聚集和毒性
Clinical_Test,ClinicalTrials.gov,evaluates,Treatment,aducanumab,临床试验评估药物aducanumab的疗效
Protein,Aβ1-42,forms_structure,Pathological_Change,α-strand,Aβ1-42在24-26区域形成α-链结构
<Pathological_Change,α-sheet,initiates,Pathological_Change,aggregation process,α片层结构引发聚集过程>
<Protein,Aβ 1-42,has_mutation,Protein,mutant structures,Aβ 1-42蛋白存在突变体结构>
Protein,Aβ1-42,has_toxic_effect,Clinical_Manifestation,memory impairment,Aβ1-42导致记忆障碍
Protein,Aβ1-42,has_form,Protein,Aβ1-42,Aβ1-42是淀粉样斑块中的主要形式
Protein,amyloid β-peptide,is_associated_with,Pathological_Change,neuronal damage,淀粉样β-肽的聚集导致神经元损伤
Research_Method,X-ray crystallography,studies,Protein,Aβ1-42,X射线晶体学研究Aβ1-42的结构
Research_Method,MD simulations,studies,Pathological_Change,α-strand formation,分子动力学模拟研究α-链结构的形成机制
Disease,Alzheimer's disease,is_caused_by,Protein,amyloid β-peptide,阿尔茨海默病的主要病因是淀粉样β-肽的异常积累
Protein,Aβ1-42,derived_from,Protein,APP,Aβ1-42由淀粉样前体蛋白(APP)经β和γ分泌酶切割产生
Research_Method,MD simulations,studies,Protein,amyloid β-peptide,分子动力学模拟研究淀粉样β-肽的结构和聚集机制
Research_Method,MD simulation,studies,Protein,Aβ1-42,分子动力学模拟研究Aβ1-42的结构
Risk_Factor,point mutations,increases_risk_of,Disease,Alzheimer's disease,淀粉样β-肽序列的点突变增加早发性阿尔茨海默病的风险
Research_Method,animal models,studies,Disease,Alzheimer's disease,动物模型用于研究阿尔茨海默病的病理机制
Protein,Aβ1-42,affected_by,Risk_Factor,temperature,温度影响Aβ1-42的α-链结构形成
Protein,Aβ1-42,has_region,Protein,central region,Aβ1-42的中心区域包含17-29个氨基酸残基
Protein,amyloid β-peptide,aggregates_into,Pathological_Change,insoluble cross β-sheet fibrils,淀粉样β-肽聚集成不溶性交叉β-片层纤维
Research_Method,experimental studies,confirms,Pathological_Change,α-sheet structure,实验研究证实α-片层结构驱动淀粉样β-肽的聚集和毒性
Protein,amyloid β-peptide,is_affected_by,Risk_Factor,pH,淀粉样β-肽的聚集受pH值影响
Treatment,anti-α-sheet peptides,targets,Protein,Aβ1-42,抗α-片层肽靶向Aβ1-42的24-26区域
<Protein,Aβ 1-42,has_region,Brain_Region,central region (residues 24-26),Aβ 1-42蛋白具有中央区域(残基24-26)>
Research_Method,molecular dynamics simulations,studies,Protein,amyloid β-peptide,分子动力学模拟用于研究淀粉样β-肽的结构和聚集机制
Disease,Alzheimer's disease,associated_with,Gene,D23N,D23N基因突变与阿尔茨海默病相关
Disease,Alzheimer's disease,associated_with,Gene,E22G,E22G基因突变与阿尔茨海默病相关
Protein,Aβ1-42,has_toxic_effect,Clinical_Manifestation,synapse failure,Aβ1-42导致突触功能障碍
Protein,Aβ1-42,has_form,Protein,Aβ1-40,Aβ1-42和Aβ1-40是Aβ肽的两种主要形式
Protein,Aβ1-42,aggregates_into,Pathological_Change,amyloid plaques,Aβ1-42聚集成淀粉样斑块
Protein,Aβ1-42,forms_structure,Pathological_Change,α-sheet,Aβ1-42形成α-片层结构
Treatment,anti-α-sheet peptides,neutralizes,Pathological_Change,toxic oligomers,抗α-片层肽中和淀粉样β-肽的有毒寡聚体
Protein,Aβ1-42,affected_by,Risk_Factor,pH,pH值影响Aβ1-42的α-链结构形成
Disease,Alzheimer's disease,associated_with,Gene,D7N,D7N基因突变与阿尔茨海默病相关
Disease,Alzheimer's disease,associated_with,Gene,E22Q,E22Q基因突变与阿尔茨海默病相关
<Research_Method,Molecular Dynamics Simulation,studies,Protein,Aβ 1-42,分子动力学模拟用于研究Aβ 1-42蛋白>
Protein,Aβ1-42,aggregates_in,Brain_Region,brain,Aβ1-42在大脑中聚集形成淀粉样斑块
<Research_Method,NMR,studies,Protein,Aβ 1-42,核磁共振用于研究Aβ 1-42蛋白>
Protein,amyloid β-peptide,has_structure,Pathological_Change,α-strand/α-sheet structure,淀粉样β-肽具有α-链/α-片层结构，促进其自组装和聚集
Research_Method,NMR,studies,Protein,Aβ1-42,核磁共振研究Aβ1-42的结构
Protein,amyloid β-peptide,forms_structure,Pathological_Change,α-sheet structure,淀粉样β-肽形成α-片层结构，驱动其聚集和毒性
Treatment,aducanumab,targets,Protein,amyloid β-peptide,aducanumab药物靶向淀粉样β-肽
<Pathological_Change,α-strand,leads_to,Pathological_Change,α-sheet,α链构象导致α片层结构>
Protein,amyloid β-peptide,forms,Pathological_Change,toxic oligomers,淀粉样β-肽形成有毒寡聚体
Disease,Alzheimer's disease,associated_with,Gene,A2T,A2T基因突变与阿尔茨海默病相关
<Protein,Aβ 1-42,has_conformation,Pathological_Change,α-strand,Aβ 1-42蛋白具有α链构象>
<Protein,Aβ 1-42,forms,Pathological_Change,amyloid fibrils,Aβ 1-42蛋白形成淀粉样纤维病理改变>
Protein,Aβ1-42,has_region,Protein,N-terminal,Aβ1-42的N端区域包含1-16个氨基酸残基
Protein,Aβ1-42,has_toxic_effect,Clinical_Manifestation,neurotoxicity,Aβ1-42具有神经毒性
Protein,amyloid β-peptide,is_affected_by,Risk_Factor,temperature,淀粉样β-肽的聚集受温度影响
Protein,Aβ1-42,aggregates_into,Pathological_Change,fibrils,Aβ1-42聚集成纤维
<Research_Method,MD simulation,performed_at,Temperature,498 K,分子动力学模拟在498K高温下进行>
