Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,slice attention mechanism,emphasizes,Imaging_Method,MRI,切片注意力机制用于强调MRI图像中的特定特征
Research_Method,3D-CNN,analyzes,Imaging_Method,MRI,3D卷积神经网络用于分析核磁共振成像数据
Research_Method,MSA3D,improves,Clinical_Test,diagnosis accuracy,MSA3D方法提高了阿尔茨海默病诊断的准确性
Disease,MCI,has_symptom,Clinical_Manifestation,cognitive decline,轻度认知障碍的主要症状是认知功能下降
Imaging_Method,brain sMRI,detects,Pathological_Change,brain atrophy,脑部结构磁共振成像检测到脑萎缩
Disease,Alzheimer's disease,affects,Brain_Region,ventricle regions,阿尔茨海默病影响脑室区域
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,阿尔茨海默病的主要临床表现是痴呆
Disease,Alzheimer's disease,diagnosed_by,Imaging_Method,MRI,阿尔茨海默病通过核磁共振成像进行诊断
Research_Method,3D-CNN,extracts,Biomarker,global subject-level changes,3D卷积神经网络提取全局脑部变化作为生物标志物
Disease,Alzheimer's disease,classified_by,Clinical_Test,AD vs. NC task,阿尔茨海默病通过AD与正常对照分类任务进行诊断
Research_Method,3D convolution neural network,analyzes,Imaging_Method,MRI,3D卷积神经网络用于分析MRI图像
Clinical_Test,MSA3D model,classifies,Disease,MCI,MSA3D模型用于轻度认知障碍的分类
Research_Method,MSA3D model,improves,Clinical_Test,MCI prediction,MSA3D模型提高了轻度认知障碍的预测性能
Clinical_Test,MSA3D model,classifies,Disease,Alzheimer's disease,MSA3D模型用于阿尔茨海默病的分类
Research_Method,3D convolution neural network,captures,Pathological_Change,structural changes,3D卷积神经网络用于捕捉脑结构变化
Disease,Alzheimer's disease,diagnosed_by,Imaging_Method,brain sMRI,阿尔茨海默病通过脑部结构磁共振成像进行诊断
Clinical_Test,SVM,classifies,Disease,Alzheimer's disease,支持向量机用于阿尔茨海默病的分类
Imaging_Method,brain sMRI,captures,Pathological_Change,subtle changes in brain,脑部结构磁共振成像捕捉脑部细微变化
Imaging_Method,MRI,affected_by,Risk_Factor,MRI scanner strength,核磁共振成像结果受MRI扫描仪强度影响
Research_Method,2D-CNN,extracts,Biomarker,local slice-level features,2D卷积神经网络提取局部切片特征作为生物标志物
Brain_Region,hippocampus,has_biomarker,Biomarker,hippocampus volumes,海马体体积是特定的生物标志物
Disease,Alzheimer's disease,causes,Pathological_Change,brain damage,阿尔茨海默病导致脑损伤
Research_Method,2D-CNN,extracts,Imaging_Method,MRI,2D卷积神经网络用于提取MRI图像特征
Research_Method,multiView-slice attention,integrates,Imaging_Method,MRI,多视图切片注意力机制用于整合MRI图像特征
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,associated_with,Brain_Region,gray matter,阿尔茨海默病与灰质区域相关
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体
Disease,MCI,classified_by,Clinical_Test,pMCI vs. sMCI task,轻度认知障碍通过pMCI与sMCI分类任务进行诊断
Disease,Alzheimer's disease,associated_with,Clinical_Stage,pMCI,阿尔茨海默病与进展性轻度认知障碍相关
Disease,Alzheimer's disease,causes,Symptom,memory loss,阿尔茨海默病导致进行性和永久性的记忆丧失
Imaging_Method,structural magnetic resonance imaging,detects,Pathological_Change,neurodegeneration,结构磁共振成像用于量化神经退行性变的阶段
Disease,Alzheimer's disease,associated_with,Clinical_Stage,sMCI,阿尔茨海默病与稳定性轻度认知障碍相关
Research_Method,deep learning,analyzes,Imaging_Method,MRI,深度学习方法用于分析MRI图像
Research_Method,MSA3D model,outperforms,Clinical_Test,wH-FCN model,MSA3D模型在AD诊断任务中优于wH-FCN模型
Research_Method,concatenation operation,fuses,Imaging_Method,MRI,连接操作用于融合MRI图像特征
Disease,Alzheimer's disease,affects,Brain_Region,frontoparietal cortex,阿尔茨海默病影响额顶叶皮层
Research_Method,MSA3D model,uses,Imaging_Method,brain sMRI,MSA3D模型使用脑部结构磁共振成像数据
Imaging_Method,MRI,measures,Brain_Region,hippocampus,核磁共振成像用于测量海马体区域
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振成像可检测脑萎缩
Research_Method,voxel-based morphology,measures,Pathological_Change,brain morphologic changes,基于体素的形态学方法用于测量脑形态变化
Research_Method,2D-CNN,analyzes,Imaging_Method,MRI,2D卷积神经网络用于分析核磁共振成像数据
Disease,Alzheimer's disease,classified_by,Clinical_Test,MMSE,阿尔茨海默病通过简易精神状态检查进行分类
Disease,Alzheimer's disease,associated_with,Pathological_Change,brain parenchymal volume,阿尔茨海默病与脑实质体积变化相关
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Research_Method,MSA3D model,combines,Imaging_Method,2D multiview-slice and 3D subject-level features,MSA3D模型结合了2D多视图切片和3D全局特征
Clinical_Test,MSA3D model,validated_on,Research_Method,ADNI-1 and ADNI-2,MSA3D模型在ADNI-1和ADNI-2数据集上验证
