Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失>
Protein,amyloid-beta,interacts_with,Protein,tau,淀粉样蛋白与tau蛋白相互作用
<Protein,tau,affects,Pathological_Change,calcium dysregulation,tau蛋白影响钙离子失调>
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Treatment,SS31 combined with Mdivi1,reduces,Pathological_Change,Aβ production,SS31与Mdivi1联合使用可以减少淀粉样蛋白的产生
Treatment,NSAIDs,prevents,Pathological_Change,mitochondrial Ca 2+ overload,非甾体抗炎药可以预防线粒体钙超载
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
<Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐用于治疗阿尔茨海默病>
Protein,Ca 2+,regulated_by,Organelle,lysosomes,溶酶体调节钙离子水平
Treatment,antioxidants,reduces,Pathological_Change,oxidative stress,抗氧化剂可以减少氧化应激
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Gene,TREM2,increases_risk_of,Disease,Alzheimer's disease,TREM2基因增加阿尔茨海默病的风险
Protein,Ca 2+,increased_in,Cell_Type,astrocytes,星形胶质细胞中钙离子水平增加
<Research_Method,transgenic mouse models,used_for,Disease,Alzheimer's disease,转基因小鼠模型用于研究阿尔茨海默病>
<Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积>
<Gene,APP,increases_risk_of,Disease,Alzheimer's disease,APP基因突变增加患阿尔茨海默病的风险>
<Protein,Aβ,affects,Pathological_Change,calcium dysregulation,Aβ蛋白影响钙离子失调>
Protein,TREM2,expressed_on,Cell_Type,microglia,TREM2蛋白在微胶质细胞上表达
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Treatment,curcumin,reduces,Pathological_Change,oxidative stress,姜黄素可以减少氧化应激
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Protein,tau,leads_to,Pathological_Change,mitochondrial dysfunction,tau蛋白导致线粒体功能障碍
Treatment,vitamin C,reduces,Pathological_Change,oxidative stress,维生素C可以减少氧化应激
Protein,Ca 2+,regulated_by,Organelle,endoplasmic reticulum,内质网调节钙离子水平
<Treatment,aducanumab,targets,Protein,amyloid-beta,阿杜那单抗靶向淀粉样蛋白>
<Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩>
Treatment,TG-2112x,prevents,Pathological_Change,mitochondrial Ca 2+ overload,TG-2112x可以预防线粒体钙超载
<Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积>
<Clinical_Stage,late onset,associated_with,Disease,Alzheimer's disease,晚发性阿尔茨海默病与风险因素相关>
Treatment,coenzyme Q10,reduces,Pathological_Change,oxidative stress,辅酶Q10可以减少氧化应激
<Clinical_Stage,early onset,associated_with,Disease,Alzheimer's disease,早发性阿尔茨海默病与基因突变相关>
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
<Gene,PS2,increases_risk_of,Disease,Alzheimer's disease,PS2基因突变增加患阿尔茨海默病的风险>
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
<Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加患阿尔茨海默病的风险>
Protein,P2X7,upregulated_in,Disease,Alzheimer's disease,P2X7蛋白在阿尔茨海默病中上调
<Disease,Alzheimer's disease,affects,Brain_Region,neocortex,阿尔茨海默病会影响大脑新皮质区域>
Protein,amyloid-beta,leads_to,Pathological_Change,mitochondrial dysfunction,淀粉样蛋白导致线粒体功能障碍
Protein,tau,leads_to,Pathological_Change,mitochondrial Ca 2+ overload,tau蛋白导致线粒体钙超载
<Risk_Factor,diabetes,increases_risk_of,Disease,Alzheimer's disease,糖尿病是阿尔茨海默病的风险因素>
<Protein,NMDAR,affects,Pathological_Change,calcium influx,NMDAR蛋白影响钙离子内流>
Treatment,Mdivi1,enhances,Pathological_Change,mitochondrial biogenesis,Mdivi1可以增强线粒体生物合成
<Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,衰老是阿尔茨海默病的风险因素>
Treatment,resveratrol,reduces,Pathological_Change,oxidative stress,白藜芦醇可以减少氧化应激
Treatment,SS31,enhances,Pathological_Change,synaptic activity,SS31可以增强突触活动
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的主要症状
<Pathological_Change,neuronal loss,observed_in,Brain_Region,brain,神经元丢失在大脑中被观察到>
<Treatment,rivastigmine,treats,Disease,Alzheimer's disease,利斯的明用于治疗阿尔茨海默病>
<Treatment,memantine,treats,Disease,Alzheimer's disease,美金刚用于治疗阿尔茨海默病>
<Treatment,galantamine,treats,Disease,Alzheimer's disease,加兰他敏用于治疗阿尔茨海默病>
Treatment,Mdivi1,enhances,Pathological_Change,synaptic activity,Mdivi1可以增强突触活动
Treatment,melatonin,reduces,Pathological_Change,oxidative stress,褪黑激素可以减少氧化应激
Treatment,gene therapy,targets,Disease,Alzheimer's disease,基因疗法是阿尔茨海默病的潜在治疗方法
Treatment,SS31 combined with Mdivi1,enhances,Pathological_Change,mitochondrial biogenesis,SS31与Mdivi1联合使用可以增强线粒体生物合成
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐用于治疗阿尔茨海默病
Treatment,SS31,reduces,Pathological_Change,Aβ production,SS31可以减少淀粉样蛋白的产生
Protein,amyloid-beta,leads_to,Pathological_Change,mitochondrial Ca 2+ overload,淀粉样蛋白导致线粒体钙超载
<Gene,CALHM1,increases_risk_of,Disease,Alzheimer's disease,CALHM1基因多态性增加患阿尔茨海默病的风险>
Protein,Ca 2+,dysregulated_in,Disease,Alzheimer's disease,钙离子在阿尔茨海默病中失调
Protein,Ca 2+,increased_in,Cell_Type,neurons,神经元中钙离子水平增加
<Treatment,S107,targets,Protein,RyR,S107靶向兰尼碱受体>
<Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能>
<Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病会导致认知功能下降>
Protein,Ca 2+,regulated_by,Organelle,mitochondria,线粒体调节钙离子水平
Treatment,SS31 combined with Mdivi1,enhances,Pathological_Change,synaptic activity,SS31与Mdivi1联合使用可以增强突触活动
<Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域>
Protein,Ca 2+,increased_in,Cell_Type,microglia,微胶质细胞中钙离子水平增加
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
<Gene,PS1,increases_risk_of,Disease,Alzheimer's disease,PS1基因突变增加患阿尔茨海默病的风险>
Treatment,quercetin,reduces,Pathological_Change,oxidative stress,槲皮素可以减少氧化应激
Treatment,vitamin E,reduces,Pathological_Change,oxidative stress,维生素E可以减少氧化应激
<Pathological_Change,amyloid plaques,observed_in,Brain_Region,brain,淀粉样斑块在大脑中被观察到>
Treatment,Mdivi1,reduces,Pathological_Change,Aβ production,Mdivi1可以减少淀粉样蛋白的产生
Treatment,SS31,enhances,Pathological_Change,mitochondrial biogenesis,SS31可以增强线粒体生物合成
Protein,NLRP3,activated_by,Protein,amyloid-beta,淀粉样蛋白触发NLRP3蛋白的激活
Treatment,MitoQ,reduces,Pathological_Change,oxidative stress,MitoQ可以减少氧化应激
<Pathological_Change,neurofibrillary tangles,observed_in,Brain_Region,brain,神经纤维缠结在大脑中被观察到>
<Protein,CALHM1,affects,Pathological_Change,calcium dysregulation,CALHM1蛋白影响钙离子失调>
<Risk_Factor,obesity,increases_risk_of,Disease,Alzheimer's disease,肥胖是阿尔茨海默病的风险因素>
