Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,proteomics,investigates,Pathological_Change,synapse loss,蛋白质组学研究阿尔茨海默病中的突触丢失
Protein,APOE,affects,Pathological_Change,energy generation,APOE蛋白影响能量生成
Disease,Alzheimer's disease,affects,Pathological_Change,protein synthesis,阿尔茨海默病影响蛋白质合成
Disease,Alzheimer's disease,affects,Pathological_Change,aging,阿尔茨海默病影响衰老过程
Protein,FLNA,associated_with,Pathway,cell-adhesion,FLNA蛋白与细胞粘附相关
Protein,APOE,measured_by,Clinical_Test,PRM assay,APOE蛋白通过PRM分析测量
Disease,Alzheimer's disease,affects,Pathological_Change,insulin signaling regulation,阿尔茨海默病影响胰岛素信号调节
Disease,Alzheimer's disease,affects,Pathological_Change,mitochondrial dysfunction,阿尔茨海默病影响线粒体功能障碍
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Protein,tau,accumulates_in,Brain_Region,frontal cortex,tau蛋白在额叶皮层异常堆积
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,affects,Pathological_Change,mitochondrial proteins,阿尔茨海默病影响线粒体蛋白
Protein,BCL2L13,down-regulated_in,Brain_Region,medial temporal lobe,BCL2L13蛋白在内侧颞叶下调
Disease,Alzheimer's disease,has_research_method,Research_Method,proteome profiling,蛋白质组分析用于研究阿尔茨海默病的进展
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,tau protein deposition,阿尔茨海默病的主要病理特征之一是tau蛋白的沉积
Disease,Alzheimer's disease,affects,Pathological_Change,energy generation,阿尔茨海默病影响能量生成
Protein,FLNA,associated_with,Disease,Alzheimer's disease,FLNA蛋白与阿尔茨海默病相关
Protein,APOE,affects,Pathological_Change,programmed cell death,APOE蛋白影响程序性细胞死亡
Clinical_Stage,late stage,affects,Brain_Region,temporal cortex,阿尔茨海默病晚期阶段影响颞叶皮层
Protein,APP,constant_in,Disease,Alzheimer's disease,APP蛋白在阿尔茨海默病中保持稳定
Disease,Alzheimer's disease,affects,Pathological_Change,glucose pathways,阿尔茨海默病影响葡萄糖代谢途径
Protein,tau protein,accumulates_in,Brain_Region,hippocampus,tau蛋白在阿尔茨海默病进展中扩散至海马体
Pathological_Change,tau pathology,affects,Brain_Region,entorhinal cortex,tau病理改变影响内嗅皮层
