Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Research_Method,exosomal intervention,used_for,Treatment,Alzheimer's disease,外泌体干预用于阿尔茨海默病的治疗>
Biomarker,plasma exosomes,contains,Protein,Ab1-42,血浆外泌体中含有Ab1-42蛋白
Treatment,exosomes,enhances,Protein,GLT1 expression,外泌体增强GLT1蛋白的表达
Protein,exosomes,induces,Symptom,AD symptoms,外泌体可诱导动物模型出现阿尔茨海默病症状
<Gene,PS-1,associated_with,Disease,Alzheimer's disease,PS-1基因与阿尔茨海默病相关>
Biomarker,CSF exosomes,contains,Protein,Ab1-42,CSF外泌体中含有Ab1-42蛋白
Biomarker,CSF exosomes,contains,Protein,full-length tau,CSF外泌体中含有全长tau蛋白
<Protein,PAR-4,induces,Pathological_Change,astrocytic apoptosis,PAR-4蛋白诱导星形胶质细胞凋亡>
Biomarker,p-tau,transported_by,Protein,exosomes,p-tau可能通过外泌体传递到细胞外液
Biomarker,exosomes,contains,Protein,toxic proteins,外泌体中含有毒性蛋白质
Disease,Alzheimer's disease,has_biomarker,Biomarker,exosomes,外泌体作为阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_biomarker,Biomarker,CSF p-tau,CSF p-tau作为阿尔茨海默病的生物标志物
Treatment,exosomes,contains,Protein,cystatin C,外泌体中含有cystatin C蛋白
Research_Method,exosome-based models,improves,Clinical_Stage,early stage diagnosis,外泌体模型有助于提高阿尔茨海默病早期诊断的敏感性
<Clinical_Stage,Braak stages 0-2,associated_with,Biomarker,abnormal p-tau,Braak 0-2期与异常磷酸化tau蛋白相关>
Biomarker,Ab1-42,transported_by,Protein,exosomes,Ab1-42可能通过外泌体传递到细胞外液
Protein,exosomes,carries,Biomarker,specific microRNA,外泌体携带特定微小RNA
Clinical_Test,CSF analysis,detects,Biomarker,toxic proteins,脑脊液分析可检测有毒蛋白质
<Protein,tau protein,phosphorylated_in,Brain_Region,brain,tau蛋白在大脑中被磷酸化>
Treatment,exosome-based therapy,targets,Disease,Alzheimer's disease,外泌体治疗是阿尔茨海默病分子治疗的新热点
<Protein,p-tau,transported_by,Research_Method,exosomes,磷酸化tau蛋白通过外泌体运输>
<Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairments,阿尔茨海默病表现为认知障碍>
Treatment,exosomes,delivers,nucleic acid,siRNA,外泌体作为siRNA的载体
