Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,word expression difficulty,阿尔茨海默病患者可能出现词语表达困难
Disease,Alzheimer's disease,diagnosed_by,Clinical_Test,medical history,阿尔茨海默病的诊断依赖于完整的病史收集
Clinical_Test,NPI,evaluates,Clinical_Manifestation,behavioral and psychological symptoms,神经精神量表用于评估行为和心理症状
Disease,Alzheimer's disease,has_comorbidity,Disease,epilepsy,阿尔茨海默病患者常伴有癫痫
Clinical_Manifestation,visuospatial dysfunction,is_symptom_of,Disease,Alzheimer's disease,视觉空间功能障碍是阿尔茨海默病的症状之一
Clinical_Manifestation,language problems,is_symptom_of,Disease,Alzheimer's disease,语言问题是阿尔茨海默病的症状之一
Gene,PSEN1,is_associated_with,Disease,Alzheimer's disease,PSEN1基因与阿尔茨海默病相关
Risk_Factor,heredity,increases_risk_of,Disease,Alzheimer's disease,遗传是阿尔茨海默病的风险因素
Treatment,valproates,effects_uncertain,Symptom,BPSD,丙戊酸盐对改善阿尔茨海默病精神行为症状的效果尚不明确
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,ABC symptoms,阿尔茨海默病的诊断需要综合评估ABC症状
Disease,Alzheimer's disease,has_stage,Clinical_Stage,mild cognitive impairment,阿尔茨海默病包括轻度认知障碍阶段
Clinical_Manifestation,memory impairment,is_symptom_of,Disease,Alzheimer's disease,记忆障碍是阿尔茨海默病的症状之一
Gene,APP,is_associated_with,Disease,Alzheimer's disease,APP基因与阿尔茨海默病相关
Gene,APOE4,used_for,Diagnosis,Alzheimer's disease,载脂蛋白E e4基因筛查用于阿尔茨海默病诊断
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,decline in activities of daily living,阿尔茨海默病的临床表现包括日常生活活动能力下降
Risk_Factor,smoking,increases_risk_of,Disease,Alzheimer's disease,吸烟是阿尔茨海默病的风险因素
Treatment,electric shock therapy,improves,Symptom,cognitive function,电击疗法可以改善认知功能
Treatment,donepezil,improves,Symptom,depression,多奈哌齐改善阿尔茨海默病患者的抑郁症状
Treatment,donepezil,improves,Clinical_Manifestation,ADL,多奈哌齐改善阿尔茨海默病患者的日常生活能力
Treatment,repetitive transcranial magnetic stimulation,improves,Symptom,cognitive function,重复经颅磁刺激可以改善认知功能
Risk_Factor,lifestyle,increases_risk_of,Disease,Alzheimer's disease,生活方式是阿尔茨海默病的风险因素
Imaging_Method,MRI,used_for,Diagnosis,Alzheimer's disease,MRI结构成像用于辅助诊断阿尔茨海默病
Treatment,anti-depressants,used_for,Symptom,depression,抗抑郁药物用于治疗阿尔茨海默病患者的抑郁症状
Treatment,movement therapy,improves,Symptom,ABC symptoms,运动疗法可以改善ABC症状
Clinical_Manifestation,psychiatric and behavioral symptoms,is_symptom_of,Disease,Alzheimer's disease,精神和行为症状是阿尔茨海默病的症状之一
Treatment,heliotherapy,improves,Symptom,BPSD,日光疗法可以改善行为和心理症状
Treatment,memantine,used_with_caution_in,Disease,epilepsy,美金刚在癫痫患者中使用需谨慎
Risk_Factor,hyperglycemia,increases_risk_of,Disease,Alzheimer's disease,高血糖是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,behavioral abnormalities,阿尔茨海默病患者可能出现行为异常
Clinical_Test,ADL,evaluates,Clinical_Manifestation,activities of daily living,日常生活活动量表用于评估日常生活活动能力
Protein,tau,is_associated_with,Pathological_Change,neurofibrillary tangles,tau蛋白与神经纤维缠结相关
Treatment,memantine,improves,Symptom,cognitive impairment,美金刚改善阿尔茨海默病的认知障碍
Risk_Factor,environment,increases_risk_of,Disease,Alzheimer's disease,环境是阿尔茨海默病的风险因素
Treatment,cognitive stimulation,improves,Symptom,cognitive function,认知刺激可以改善认知功能
Risk_Factor,aging,increases_risk_of,Disease,Alzheimer's disease,年龄增长是阿尔茨海默病的风险因素
Treatment,photobiomodulation,improves,Symptom,cognitive function,光生物调节可以改善认知功能
Research_Method,focus group discussion,establishes,Clinical_Test,ABC management flowchart,焦点小组讨论用于建立ABC管理流程图
Treatment,benzodiazepines,used_with_caution_in,Disease,Alzheimer's disease,苯二氮卓类药物在阿尔茨海默病患者中使用需谨慎
Clinical_Manifestation,executive dysfunction,is_symptom_of,Disease,Alzheimer's disease,执行功能障碍是阿尔茨海默病的症状之一
Treatment,cognitive intervention,improves,Symptom,ABC symptoms,认知干预可以改善ABC症状
Disease,Alzheimer's disease,has_comorbidity,Disease,asthma,阿尔茨海默病患者常伴有哮喘
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,visuospatial dysfunction,阿尔茨海默病患者可能出现视觉空间功能障碍
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,indifference,阿尔茨海默病患者可能出现冷漠症状
Treatment,simulated presence therapy,improves,Symptom,BPSD,模拟存在疗法可以改善行为和心理症状
Treatment,transcranial direct-current stimulation,improves,Symptom,cognitive function,经颅直流电刺激可以改善认知功能
Treatment,music therapy,improves,Symptom,BPSD,音乐疗法可以改善行为和心理症状
Clinical_Manifestation,subjective cognitive decline,is_symptom_of,Disease,Alzheimer's disease,主观认知下降是阿尔茨海默病的症状之一
Imaging_Method,PET,used_for,Diagnosis,Alzheimer's disease,脑部正电子发射计算机断层扫描用于辅助诊断阿尔茨海默病
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive decline,阿尔茨海默病的主要临床表现之一是认知功能下降
Biomarker,tau,used_for,Diagnosis,Alzheimer's disease,tau蛋白生物标志物用于检测阿尔茨海默病病理
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,behavioral and psychological symptoms,阿尔茨海默病的临床表现包括行为和心理症状
Treatment,memantine,treats,Disease,Alzheimer's disease,美金刚用于治疗阿尔茨海默病
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,behavioral disinhibition,阿尔茨海默病患者可能出现行为失控
Imaging_Method,SPECT,used_for,Diagnosis,Alzheimer's disease,单光子发射计算机断层扫描用于辅助诊断阿尔茨海默病
Clinical_Stage,MCI,is_precursor_of,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前驱阶段
Treatment,validation therapy,improves,Symptom,BPSD,验证疗法可以改善行为和心理症状
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状之一是记忆力丧失
Disease,Alzheimer's disease,is_associated_with,Pathological_Change,neuroinflammation,阿尔茨海默病的病理改变包括神经炎症
Disease,Alzheimer's disease,is_associated_with,Pathological_Change,beta-amyloid deposition,阿尔茨海默病的病理改变包括β-淀粉样蛋白沉积
