Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,neuroticism,阿尔茨海默病的症状包括神经质
Protein,tau,aggregates_into,Pathological_Change,neurofibrillary tangles,tau蛋白聚集成神经纤维缠结
Research_Method,longitudinal study,analyzes,Clinical_Manifestation,cognitive change,纵向研究用于分析认知变化
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,tau deposition,阿尔茨海默病的病理改变包括tau蛋白沉积
Risk_Factor,conscientiousness,decreases_risk_of,Disease,Alzheimer's disease,尽责性是阿尔茨海默病的保护因素
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Clinical_Test,CSF,measures,Biomarker,Pittsburgh compound B,脑脊液检测用于测量匹兹堡化合物B水平
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,conscientiousness,阿尔茨海默病的症状包括尽责性
Clinical_Test,CDR-SB,evaluates,Clinical_Stage,disease progression,临床痴呆评定量表用于评估疾病进展
Clinical_Test,CSF,measures,Biomarker,p-tau,脑脊液检测用于测量磷酸化tau蛋白水平
Imaging_Method,PET,detects,Biomarker,total tau,正电子发射断层扫描用于检测总tau蛋白水平
Research_Method,LME,analyzes,Clinical_Manifestation,cognitive decline,线性混合效应模型用于分析认知衰退
Biomarker,cerebrospinal fluid tau,correlates_with,Symptom,neuroticism,脑脊液中的tau蛋白水平与神经质相关
Gene,APP,causes,Disease,autosomal dominant Alzheimer's disease,APP基因导致常染色体显性阿尔茨海默病
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Symptom,neuroticism,correlates_with,Clinical_Manifestation,cognitive decline,神经质与认知功能下降相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,p-tau,阿尔茨海默病的生物标志物包括磷酸化tau蛋白
Biomarker,cerebrospinal fluid tau,correlates_with,Symptom,conscientiousness,脑脊液中的tau蛋白水平与尽责性相关
Biomarker,tau,measured_in,Clinical_Test,CSF,tau蛋白生物标志物通过脑脊液检测
Research_Method,LME,analyzes,Clinical_Manifestation,personality traits,线性混合效应模型用于分析人格特质
Disease,Alzheimer's disease,has_biomarker,Biomarker,A42,阿尔茨海默病的生物标志物包括A42蛋白
Clinical_Test,EYO,evaluates,Clinical_Stage,disease progression,预计发病年龄用于评估疾病进展
Gene,PSEN1,causes,Disease,autosomal dominant Alzheimer's disease,PSEN1基因导致常染色体显性阿尔茨海默病
Imaging_Method,PET,detects,Biomarker,Pittsburgh compound B,正电子发射断层扫描用于检测匹兹堡化合物B水平
Research_Method,DIAN,studies,Disease,autosomal dominant Alzheimer's disease,显性遗传阿尔茨海默病网络研究常染色体显性阿尔茨海默病
Clinical_Test,Clinical Dementia Rating-Sum of Boxes,evaluates,Clinical_Manifestation,cognitive function,临床痴呆评定量表用于评估认知功能
Risk_Factor,mutation status,affects,Symptom,neuroticism,突变状态影响神经质水平
Biomarker,amyloid,measured_by,Imaging_Method,PET,淀粉样蛋白生物标志物通过正电子发射断层扫描测量
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病以神经纤维缠结为病理特征
Symptom,conscientiousness,correlates_with,Clinical_Manifestation,cognitive decline,尽责性与认知功能下降相关
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurodegeneration,阿尔茨海默病的病理改变包括神经退行性变
Clinical_Test,CSF,measures,Biomarker,total tau,脑脊液检测用于测量总tau蛋白水平
Imaging_Method,PET,detects,Biomarker,A42,正电子发射断层扫描用于检测A42蛋白水平
Gene,PSEN2,causes,Disease,autosomal dominant Alzheimer's disease,PSEN2基因导致常染色体显性阿尔茨海默病
Imaging_Method,PET,detects,Biomarker,amyloid,正电子发射断层扫描用于检测淀粉样蛋白生物标志物
Risk_Factor,low conscientiousness,increases_risk_of,Disease,Alzheimer's disease,低尽责性人格特质增加阿尔茨海默病风险
Risk_Factor,neuroticism,increases_risk_of,Disease,Alzheimer's disease,神经质是阿尔茨海默病的风险因素
Imaging_Method,PET,detects,Biomarker,p-tau,正电子发射断层扫描用于检测磷酸化tau蛋白水平
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid beta plaques,阿尔茨海默病以大脑中淀粉样蛋白斑块为病理特征
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_biomarker,Biomarker,total tau,阿尔茨海默病的生物标志物包括总tau蛋白
Protein,amyloid beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Risk_Factor,mutation status,affects,Symptom,conscientiousness,突变状态影响尽责性水平
Disease,Alzheimer's disease,has_biomarker,Biomarker,cerebrospinal fluid tau,阿尔茨海默病与脑脊液中的tau蛋白水平相关
Risk_Factor,neuroticism,increases_risk_of,Disease,Alzheimer's disease,神经质人格特质增加阿尔茨海默病风险
Clinical_Test,CSF,measures,Biomarker,A42,脑脊液检测用于测量A42蛋白水平
Disease,Alzheimer's disease,has_biomarker,Biomarker,Pittsburgh compound B,阿尔茨海默病的生物标志物包括匹兹堡化合物B
Clinical_Test,CDR,evaluates,Clinical_Stage,dementia severity,临床痴呆评定量表用于评估痴呆严重程度
Clinical_Stage,preclinical,precedes,Clinical_Stage,symptomatic,阿尔茨海默病临床前期早于症状期
