Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,QDPR,is_associated_with,Pathological_Change,cerebral atherosclerosis,QDPR蛋白与脑动脉粥样硬化相关
Protein,UBXN7,is_associated_with,Pathological_Change,cerebral atherosclerosis,UBXN7蛋白与脑动脉粥样硬化相关
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,dementia,痴呆是阿尔茨海默病的临床分期之一
Clinical_Test,brain autopsy,confirms,Pathological_Change,cerebral amyloid angiopathy (CAA),脑部尸检用于确认脑淀粉样血管病的存在
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,TDP-43,阿尔茨海默病与TDP-43蛋白异常相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,gross infarcts,阿尔茨海默病与脑大梗死相关
Pathological_Change,cerebral atherosclerosis,associated_with,Protein,oligodendrocyte markers,脑动脉粥样硬化与少突胶质细胞标志物相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,cerebral atherosclerosis,脑动脉粥样硬化是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,affects,Brain_Region,inferior temporal cortex,阿尔茨海默病会影响颞下皮层
Disease,Alzheimer's disease,associated_with,Pathological_Change,reduced synaptic signaling,阿尔茨海默病与突触信号减少相关
Clinical_Test,CERAD,assesses,Pathological_Change,neuritic plaques,CERAD评分用于评估神经炎性斑块的严重程度
Research_Method,WGCNA,analyzes,Protein,protein co-expression network,加权基因共表达网络分析用于分析蛋白质共表达网络
Imaging_Method,silver staining,detects,Pathological_Change,neurofibrillary tangles,银染色用于检测神经纤维缠结
Protein,NEFL,associated_with,Pathological_Change,cerebral atherosclerosis,NEFL蛋白与脑动脉粥样硬化相关
Pathological_Change,cerebral atherosclerosis,associated_with,Protein,myelination-related proteins,脑动脉粥样硬化与髓鞘形成相关蛋白质相关
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Lewy body,阿尔茨海默病与路易小体相关
Clinical_Test,Braak,assesses,Pathological_Change,neurofibrillary tangles,Braak评分用于评估神经纤维缠结的严重程度
Risk_Factor,smoking,increases_risk_of,Disease,Alzheimer's disease,吸烟是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,affects,Brain_Region,midfrontal cortex,阿尔茨海默病会影响中额叶皮层
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病与神经纤维缠结相关
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Disease,Alzheimer's disease,associated_with,Protein,NEFM,NEFM蛋白与阿尔茨海默病相关
Pathological_Change,cerebral atherosclerosis,associated_with,Clinical_Manifestation,cognitive decline,脑动脉粥样硬化与认知功能下降相关
Disease,Alzheimer's disease,has_clinical_stage,Clinical_Stage,mild cognitive impairment (MCI),轻度认知障碍是阿尔茨海默病的临床分期之一
Disease,Alzheimer's disease,associated_with,Pathological_Change,demyelination,阿尔茨海默病与脱髓鞘相关
Pathological_Change,cerebral atherosclerosis,contributes_to,Disease,Alzheimer's disease,脑动脉粥样硬化可能通过影响突触信号和髓鞘损伤导致阿尔茨海默病
Protein,NEFM,associated_with,Pathological_Change,cerebral atherosclerosis,NEFM蛋白与脑动脉粥样硬化相关
Protein,tau,forms,Pathological_Change,neurofibrillary tangles,tau蛋白形成神经纤维缠结
Protein,neurofibrillary tangles,accumulates_in,Brain_Region,brain,神经纤维缠结在大脑中异常堆积
Clinical_Test,brain autopsy,confirms,Pathological_Change,neurofibrillary tangles,脑部尸检用于确认神经纤维缠结的存在
Disease,Alzheimer's disease,affects,Brain_Region,angular gyrus,阿尔茨海默病会影响角回
Pathological_Change,cerebral atherosclerosis,associated_with,Clinical_Manifestation,white matter inflammation,脑动脉粥样硬化与白质炎症相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,cerebral atherosclerosis,阿尔茨海默病与脑动脉粥样硬化相关
Risk_Factor,vascular risk factors,contribute_to,Disease,Alzheimer's disease,血管风险因素是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,affects,Brain_Region,anterior cingulate cortex,阿尔茨海默病会影响前扣带皮层
Research_Method,CIBERSORT,estimates,Brain_Region,cell type composition,CIBERSORT用于估计脑组织中细胞类型的比例
Clinical_Test,brain autopsy,confirms,Pathological_Change,gross infarcts,脑部尸检用于确认大梗塞的存在
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Research_Method,proteomic analysis,identifies,Biomarker,protein co-expression modules,蛋白质组学分析用于识别蛋白质共表达模块
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病的病理特征包括淀粉样斑块
Risk_Factor,diabetes,increases_risk_of,Disease,Alzheimer's disease,糖尿病是阿尔茨海默病的风险因素
Clinical_Test,brain autopsy,confirms,Pathological_Change,cerebral atherosclerosis,脑部尸检用于确认脑动脉粥样硬化的存在
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,b-amyloid,阿尔茨海默病与β-淀粉样蛋白沉积相关
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病会影响内嗅皮层
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,hippocampal sclerosis,阿尔茨海默病与海马硬化相关
Protein,NEMF,is_associated_with,Pathological_Change,cerebral atherosclerosis,NEMF蛋白与脑动脉粥样硬化相关
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理特征包括神经纤维缠结
Protein,NEFL,associated_with,Pathological_Change,axonal injury,NEFL蛋白与轴突损伤相关
Disease,Alzheimer's disease,associated_with,Protein,NEFL,NEFL蛋白与阿尔茨海默病相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,neurofilament light (NEFL),神经丝轻链蛋白是阿尔茨海默病的生物标志物
Protein,b-amyloid,accumulates_in,Brain_Region,brain,β-淀粉样蛋白在大脑中异常堆积
Risk_Factor,cerebral atherosclerosis,contributes_to,Disease,Alzheimer's disease,脑动脉粥样硬化是阿尔茨海默病的风险因素
