Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,认知障碍是阿尔茨海默病的症状
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid plaques,阿尔茨海默病的病理改变包括淀粉样斑块的形成
Protein,APP,impairs,Clinical_Manifestation,axonal movement,过量的APP或beta-CTF会损害Rab5内体的轴突运输
Risk_Factor,HSV infection,increases_expression_of,Protein,APP,HSV感染会增加APP的表达
Treatment,Rab GTPase inhibitors,potential_treatment_for,Disease,Alzheimer's disease,Rab GTPase抑制剂可能成为阿尔茨海默病的治疗方法
Protein,amyloid-beta,derived_from,Protein,amyloid precursor protein,淀粉样蛋白由淀粉样前体蛋白切割产生
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,淀粉样蛋白是阿尔茨海默病的生物标志物
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,senile plaques,老年斑是阿尔茨海默病的病理改变
Disease,Alzheimer's disease,has_research_method,Research_Method,multi-omic network analysis,多组学网络分析用于阿尔茨海默病研究
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振检测脑萎缩
Disease,Alzheimer's disease,associated_with,Protein,TrkA,TrkA与阿尔茨海默病相关
Pathological_Change,APP trafficking,affects,Disease,Alzheimer's disease,淀粉样前体蛋白运输异常影响阿尔茨海默病的发展
Protein,amyloid precursor protein,up-regulated_by,Disease,Herpes simplex virus,单纯疱疹病毒感染上调淀粉样前体蛋白表达
Disease,Alzheimer's disease,associated_with,Protein,kinesin-1,驱动蛋白-1与阿尔茨海默病相关
Treatment,valacyclovir,treats,Disease,Alzheimer's disease,伐昔洛韦用于治疗阿尔茨海默病
Protein,APP,trafficked_by,Gene,Rab GTPases,淀粉样前体蛋白的运输由Rab GTPases基因调控
Imaging_Method,electron-microscopy,detects,Pathological_Change,viral particles,电子显微镜用于检测细胞内外的病毒颗粒
Disease,Alzheimer's disease,associated_with,Risk_Factor,Herpes simplex virus,单纯疱疹病毒再激活与阿尔茨海默病相关
Disease,Alzheimer's disease,involves,Protein,APP,阿尔茨海默病涉及淀粉样前体蛋白
Clinical_Test,PCR,detects,Biomarker,HSV DNA,PCR检测单纯疱疹病毒DNA
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病风险
Protein,APP,resides_in,Brain_Region,endosomes,APP蛋白存在于轴突的Rab5阳性内体中
Disease,Alzheimer's disease,affects,Brain_Region,temporal lobe,阿尔茨海默病影响颞叶
Gene,Rab GTPases,regulates,Pathological_Change,APP trafficking,Rab GTPases基因调控淀粉样前体蛋白的运输过程
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理改变包括神经纤维缠结的形成
Research_Method,knock-down,affects,Protein,Rab proteins,敲低实验显示Rab蛋白在HSV生命周期中的作用
Research_Method,Western blot,detects,Protein,APP,Western blot用于检测APP蛋白的表达
Protein,Rab GTPases,regulates,Pathological_Change,membrane trafficking,Rab GTPases调节膜运输
Disease,Alzheimer's disease,has_biomarker,Protein,APP,阿尔茨海默病的生物标志物之一是APP蛋白
