Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,affects,Brain_Region,anterior cingulate,阿尔茨海默病影响前扣带回功能
Clinical_Test,RAVLT,measures,Clinical_Manifestation,memory performance,雷伊听觉词语学习测试用于测量记忆表现
Research_Method,Spearman correlation,evaluates,Clinical_Manifestation,correlations,斯皮尔曼相关用于评估相关性
Disease,Alzheimer's disease,has_symptom,Symptom,episodic memory deficits,阿尔茨海默病的早期症状包括情景记忆缺陷
Clinical_Stage,O-LOAD,exhibits,Clinical_Manifestation,process score impairments,晚发性阿尔茨海默病表现出过程评分损害
Disease,Alzheimer's disease,has_symptom,Symptom,memory difficulties,阿尔茨海默病的症状包括记忆困难
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,family history of AD,家族史是阿尔茨海默病的风险因素
Brain_Region,posterior cingulate,affected_by,Pathological_Change,amyloid deposition,后扣带回区域受到淀粉样蛋白沉积的影响
Disease,Alzheimer's disease,affects,Brain_Region,prefrontal cortex,阿尔茨海默病影响前额叶皮层功能
Disease,O-LOAD,has_symptom,Clinical_Manifestation,poorer delayed recall,O-LOAD患者在延迟回忆任务中表现较差
Clinical_Test,BDI-II,assesses,Clinical_Manifestation,depressive symptoms,贝克抑郁量表用于评估抑郁症状
Clinical_Stage,O-LOAD,shows,Clinical_Manifestation,early cognitive decline,晚发性阿尔茨海默病表现出早期认知下降
Clinical_Test,Verbal Fluency,measures,Clinical_Manifestation,executive function,言语流畅性测试用于测量执行功能
Clinical_Test,TMT,measures,Clinical_Manifestation,cognitive flexibility,连线测试用于测量认知灵活性
Brain_Region,temporal areas,affected_by,Pathological_Change,amyloid deposition,颞叶区域受到淀粉样蛋白沉积的影响
Research_Method,process-approach analysis,assesses,Clinical_Manifestation,executive processing,过程分析方法用于评估执行处理能力
Disease,Alzheimer's disease,affects,Brain_Region,parietal regions,阿尔茨海默病影响顶叶区域功能
Disease,Alzheimer's disease,associated_with,Clinical_Stage,mild cognitive impairment,阿尔茨海默病与轻度认知障碍相关
Disease,Alzheimer's disease,associated_with,Clinical_Stage,moderate AD,阿尔茨海默病与中度阿尔茨海默病相关
Clinical_Stage,O-LOAD,shows,Clinical_Manifestation,cognitive markers,晚发性阿尔茨海默病表现出认知标志物
Disease,O-LOAD,has_symptom,Clinical_Manifestation,poorer recognition,O-LOAD患者在识别任务中表现较差
Clinical_Test,Stroop Word-Color trial,correlates_with,Clinical_Manifestation,RAVLT List B,Stroop Word-Color测试与RAVLT List B呈正相关
Clinical_Stage,O-LOAD,has,Clinical_Manifestation,executive processes underlying cognitive functions,晚发性阿尔茨海默病表现出认知功能背后的执行过程
Disease,Alzheimer's disease,associated_with,Pathological_Change,decreased cortical thickness,阿尔茨海默病与皮质厚度减少相关
Clinical_Stage,O-LOAD,has,Clinical_Manifestation,proactive and retroactive interference,晚发性阿尔茨海默病表现出前摄和倒摄干扰
Clinical_Stage,O-LOAD,has,Clinical_Manifestation,reduced encoding and retrieval scores,晚发性阿尔茨海默病表现出编码和检索分数降低
Clinical_Stage,O-LOAD,exhibits,Clinical_Manifestation,switching errors,晚发性阿尔茨海默病表现出切换错误
Disease,Alzheimer's disease,affects,Brain_Region,subcortical structures,阿尔茨海默病影响皮层下结构功能
Clinical_Test,WAT-BA,estimates,Clinical_Manifestation,premorbid intelligence,词汇联想测试用于估计病前智力
Clinical_Stage,O-LOAD,exhibits,Clinical_Manifestation,executive deficits,晚发性阿尔茨海默病表现出执行功能缺陷
Clinical_Test,Trail Making Test B,measures,Clinical_Manifestation,mental switching,连线测试B用于测量心理转换能力
Disease,Alzheimer's disease,has_symptom,Symptom,executive dysfunction,阿尔茨海默病的症状包括执行功能障碍
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Clinical_Test,Stroop Word-Color trial,correlates_with,Clinical_Manifestation,RAVLT learning curve,Stroop Word-Color测试与RAVLT学习曲线呈正相关
Disease,Alzheimer's disease,affects,Brain_Region,thalamic pathways,阿尔茨海默病影响丘脑通路功能
Disease,Alzheimer's disease,associated_with,Pathological_Change,abnormal cerebral metabolism,阿尔茨海默病与脑代谢异常相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状之一是记忆力丧失
Brain_Region,prefrontal cortex,affected_by,Pathological_Change,amyloid deposition,前额叶皮层受到淀粉样蛋白沉积的影响
Clinical_Test,Design Fluency,measures,Clinical_Manifestation,executive function,设计流畅性测试用于测量执行功能
Research_Method,t-test,compares,Clinical_Manifestation,group differences,t检验用于比较组间差异
Research_Method,FDR correction,adjusts,Clinical_Manifestation,multiple comparisons,FDR校正用于调整多重比较
Clinical_Stage,O-LOAD,shows,Clinical_Manifestation,anterograde memory deficits,晚发性阿尔茨海默病表现出顺行性记忆缺陷
Clinical_Test,Stroop Word-Color condition,measures,Clinical_Manifestation,interference effects,斯特鲁普词色条件测试用于测量干扰效应
Clinical_Stage,O-LOAD,shows,Clinical_Manifestation,interference effects,晚发性阿尔茨海默病显示出干扰效应
Clinical_Stage,O-LOAD,shows,Clinical_Manifestation,early executive changes,晚发性阿尔茨海默病表现出早期执行功能变化
Clinical_Test,Stroop Word-Color trial,correlates_with,Clinical_Manifestation,RAVLT delayed recall,Stroop Word-Color测试与RAVLT延迟回忆呈正相关
Clinical_Stage,O-LOAD,exhibits,Clinical_Manifestation,inhibitory process impairments,晚发性阿尔茨海默病表现出抑制过程损害
Disease,Alzheimer's disease,associated_with,Pathological_Change,amyloid deposition,阿尔茨海默病与淀粉样蛋白沉积相关
