Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,neuropsychological scores,evaluates,Clinical_Manifestation,cognitive function,神经心理学评分用于评估认知功能
Research_Method,Wilcoxon signed-rank test,compares,Clinical_Test,neuropsychological scores,Wilcoxon符号秩检验用于比较神经心理学评分
Disease,Alzheimer's disease,has_treatment,Treatment,sonication,超声治疗用于阿尔茨海默病
Treatment,focused ultrasound,reduces,Biomarker,amyloid levels,聚焦超声可以减少淀粉样蛋白水平
Clinical_Stage,mild AD,is_stage_of,Disease,Alzheimer's disease,轻度AD是阿尔茨海默病的一个阶段
Clinical_Stage,mild AD,is_stage_of,Disease,Alzheimer's disease,轻度阿尔茨海默病是疾病的一个分期
Imaging_Method,amyloid PET,detects,Biomarker,amyloid burden,淀粉样蛋白PET用于检测淀粉样蛋白负荷
Imaging_Method,T1-weighted MRI,detects,Pathological_Change,BBB disruption,T1加权MRI用于检测血脑屏障破坏情况
Treatment,ultrasound device,disrupts,Pathological_Change,blood-brain barrier,超声设备用于暂时破坏血脑屏障
Clinical_Test,Prax,evaluates,Clinical_Manifestation,praxis,实践测试用于评估实践能力
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Clinical_Test,TMT,evaluates,Clinical_Manifestation,cognitive function,轨迹制作测试用于评估认知功能
Clinical_Test,cerebrospinal fluid test,detects,Biomarker,ptau/Aβ1-42,脑脊液检测用于确认阿尔茨海默病的诊断
Clinical_Test,FDG PET,measures,Biomarker,glucose metabolism,FDG PET用于测量葡萄糖代谢
Clinical_Test,Cat,evaluates,Clinical_Manifestation,categorization,分类测试用于评估分类能力
Clinical_Test,PET,measures,Biomarker,amyloid,PET用于测量淀粉样蛋白水平
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Imaging_Method,FDG PET,measures,Biomarker,glucose metabolism,FDG PET用于测量葡萄糖代谢
Clinical_Manifestation,cognitive decline,is_associated_with,Disease,Alzheimer's disease,认知下降与阿尔茨海默病相关
Clinical_Test,FAB,evaluates,Clinical_Manifestation,frontal lobe function,额叶评估电池用于评估额叶功能
Clinical_Test,DelTR,evaluates,Clinical_Manifestation,memory,延迟总回忆测试用于评估记忆能力
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐用于治疗阿尔茨海默病
Clinical_Test,MMSE,evaluates,Clinical_Manifestation,cognitive function,简易精神状态检查用于评估认知功能
Treatment,ultrasound device,reduces,Protein,amyloid-beta,超声设备可减少淀粉样蛋白的积累
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Treatment,SonoCloud-1,disrupts,Pathological_Change,BBB,SonoCloud-1用于破坏血脑屏障
Imaging_Method,PET,detects,Biomarker,amyloid,PET成像用于检测淀粉样蛋白水平
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid,阿尔茨海默病与淀粉样蛋白相关
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会导致海马体区域受损
Clinical_Test,18 F-florbetapir PET,measures,Biomarker,amyloid,18 F-florbetapir PET用于测量淀粉样蛋白水平
Research_Method,clinical trial,investigates,Treatment,ultrasound device,临床试验研究超声设备的安全性和有效性
Clinical_Test,intr,evaluates,Clinical_Manifestation,intrusions,侵入测试用于评估侵入症状
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,age,年龄是阿尔茨海默病的风险因素
Clinical_Test,MADRS,evaluates,Clinical_Manifestation,depression,蒙哥马利-阿斯伯格抑郁评定量表用于评估抑郁症状
Treatment,microbubbles,enhances,Treatment,ultrasound device,微气泡增强超声设备的血脑屏障破坏效果
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩
Clinical_Test,FR,evaluates,Clinical_Manifestation,memory,自由回忆测试用于评估记忆能力
Treatment,ultrasound device,reduces,Protein,tau,超声设备可减少tau蛋白的病理改变
Brain_Region,supramarginal gyrus,is_affected_by,Disease,Alzheimer's disease,阿尔茨海默病会影响缘上回
Clinical_Test,STAI,evaluates,Clinical_Manifestation,anxiety,状态-特质焦虑量表用于评估焦虑症状
Clinical_Test,18 F-fluorodeoxyglucose PET,measures,Biomarker,glucose metabolism,18 F-fluorodeoxyglucose PET用于测量脑葡萄糖代谢
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Clinical_Test,CDR-SB,evaluates,Clinical_Stage,dementia severity,临床痴呆评定量表用于评估痴呆严重程度
Clinical_Test,TR,evaluates,Clinical_Manifestation,memory,总回忆测试用于评估记忆能力
Clinical_Test,DelFR,evaluates,Clinical_Manifestation,memory,延迟自由回忆测试用于评估记忆能力
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中形成神经纤维缠结
Pathological_Change,microbleed,is_associated_with,Clinical_Manifestation,delirium,微出血与谵妄相关
Clinical_Test,Lit,evaluates,Clinical_Manifestation,literal comprehension,字面理解测试用于评估字面理解能力
Risk_Factor,education,influences,Disease,Alzheimer's disease,教育水平影响阿尔茨海默病的风险
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,记忆力丧失是阿尔茨海默病的主要症状
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Brain_Region,left supramarginal gyrus,targeted_by,Treatment,ultrasound device,超声设备靶向左缘上回区域
