Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,open-field test,evaluates,Clinical_Manifestation,emotional behavior,开放场测试评估情绪行为
Clinical_Test,MWM,evaluates,Clinical_Manifestation,spatial learning,水迷宫测试用于评估空间学习能力
Clinical_Test,EPM,evaluates,Clinical_Manifestation,emotional behavior,高架十字迷宫测试用于评估情绪行为
Pathological_Change,amyloid plaques,forms_in,Brain_Region,brain,淀粉样斑块在大脑中形成
Brain_Region,entorhinal cortex,affected_by,Disease,Alzheimer's disease,内嗅皮层受阿尔茨海默病影响
Treatment,quercetin,prevents,Pathological_Change,tauopathy,槲皮素预防tau病变
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Protein,amyloid-beta,accumulates_in,Brain_Region,entorhinal cortex,淀粉样蛋白在内嗅皮层区域异常堆积
Protein,phospho-PHF-tau,accumulates_in,Brain_Region,hippocampus,磷酸化tau蛋白在海马体区域异常堆积
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory impairment,阿尔茨海默病的症状包括记忆障碍
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病会影响内嗅皮层区域
Clinical_Test,OP,evaluates,Clinical_Manifestation,emotional behavior,开放场测试用于评估情绪行为
Treatment,quercetin,improves,Clinical_Manifestation,emotional behavior,槲皮素可以改善情绪行为
Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄是阿尔茨海默病的风险因素
Protein,phospho-PHF-tau,accumulates_in,Brain_Region,amygdala,磷酸化tau蛋白在杏仁核区域异常堆积
Gene,tau p301L,associated_with,Disease,Alzheimer's disease,tau p301L基因与阿尔茨海默病相关
Gene,PS1 M146V,associated_with,Disease,Alzheimer's disease,PS1 M146V基因与阿尔茨海默病相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive impairment,阿尔茨海默病会导致认知功能障碍
Research_Method,histological analysis,analyzes,Pathological_Change,neurodegeneration markers,组织学分析用于分析神经退行性标志物
Treatment,quercetin,administered_by,Research_Method,IP injection,槲皮素通过腹腔注射给药
Treatment,quercetin,has_side_effect,Clinical_Manifestation,breast cancer susceptibility,槲皮素可能增加乳腺癌易感性
Treatment,quercetin,prevents,Pathological_Change,hyperphosphorylation of tau,槲皮素可以预防tau蛋白的过度磷酸化
Gene,APP swe,associated_with,Disease,Alzheimer's disease,APP swe基因与阿尔茨海默病相关
Protein,phospho-PHF-tau,accumulates_in,Brain_Region,entorhinal cortex,磷酸化tau蛋白在内嗅皮层区域异常堆积
Treatment,quercetin,prevents,Pathological_Change,β-amyloidosis,槲皮素预防β淀粉样病变
Brain_Region,hippocampus,affected_by,Disease,Alzheimer's disease,海马体受阿尔茨海默病影响
Protein,tau,forms,Pathological_Change,PHF,tau蛋白会形成神经纤维缠结
Protein,amyloid-beta,accumulates_in,Brain_Region,hippocampus,淀粉样蛋白在海马体区域异常堆积
Disease,Alzheimer's disease,is_type_of,Disease,dementia,阿尔茨海默病是痴呆症的一种类型
Research_Method,immunohistochemistry,detects,Protein,amyloid-beta,免疫组化方法用于检测淀粉样蛋白
Research_Method,behavioral analysis,analyzes,Clinical_Manifestation,cognitive and emotional deficits,行为分析用于分析认知和情绪缺陷
Clinical_Test,elevated plus maze,evaluates,Clinical_Manifestation,emotional behavior,高架十字迷宫评估情绪行为
Pathological_Change,neurofibrillary tangles,forms_in,Brain_Region,brain,神经纤维缠结在大脑中形成
Clinical_Test,Morris Water Maze,evaluates,Clinical_Manifestation,spatial learning,莫里斯水迷宫用于评估空间学习能力
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Treatment,quercetin,improves,Clinical_Manifestation,spatial learning,槲皮素可以改善空间学习能力
Treatment,quercetin,prevents,Pathological_Change,amyloid aggregation,槲皮素可以预防淀粉样蛋白聚集
Treatment,quercetin,administered_by,Research_Method,oral administration,槲皮素通过口服给药
Treatment,quercetin,has_side_effect,Clinical_Manifestation,renal damage,槲皮素可能导致肾脏损伤
Protein,beta amyloid,accumulates_in,Brain_Region,brain,β淀粉样蛋白在大脑中积累
Disease,Alzheimer's disease,affects,Brain_Region,amygdala,阿尔茨海默病会影响杏仁核区域
Protein,tau,hyperphosphorylates_in,Brain_Region,brain,tau蛋白在大脑中过度磷酸化
Protein,amyloid-beta,accumulates_in,Brain_Region,amygdala,淀粉样蛋白在杏仁核区域异常堆积
Brain_Region,amygdala,involved_in,Clinical_Manifestation,emotional memory,杏仁核参与情绪记忆
Research_Method,in vitro study,demonstrates,Effect,neuroprotection,体外研究表明槲皮素具有神经保护作用
Brain_Region,amygdala,affected_by,Disease,Alzheimer's disease,杏仁核受阿尔茨海默病影响
Risk_Factor,increasing age,increases_risk_of,Disease,Alzheimer's disease,年龄增长是阿尔茨海默病的风险因素
Research_Method,immunohistochemistry,detects,Protein,phospho-PHF-tau,免疫组化方法用于检测磷酸化tau蛋白
Treatment,quercetin,improves,Clinical_Manifestation,learning performance,槲皮素可以改善学习表现
Clinical_Test,EPM,evaluates,Clinical_Manifestation,anxiolytic activity,高架十字迷宫用于评估抗焦虑活性
Brain_Region,entorhinal cortex,involved_in,Clinical_Manifestation,memory consolidation,内嗅皮层参与记忆巩固
Treatment,quercetin,prevents,Pathological_Change,β-amyloid plaques,槲皮素可以预防β-淀粉样斑块的形成
Treatment,quercetin,improves,Clinical_Manifestation,cognitive function,槲皮素改善认知功能
Clinical_Test,Morris water maze,evaluates,Clinical_Manifestation,learning process,莫里斯水迷宫评估学习过程
