Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Clinical_Test,%CV,measures,Biomarker,vitamin B5,%CV用于测量维生素B5的重复性
Disease,Alzheimer's disease,affects,Brain_Region,cerebellum,阿尔茨海默病会影响小脑区域
Disease,Alzheimer's disease,affects,Brain_Region,sensory cortex,阿尔茨海默病会影响感觉皮层
Disease,Alzheimer's disease,affects,Brain_Region,motor cortex,阿尔茨海默病会影响运动皮层
Biomarker,vitamin B5,measured_in,Brain_Region,human brain,维生素B5在人脑中的浓度被测量
Disease,Alzheimer's disease,affects,Brain_Region,motor cortex,阿尔茨海默病会影响运动皮层区域
Research_Method,ROC curve,evaluates,Biomarker,vitamin B5,ROC曲线用于评估维生素B5的诊断价值
Gene,PANK2,regulates,Biomarker,vitamin B5,PANK2基因调控维生素B5的利用
Disease,Alzheimer's disease,affects,Brain_Region,cerebellum,阿尔茨海默病会影响小脑
Biomarker,vitamin B5,is_transported_by,Protein,SLC5A6,维生素B5通过SLC5A6转运蛋白进入脑内
Treatment,vitamin B5,potentially_reverses,Disease,Alzheimer's disease,维生素B5可能在早期阶段逆转阿尔茨海默病
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,senile plaques,阿尔茨海默病的病理特征包括老年斑
Disease,Alzheimer's disease,affects,Brain_Region,middle temporal gyrus,阿尔茨海默病会影响中颞回区域
Clinical_Manifestation,memory loss,is_symptom_of,Disease,Alzheimer's disease,记忆力丧失是阿尔茨海默病的症状之一
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,dementia,阿尔茨海默病的主要症状之一是痴呆
Biomarker,vitamin B5,correlates_with,Pathological_Change,neurodegeneration,维生素B5水平与神经退行性病变相关
Treatment,vitamin B5 supplementation,potentially_reverses,Disease,Alzheimer's disease,补充维生素B5可能逆转阿尔茨海默病的病理过程
Biomarker,vitamin B5,deficient_in,Disease,Alzheimer's disease,阿尔茨海默病患者大脑中维生素B5水平普遍缺乏
Protein,CAT,is_reduced_in,Disease,Alzheimer's disease,阿尔茨海默病患者脑内CAT活性降低
Research_Method,gas chromatography-mass spectrometry,measures,Biomarker,vitamin B5,气相色谱-质谱法用于测量维生素B5浓度
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Clinical_Test,vitamin B5 concentration,evaluates,Disease,Alzheimer's disease,维生素B5浓度用于评估阿尔茨海默病
Biomarker,vitamin B5,precursor_of,Protein,acetyl-CoA,维生素B5是乙酰辅酶A的前体
Protein,acetyl-CoA,involved_in,Pathological_Change,myelin synthesis,乙酰辅酶A参与髓鞘合成
Protein,PDH,is_reduced_in,Disease,Alzheimer's disease,阿尔茨海默病患者脑内PDH活性降低
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病会影响内嗅皮层
Disease,Alzheimer's disease,affects,Brain_Region,sensory cortex,阿尔茨海默病会影响感觉皮层区域
Pathological_Change,brain atrophy,is_linked_to,Disease,Alzheimer's disease,脑萎缩与阿尔茨海默病相关
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,age,年龄是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理特征包括神经纤维缠结
Disease,Alzheimer's disease,affects,Brain_Region,cingulate gyrus,阿尔茨海默病会影响扣带回
Gene,PANK2,encodes,Protein,pantothenate kinase,PANK2基因编码泛酸激酶
Protein,acetyl-CoA,is_affected_by,Biomarker,vitamin B5,乙酰辅酶A的生成受维生素B5水平影响
Disease,Alzheimer's disease,affects,Brain_Region,middle temporal gyrus,阿尔茨海默病会影响颞中回
Research_Method,receiver-operating characteristic curve,analyzes,Biomarker,vitamin B5,受试者工作特征曲线用于分析维生素B5在所有脑样本中的表现
Protein,acetyl-CoA,involved_in,Pathological_Change,neurotransmitter synthesis,乙酰辅酶A参与神经递质合成
Biomarker,vitamin B5,decreases_in,Disease,Alzheimer's disease,阿尔茨海默病患者脑内维生素B5水平显著降低
Risk_Factor,vitamin B5 deficiency,contributes_to,Disease,Alzheimer's disease,维生素B5缺乏可能增加阿尔茨海默病的风险
Research_Method,two-tailed t-tests,calculates,Biomarker,vitamin B5,双尾t检验用于计算维生素B5浓度的统计显著性
Clinical_Stage,Braak stage IV,indicates,Disease,Alzheimer's disease,Braak IV期表明阿尔茨海默病的严重程度
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病会影响内嗅皮层区域
Research_Method,calibration curve,determines,Biomarker,vitamin B5,校准曲线用于确定维生素B5的浓度
Disease,Alzheimer's disease,affects,Brain_Region,cingulate gyrus,阿尔茨海默病会影响扣带回区域
