Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,language disorder,阿尔茨海默病表现为语言障碍
Research_Method,circRNA-miRNA-mRNA network construction,identifies,miRNA,AD risk miRNA,circRNA-miRNA-mRNA网络构建识别出AD风险miRNA
Gene,KIAA1586,acts_as,Biomarker,circRNA,KIAA1586基因作为circRNA生物标志物
Research_Method,circRNA-miRNA-mRNA network construction,identifies,circRNA,AD risk circRNA,circRNA-miRNA-mRNA网络构建识别出AD风险circRNA
Research_Method,differential expression analysis,identifies,Gene,CDEGs,差异表达分析识别出差异表达基因
Disease,Alzheimer's disease,affects,Brain_Region,posterior cingulate,阿尔茨海默病影响后扣带回
Disease,Alzheimer's disease,affects,Brain_Region,primary visual cortex,阿尔茨海默病影响初级视觉皮层
Database,GeneCards,provides_data_for,miRNA,AD-associated miRNAs,GeneCards数据库提供AD相关miRNA数据
Research_Method,function enrichment analysis,explores,Gene,biological functions,功能富集分析探索基因的生物学功能
Disease,Alzheimer's disease,has_risk_factor,Gene,KIAA1586,KIAA1586的异常表达是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,is_leading_cause_of,Clinical_Manifestation,death,阿尔茨海默病是美国十大主要死亡原因之一
Disease,Alzheimer's disease,affects,Brain_Region,medial temporal gyrus,阿尔茨海默病影响颞中回
Network,ADcirCeNET,includes,miRNA,hsa-miR-15a,AD相关的circRNA-ceRNA网络包括hsa-miR-15a
Disease,Alzheimer's disease,is_type_of,Disease,dementia,阿尔茨海默病是痴呆症的一种常见形式
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,progressive memory disorder,阿尔茨海默病表现为进行性记忆障碍
Disease,Alzheimer's disease,is_type_of,Disease,dementia,阿尔茨海默病是痴呆症的一种类型
Biomarker,circRNA KIAA1586,binds_to,miRNA,hsa-miR-101,circRNA KIAA1586结合hsa-miR-101
Network,ADcirCeNET,includes,Biomarker,circRNA KIAA1586,AD相关的circRNA-ceRNA网络包括circRNA KIAA1586
Biomarker,circRNA KIAA1586,binds_to,miRNA,hsa-miR-29b,circRNA KIAA1586结合hsa-miR-29b
Research_Method,differential expression analysis,identifies,miRNA,DEmiRs,差异表达分析识别出差异表达miRNA
Gene,KIAA1586,affects,Pathological_Change,AD-related biological processes,KIAA1586的异常表达影响阿尔茨海默病相关生物过程
Research_Method,circRNA-miRNA-mRNA network construction,identifies,mRNA,AD risk mRNA,circRNA-miRNA-mRNA网络构建识别出AD风险mRNA
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,personality change,阿尔茨海默病表现为人格改变
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病影响海马体
Database,GeneCards,provides_data_for,Gene,AD-associated genes,GeneCards数据库提供AD相关基因数据
Database,Gene Expression Omnibus,provides_data_for,Research_Method,differential expression analysis,GEO数据库为差异表达分析提供数据
Research_Method,empirical Bayes method,identifies,miRNA,DEmiRs,经验贝叶斯方法用于识别差异表达miRNA
Gene,KIAA1586,potential_biomarker_for,Disease,Alzheimer's disease,KIAA1586可能作为阿尔茨海默病的生物标志物
Database,RAID,provides_data_for,Research_Method,circRNA-miRNA-mRNA network construction,RAID数据库为circRNA-miRNA-mRNA网络构建提供数据
Network,ADcirCeNET,includes,miRNA,hsa-miR-101,AD相关的circRNA-ceRNA网络包括hsa-miR-101
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,cognitive dysfunction,阿尔茨海默病表现为认知功能障碍
Research_Method,meta-analysis,identifies,Gene,CDEGs,meta-analysis用于识别一致差异表达基因
Gene,KIAA1586,potential_therapeutic_target_for,Disease,Alzheimer's disease,KIAA1586可能作为阿尔茨海默病的治疗靶点
Disease,Alzheimer's disease,associated_with,Protein,APP,淀粉样前体蛋白与阿尔茨海默病密切相关
Disease,Alzheimer's disease,leads_to,Clinical_Manifestation,daily activity impairment,阿尔茨海默病导致日常活动能力受损
Gene,KIAA1586,interacts_with,miRNA,hsa-miR-101,KIAA1586与hsa-miR-101相互作用
Biomarker,circRNA KIAA1586,is_associated_with,Disease,Alzheimer's disease,circRNA KIAA1586与阿尔茨海默病相关
Disease,Alzheimer's disease,associated_with,Protein,amyloid beta,淀粉样蛋白与阿尔茨海默病密切相关
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病影响内嗅皮层
Gene,KIAA1586,interacts_with,miRNA,hsa-miR-15a,KIAA1586与hsa-miR-15a相互作用
Research_Method,GO function enrichment analysis,analyzes,Gene,KIAA1586,GO功能富集分析用于分析KIAA1586相关基因的功能
Disease,Alzheimer's disease,associated_with,Gene,KIAA1586,circRNA KIAA1586与阿尔茨海默病相关
Gene,KIAA1586,interacts_with,miRNA,hsa-miR-29b,KIAA1586与hsa-miR-29b相互作用
Research_Method,system biology method,constructs,Network,cirCeNET,系统生物学方法用于构建circRNA相关的ceRNA网络
Gene,MAPT,produces,Protein,Tau,MAPT基因产生微管相关蛋白Tau
Biomarker,circRNA KIAA1586,binds_to,miRNA,hsa-miR-15a,circRNA KIAA1586结合hsa-miR-15a
Biomarker,ciRS-7,deficiency_increases,miRNA,miR-7,ciRS-7缺乏增加miR-7的表达
Network,ADcirCeNET,includes,miRNA,hsa-miR-29b,AD相关的circRNA-ceRNA网络包括hsa-miR-29b
Disease,Alzheimer's disease,affects,Brain_Region,superior frontal gyrus,阿尔茨海默病影响额上回
