Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Protein,proteasome,decreases_in_activity,Disease,Alzheimer's disease,阿尔茨海默病中蛋白酶体活性降低
Protein,20S catalytic core,has_activity,Biomarker,chymotrypsin-like activity,20S催化核心具有胰凝乳蛋白酶样活性
Protein,Uch-L1,reduces,Protein,amyloid-beta,Uch-L1减少淀粉样蛋白生成
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,amyloid β plaques,阿尔茨海默病大脑中会出现淀粉样β斑块
Protein,Fbx2,reduces,Pathological_Change,BACE1 expression,Fbx2减少BACE1表达
Treatment,cilostazol,reduces,Pathological_Change,phosphorylated tau forms,西洛他唑减少磷酸化tau形式
Treatment,epoxomycin,inhibits,Protein,proteasome,环氧霉素抑制蛋白酶体活性
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Protein,26S proteasome,degrades,Protein,tau,26S蛋白酶体降解tau蛋白
Risk_Factor,insulin resistance,contributes_to,Disease,Alzheimer's disease,胰岛素抵抗是阿尔茨海默病的风险因素
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,phosphorylated tau tangles,阿尔茨海默病大脑中会出现磷酸化tau蛋白缠结
Research_Method,postmortem brain samples,studies,Disease,Alzheimer's disease,尸检脑样本用于研究阿尔茨海默病
Research_Method,clinical trials,targets,Protein,amyloid-beta,临床试验旨在减少淀粉样蛋白水平
Protein,NMDA receptors,decreases_in,Pathological_Change,synaptic dysfunction,NMDA受体减少导致突触功能障碍
Risk_Factor,inflammation,contributes_to,Disease,Alzheimer's disease,炎症是阿尔茨海默病的风险因素
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Clinical_Test,behavioral assessments,used_to_evaluate,Clinical_Manifestation,spatial learning,行为评估用于评估空间学习能力
Protein,immunoproteasome,increases_in,Disease,Alzheimer's disease,免疫蛋白酶体在阿尔茨海默病患者大脑中增加
Research_Method,organotypic hippocampal culture,used_to_study,Disease,Alzheimer's disease,海马器官型培养用于研究阿尔茨海默病
Protein,proteasome,composed_of,Protein,19S regulatory particle,蛋白酶体由19S调节颗粒组成
Protein,ubiquitin,associated_with,Disease,Alzheimer's disease,泛素与阿尔茨海默病的病理相关
Protein,Lmp2,has_polymorphism,Clinical_Manifestation,increased proteasome activity,Lmp2蛋白的多态性与蛋白酶体活性增加相关
Protein,amyloid β,accumulates_in,Brain_Region,brain,淀粉样β蛋白在大脑中异常堆积
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,mild cognitive impairment,阿尔茨海默病初期表现为轻度认知障碍
Protein,AMPA receptors,degraded_by,Protein,E3 ligase Nedd4,AMPA受体被E3连接酶Nedd4降解
Protein,STEP61,increases_in,Pathological_Change,NMDAR endocytosis,STEP61增加导致NMDAR内吞
Protein,Uch-L1,decreases_in,Disease,Alzheimer's disease,Uch-L1在阿尔茨海默病中减少
Protein,20S catalytic core,has_activity,Biomarker,postglutamyl peptidase activity,20S催化核心具有后谷氨酰肽酶活性
Research_Method,induced pluripotent cells,studies,Disease,Alzheimer's disease,诱导多能干细胞用于研究阿尔茨海默病
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Protein,tau,accumulates_in,Pathological_Change,neurofibrillary tangles,tau蛋白积累导致神经纤维缠结
Treatment,cilostazol,improves,Clinical_Manifestation,cognitive performance,西洛他唑改善认知表现
Disease,Alzheimer's disease,affects,Brain_Region,brain,阿尔茨海默病影响大脑区域
Research_Method,transgenic mouse models,models,Disease,Alzheimer's disease,转基因小鼠模型用于研究阿尔茨海默病
Protein,proteasome,composed_of,Protein,20S catalytic core,蛋白酶体由20S催化核心组成
Gene,APP,associated_with,Disease,Alzheimer's disease,APP基因与阿尔茨海默病相关
Treatment,Uch-L1,restores,Clinical_Manifestation,long-term synaptic plasticity,Uch-L1恢复长期突触可塑性
Protein,Rpn6,phosphorylated_by,Protein,protein kinase A,Rpn6被蛋白激酶A磷酸化
Protein,Fbx2,improves,Clinical_Manifestation,LTP,Fbx2改善长时程增强
Protein,CHIP,stimulates,Protein,tau,CHIP刺激tau蛋白降解
Protein,Fbx2,activates,Protein,BACE1,Fbx2激活BACE1
Protein,BACE1,increases_in,Pathological_Change,Aβ levels,BACE1增加导致Aβ水平上升
Protein,BACE1,degrades,Protein,amyloid-beta,BACE1降解淀粉样蛋白
Gene,PS1,associated_with,Disease,Alzheimer's disease,PS1基因与阿尔茨海默病相关
Research_Method,immunohistochemistry,used_to_detect,Pathological_Change,Aβ and tau accumulation,免疫组化用于检测Aβ和tau蛋白的积累
Protein,E2-25K/Hip-2,interacts_with,Pathological_Change,Aβ-mediated neurotoxicity,E2-25K/Hip-2与Aβ介导的神经毒性相互作用
Protein,polyubiquitin chain,degraded_by,Protein,proteasome,多泛素链被蛋白酶体降解
Gene,tau,associated_with,Disease,Alzheimer's disease,tau基因与阿尔茨海默病相关
Gene,UBB+1,inhibits,Protein,proteasome,UBB+1基因抑制蛋白酶体
Protein,ubiquitin,forms,Protein,polyubiquitin chain,泛素形成多泛素链
