Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,animal models,used_to_study,Disease,Alzheimer's disease,动物模型用于研究阿尔茨海默病
Clinical_Manifestation,sleep disorder,indicates,Risk_Factor,circadian rhythm disruption,睡眠障碍表明昼夜节律紊乱
Treatment,intermittent fasting,improves,Clinical_Manifestation,metabolic disorders,间歇性禁食改善代谢紊乱
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Clinical_Manifestation,abnormal sleep-wake patterns,indicates,Disease,Type 2 diabetes mellitus,异常的睡眠-觉醒模式是2型糖尿病的临床表现
Risk_Factor,high-fat diet,disrupts,Gene,Cry1,高脂饮食扰乱Cry1基因的表达
Clinical_Manifestation,abnormal rhythms of clock genes in liver,indicates,Disease,Type 2 diabetes mellitus,肝脏中时钟基因节律异常是2型糖尿病的临床表现
Clinical_Manifestation,hyperphagia,indicates,Disease,Type 2 diabetes mellitus,食欲过盛是2型糖尿病的临床表现
Clinical_Manifestation,abnormal rhythms of clock genes in kidney,indicates,Disease,Type 2 diabetes mellitus,肾脏中时钟基因节律异常是2型糖尿病的临床表现
Protein,melatonin,decreases,Protein,amyloid-beta,褪黑激素减少淀粉样蛋白的产生
Gene,BMAL1,regulates,Gene,PER,BMAL1基因调控PER基因的表达
Clinical_Manifestation,abnormal rhythms of clock genes in pancreas,indicates,Disease,Type 2 diabetes mellitus,胰腺中时钟基因节律异常是2型糖尿病的临床表现
Clinical_Manifestation,abnormal rhythms of clock genes in adipose tissue,indicates,Disease,Type 2 diabetes mellitus,脂肪组织中时钟基因节律异常是2型糖尿病的临床表现
Disease,Type 2 diabetes mellitus,increases_risk_of,Disease,Alzheimer's disease,2型糖尿病患者患阿尔茨海默病的风险更高
Treatment,exercise,improves,Clinical_Manifestation,cognitive function,运动改善认知功能
Gene,BMAL1,correlates_with,Clinical_Manifestation,insulin sensitivity,BMAL1基因与胰岛素敏感性相关
Treatment,light therapy,treats,Disease,Alzheimer's disease,光疗法用于治疗阿尔茨海默病
Gene,APOE,associated_with,Disease,Alzheimer's disease,APOE基因与阿尔茨海默病相关
Risk_Factor,streptozotocin,disrupts,Biomarker,melatonin rhythm,链脲佐菌素扰乱褪黑素节律
Gene,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Risk_Factor,high-fat diet,disrupts,Gene,Per2,高脂饮食扰乱Per2基因的表达
Clinical_Manifestation,hyperglycemia,indicates,Disease,Type 2 diabetes mellitus,高血糖是2型糖尿病的临床表现
Clinical_Stage,early stage,has_symptom,Clinical_Manifestation,disrupted cortisol and melatonin rhythms,阿尔茨海默病早期阶段表现为皮质醇和褪黑激素节律紊乱
Treatment,time-restricted feeding,improves,Clinical_Manifestation,cognitive function,时间限制性进食改善认知功能
Clinical_Manifestation,abnormal rhythms of clock genes in peripheral tissue,indicates,Disease,Type 2 diabetes mellitus,外周组织中时钟基因节律异常是2型糖尿病的临床表现
Treatment,caloric restriction,improves,Clinical_Manifestation,metabolic disorders,热量限制改善代谢紊乱
Clinical_Manifestation,higher subjective sleep score,indicates,Disease,Type 2 diabetes mellitus,较高的主观睡眠评分是2型糖尿病的临床表现
Clinical_Manifestation,abnormal rhythms of AD-associated genes,indicates,Disease,Type 2 diabetes mellitus,异常的AD相关基因节律是2型糖尿病的临床表现
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Clinical_Test,identical meal test,measures,Biomarker,blood glucose,相同餐测试用于测量血糖水平
Clinical_Manifestation,abnormal rhythms of clock genes in organs,indicates,Disease,Type 2 diabetes mellitus,器官中时钟基因节律异常是2型糖尿病的临床表现
Gene,PER2,correlates_with,Clinical_Manifestation,insulin sensitivity,PER2基因与胰岛素敏感性相关
Treatment,exercise,reduces,Pathological_Change,inflammation,运动减少炎症
Treatment,antidepressants,improves,Clinical_Manifestation,mood disorders,抗抑郁药改善情绪障碍
Clinical_Manifestation,inflammation,indicates,Disease,Type 2 diabetes mellitus,炎症是2型糖尿病的临床表现
Treatment,time-restricted feeding,improves,Clinical_Manifestation,metabolic disorders,时间限制性进食改善代谢紊乱
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Protein,BACE1,cleaves,Protein,amyloid precursor protein,BACE1酶切割淀粉样前体蛋白
Protein,orexin,exacerbates,Pathological_Change,Aβ accumulation,食欲素加剧Aβ积累
Clinical_Manifestation,earlier dim-light melatonin onset,indicates,Disease,Type 2 diabetes mellitus,较早的暗光褪黑素起始是2型糖尿病的临床表现
Clinical_Manifestation,abnormal blood pressure rhythms,indicates,Disease,Type 2 diabetes mellitus,异常的血压节律是2型糖尿病的临床表现
Clinical_Manifestation,abnormal rhythms of clock genes in heart,indicates,Disease,Type 2 diabetes mellitus,心脏中时钟基因节律异常是2型糖尿病的临床表现
Risk_Factor,streptozotocin,induces,Disease,Type 2 diabetes mellitus,链脲佐菌素诱导2型糖尿病
Risk_Factor,sleep deprivation,increases,Pathological_Change,tau pathology,睡眠不足加速tau病理
Clinical_Manifestation,flattened circadian cortisol profile,indicates,Disease,Type 2 diabetes mellitus,平坦的昼夜皮质醇曲线是2型糖尿病的临床表现
Clinical_Manifestation,oxidative stress,indicates,Disease,Type 2 diabetes mellitus,氧化应激是2型糖尿病的临床表现
Treatment,SR9009,reduces,Pathological_Change,Aβ levels,SR9009减少Aβ水平
Clinical_Manifestation,abnormal rhythms of clock genes in duodenum,indicates,Disease,Type 2 diabetes mellitus,十二指肠中时钟基因节律异常
Disease,T2DM,increases_risk_of,Disease,Alzheimer's disease,2型糖尿病增加阿尔茨海默病风险
Treatment,donepezil,treats,Disease,Alzheimer's disease,多奈哌齐是治疗阿尔茨海默病的药物
Treatment,light therapy,treats,Disease,Alzheimer's disease,光疗是治疗阿尔茨海默病的非药物疗法
Treatment,dopamine agonists,improves,Clinical_Manifestation,sleep disorders,多巴胺激动剂改善睡眠障碍
Clinical_Manifestation,abnormal baroreflex sensitivity rhythms,indicates,Disease,Type 2 diabetes mellitus,异常的压力反射敏感性节律是2型糖尿病的临床表现
Imaging_Method,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
