Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
<Research_Method,animal models,used_for,Disease,Alzheimer's disease,动物模型用于阿尔茨海默病研究>
Treatment,glutamate receptor antagonists,treats,Symptom,glutamatergic dysfunction,谷氨酸受体拮抗剂治疗谷氨酸能功能障碍
<Protein,Tau,affected_by,Treatment,bifunctionalized liposomes,双功能化脂质体影响Tau蛋白>
Treatment,Tau peptide vaccine,reduces,Pathological_Change,neurofibrils,Tau肽疫苗显著减少了神经纤维缠结
Treatment,monoclonal antibodies,targets,Protein,amyloid-beta,单克隆抗体靶向淀粉样蛋白
<Protein,amyloid-beta,reduced_by,Treatment,liposomes containing phosphatidic acid and cardiolipin,含有磷脂酸和心磷脂的脂质体减少淀粉样蛋白>
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Treatment,anti-BACE1 antibodies,reduces,Pathological_Change,microhemorrhage,抗BACE1抗体减少了微出血的发生
Disease,Alzheimer's disease,has_pathological_hallmark,Pathological_Change,senile plaques,阿尔茨海默病的病理标志之一是老年斑的形成
Protein,amyloid-beta,is_generated_by,Protein,amyloid precursor protein,淀粉样蛋白由淀粉样前体蛋白生成
Treatment,nanoliposomes,is_proposed_as,Treatment,Alzheimer's disease,纳米脂质体被提议作为阿尔茨海默病的治疗工具
<Protein,amyloid-beta,binds_to,Treatment,antibodies,抗体与淀粉样蛋白结合>
<Protein,Tau,affected_by,Treatment,liposomes containing phosphatidic acid and cardiolipin,含有磷脂酸和心磷脂的脂质体影响Tau蛋白>
<Risk_Factor,age,increases_risk_of,Disease,Alzheimer's disease,年龄增加阿尔茨海默病的风险>
Protein,amyloid-beta,is_cleaved_by,Protein,γ-secretase,淀粉样蛋白被γ-分泌酶切割
Treatment,nanoparticles,improves,Treatment,drug delivery,纳米颗粒改善了药物递送效果
Clinical_Test,Tau PET,detects,Pathological_Change,neurofibrillary tangles,Tau PET检测神经纤维缠结
<Clinical_Test,novel object recognition test,evaluates,Clinical_Manifestation,memory,新物体识别测试评估记忆功能>
Protein,Tau,is_hyperphosphorylated_in,Disease,Alzheimer's disease,Tau蛋白在阿尔茨海默病中被过度磷酸化
Treatment,Tau immunotherapy,reduces,Pathological_Change,Tau pathology,Tau免疫疗法减少了Tau病理
Disease,Alzheimer's disease,has_pathological_hallmark,Pathological_Change,neurofibrillary tangles,阿尔茨海默病的病理标志之一是神经纤维缠结的形成
Treatment,Aducanumab,is_in,Clinical_Stage,Phase III,Aducanumab处于III期临床试验阶段
Treatment,anti-BACE1 antibodies,reduces,Pathological_Change,brain inflammation,抗BACE1抗体减少了脑部炎症
Treatment,curcumin,improves,Symptom,memory,姜黄素改善记忆能力
Protein,amyloid-beta,is_cleaved_by,Protein,β-secretase,淀粉样蛋白被β-分泌酶切割
Imaging_Method,immunofluorescence,detects,Pathological_Change,amyloid deposits,免疫荧光分析检测到小鼠脑部淀粉样沉积
Protein,amyloid-beta,triggers,Pathological_Change,senile plaques,淀粉样蛋白触发老年斑的形成
Disease,Mild Cognitive Impairment,distinguished_from,Disease,pre-AD,轻度认知障碍需要与阿尔茨海默病前驱期区分
Treatment,Tau peptide vaccine,reduces,Pathological_Change,hyper-phosphorylated Tau,Tau肽疫苗显著减少了过度磷酸化的Tau蛋白
Treatment,anti-BACE1 antibodies,improves,Clinical_Manifestation,cognitive function,长期系统性给予抗BACE1抗体改善了转基因小鼠的认知功能
Treatment,immunotherapy,reduces,Pathological_Change,amyloid-beta accumulation,免疫疗法减少淀粉样蛋白的积累
<Protein,amyloid-beta,binds_to,Treatment,curcumin,姜黄素与淀粉样蛋白结合>
Protein,Tau,forms,Pathological_Change,neurofibrillary tangles,Tau蛋白形成神经纤维缠结
<Research_Method,preclinical study,used_for,Disease,Alzheimer's disease,临床前研究用于阿尔茨海默病研究>
<Protein,Tau,affected_by,Treatment,Aβ-MAb-liposomes,抗淀粉样蛋白抗体脂质体影响Tau蛋白>
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Tau hyper-phosphorylation,Tau蛋白过度磷酸化是阿尔茨海默病的病理改变之一
Disease,Alzheimer's disease,requires,Clinical_Test,molecular markers,阿尔茨海默病需要分子标志物来诊断前驱期
Research_Method,neuron-derived exosomes,participates_in,Pathological_Change,Aβ clearance,神经元来源的外泌体参与了Aβ的清除
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Tau oligomerization,Tau蛋白寡聚化是阿尔茨海默病的病理改变之一
Clinical_Test,Amyloid PET,detects,Pathological_Change,amyloid plaques,淀粉样蛋白PET检测淀粉样斑块
<Disease,Alzheimer's disease,treated_by,Treatment,liposome-based therapy,脂质体疗法用于治疗阿尔茨海默病>
<Imaging_Method,PET imaging,uses,Biomarker,Pittsburgh compound B,PET成像使用匹兹堡化合物B作为生物标志物>
Treatment,cholinergic inhibitors,treats,Symptom,cholinergic deficits,胆碱能抑制剂治疗胆碱能缺陷
<Protein,amyloid-beta,reduced_by,Treatment,bifunctionalized liposomes,双功能化脂质体减少淀粉样蛋白>
<Protein,amyloid-beta,reduced_by,Treatment,Aβ-MAb-liposomes,抗淀粉样蛋白抗体脂质体减少淀粉样蛋白>
Treatment,anti-BACE1 antibodies,reduces,Protein,Aβ production,抗BACE1抗体减少了Aβ的产生
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,Tau polymerization,Tau蛋白聚合是阿尔茨海默病的病理改变之一
Treatment,Tau immunotherapy,improves,Clinical_Manifestation,cognition,Tau免疫疗法在动物模型中改善了认知功能
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因增加阿尔茨海默病的风险
Research_Method,animal models,used_for,Research_Method,AD research,动物模型用于阿尔茨海默病研究
Clinical_Test,MRI,detects,Pathological_Change,brain atrophy,核磁共振可以检测到脑萎缩情况
<Clinical_Test,PET imaging,detects,Pathological_Change,amyloid plaques,PET成像检测淀粉样斑块>
