Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,neuronal death,阿尔茨海默病的症状之一是神经元死亡
Protein,NO,is_associated_with,Disease,Alzheimer's disease,NO与阿尔茨海默病相关
Protein,amyloid-beta,induces,Pathological_Change,neuroinflammation,淀粉样蛋白β诱导神经炎症
Treatment,ORC,downregulates,Protein,TNF-α,ORC下调TNF-α的表达
Research_Method,qRT-PCR,measures,Protein,TNF-α,qRT-PCR用于测量TNF-α的mRNA水平
Disease,Alzheimer's disease,characterized_by,Pathological_Change,tau hyperphosphorylation,阿尔茨海默病的特征之一是tau蛋白的过度磷酸化
Treatment,ORC,downregulates,Protein,iNOS,ORC下调iNOS的表达
Research_Method,qRT-PCR,measures,Protein,IL-6,qRT-PCR用于测量IL-6的mRNA水平
Treatment,ORC,reduces,Pathological_Change,inflammatory response,ORC减少炎症反应
Treatment,oxiracetam,inhibits,Pathological_Change,phagocytosis,奥拉西坦抑制淀粉样蛋白诱导的吞噬作用
Protein,amyloid-beta,induces,Pathological_Change,indirect toxicity,淀粉样蛋白诱导微glia条件培养基的间接毒性
Treatment,oxiracetam,downregulates,Biomarker,inflammatory cytokines,奥拉西坦下调炎症细胞因子的表达
Treatment,ORC,downregulates,Protein,IL-6,ORC下调IL-6的表达
Protein,amyloid-beta,causes,Pathological_Change,neuronal death,淀粉样蛋白β导致神经元死亡
Protein,amyloid-beta,induces,Pathological_Change,oxidative stress,淀粉样蛋白β诱导氧化应激
Protein,amyloid-beta,leads_to,Pathological_Change,neuronal apoptosis,淀粉样蛋白导致神经元凋亡
Protein,nitric oxide,released_by,Pathological_Change,activated microglia,一氧化氮由激活的小胶质细胞释放
Treatment,oxiracetam,reduces,Biomarker,nitric oxide production,奥拉西坦减少一氧化氮的产生
Treatment,ORC,reduces,Protein,NO,ORC减少NO的产生
Treatment,oxiracetam,protects_against,Pathological_Change,indirect toxicity,奥拉西坦保护免受淀粉样蛋白诱导的间接毒性
Research_Method,quantitative reverse transcription polymerase chain reaction,measures,Biomarker,mRNA levels,定量逆转录聚合酶链反应用于测量mRNA水平
Research_Method,qRT-PCR,measures,Protein,IL-1β,qRT-PCR用于测量IL-1β的mRNA水平
Treatment,ORC,inhibits,Pathological_Change,microglial activation,ORC抑制小胶质细胞激活
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,amyloid beta accumulation,阿尔茨海默病的症状之一是淀粉样蛋白β的积累
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,tau hyperphosphorylation,阿尔茨海默病的症状之一是tau蛋白的过度磷酸化
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,neuronal degeneration,阿尔茨海默病的症状之一是神经元退化
Disease,Alzheimer's disease,characterized_by,Pathological_Change,amyloid beta accumulation,阿尔茨海默病的特征之一是淀粉样蛋白β在大脑中的积累
Research_Method,enzyme-linked immunosorbent assay,measures,Biomarker,cytokine production,酶联免疫吸附测定用于测量细胞因子的产生
Protein,iNOS,is_associated_with,Disease,Alzheimer's disease,iNOS与阿尔茨海默病相关
Treatment,ORC,protects,Pathological_Change,BBB integrity,ORC保护血脑屏障完整性
Protein,interleukin-1β,released_by,Pathological_Change,activated microglia,白细胞介素-1β由激活的小胶质细胞释放
Disease,Alzheimer's disease,associated_with,Clinical_Manifestation,cognitive decline,阿尔茨海默病与认知功能下降相关
Disease,Alzheimer's disease,has_symptom,Symptom,cognitive impairment,阿尔茨海默病的主要症状包括认知障碍
Treatment,ORC,downregulates,Protein,IL-1β,ORC下调IL-1β的表达
Research_Method,ELISA,measures,Protein,IL-6,ELISA用于测量IL-6的蛋白水平
Protein,IL-6,is_associated_with,Disease,Alzheimer's disease,IL-6与阿尔茨海默病相关
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,reactive microgliosis,阿尔茨海默病的症状之一是反应性小胶质细胞增生
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,oxidative stress,阿尔茨海默病的症状之一是氧化应激
Protein,amyloid-beta,induces,Pathological_Change,neuroinflammation,淀粉样蛋白诱导神经炎症
Protein,amyloid-beta,triggers,Pathological_Change,reactive microgliosis,淀粉样蛋白β触发反应性小胶质细胞增生
Treatment,ORC,attenuates,Pathological_Change,neuronal apoptosis,ORC减轻神经元凋亡
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,neuroinflammation,阿尔茨海默病的症状之一是神经炎症
Protein,TNF-α,is_associated_with,Disease,Alzheimer's disease,TNF-α与阿尔茨海默病相关
Research_Method,ELISA,measures,Protein,IL-1β,ELISA用于测量IL-1β的蛋白水平
Protein,amyloid-beta,induces,Biomarker,pro-inflammatory cytokines,淀粉样蛋白诱导促炎细胞因子的表达
Protein,amyloid-beta,triggers,Pathological_Change,microglial activation,淀粉样蛋白触发小胶质细胞激活
Disease,Alzheimer's disease,affects,Brain_Region,hippocampus,阿尔茨海默病会影响海马体区域
Protein,amyloid-beta,induces,Pathological_Change,morphological changes,淀粉样蛋白诱导BV2细胞的形态学改变
Research_Method,Nitric Oxide Assay,measures,Protein,NO,一氧化氮测定用于测量NO的浓度
Treatment,oxiracetam,inhibits,Biomarker,pro-inflammatory cytokines,奥拉西坦抑制淀粉样蛋白诱导的促炎细胞因子表达
Treatment,oxiracetam,inhibits,Biomarker,oxidative stress,奥拉西坦抑制淀粉样蛋白诱导的氧化应激
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状之一是记忆力丧失
Protein,IL-1β,is_associated_with,Disease,Alzheimer's disease,IL-1β与阿尔茨海默病相关
Treatment,oxiracetam,protects,Brain_Region,hippocampal neurons,奥拉西坦保护海马神经元免受间接毒性
Treatment,oxiracetam,prevents,Pathological_Change,microglial activation,奥拉西坦预防小胶质细胞的激活
Treatment,ORC,reduces,Pathological_Change,neuroinflammation,ORC减少神经炎症
Clinical_Test,MTT assay,measures,Biomarker,cell viability,MTT测定用于测量细胞活力
Treatment,ORC,improves,Pathological_Change,energy metabolism,ORC改善能量代谢
Protein,amyloid-beta,triggers,Pathological_Change,microglial activation,淀粉样蛋白β触发小胶质细胞的激活
Treatment,ORC,protects,Brain_Region,hippocampus,ORC保护海马体免受间接毒性
Protein,amyloid-beta,induces,Biomarker,oxidative stress,淀粉样蛋白诱导氧化应激
