Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Disease,Alzheimer's disease,associated_with,Pathological_Change,tau pathology,阿尔茨海默病与tau病理改变相关
Protein,GSK3B,potential_target_of,Treatment,IRN,GSK3B蛋白是IRN的潜在靶点
Gene,GRIN2B,associated_with,Disease,Alzheimer's disease,GRIN2B基因与阿尔茨海默病相关
Treatment,dihydrocorynatheine,inhibits,Protein,GSK3B,dihydrocorynatheine抑制GSK3B蛋白活性
Protein,GSK3B,associated_with,Pathological_Change,neuronal death,GSK3B蛋白与神经元死亡相关
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-β plaques,阿尔茨海默病的生物标志物包括细胞外淀粉样蛋白斑块
Gene,CCND1,associated_with,Disease,Alzheimer's disease,CCND1基因与阿尔茨海默病相关
Protein,p25/CDK5,induces,Pathological_Change,tau hyperphosphorylation,p25/CDK5复合物诱导tau蛋白过度磷酸化
Protein,GSK3B,expressed_in,Brain_Region,cerebral cortex,GSK3B蛋白在大脑皮层中表达
Protein,tau,accumulates_in,Brain_Region,brain,tau蛋白在大脑中异常堆积
Treatment,isorhynchophylline,has_effect_on,Pathological_Change,neuropathology,异钩藤碱对神经病理学有影响
Protein,CCR5,associated_with,Pathological_Change,neuronal death,CCR5蛋白与神经元死亡相关
Treatment,rhynchophylline,has_effect_on,Protein,tau protein,钩藤碱对tau蛋白有保护作用
Protein,transmembrane signal receptor,involved_in,Pathway,Alzheimer disease pathway,跨膜信号受体参与阿尔茨海默病通路
Protein,APP,cleaved_by,Protein,ADAM10,APP蛋白被ADAM10蛋白切割
Treatment,Uncaria rhynchophylla,treats,Disease,Alzheimer's disease,钩藤用于治疗阿尔茨海默病
Protein,CDK5,interacts_with,Protein,GSK3B,CDK5蛋白与GSK3B蛋白相互作用
Research_Method,KEGG pathway analysis,identifies,Pathway,neurodegeneration-multiple diseases,KEGG通路分析识别神经退行性疾病通路
Gene,STAT3,associated_with,Disease,Alzheimer's disease,STAT3基因与阿尔茨海默病相关
Protein,APP,cleaved_by,Protein,APH1B,APP蛋白被APH1B蛋白切割
Protein,amyloid-β,interacts_with,Protein,tau protein,淀粉样蛋白β与tau蛋白相互作用
Disease,Alzheimer's disease,has_risk_factor,Risk_Factor,aging,年龄增长是阿尔茨海默病的风险因素
Protein,NOS1,associated_with,Pathological_Change,oxidative stress,NOS1蛋白与氧化应激相关
Treatment,rhynchophylline,has_effect_on,Pathological_Change,calcium overloading,钩藤碱对细胞内钙超载有影响
Clinical_Manifestation,neuron death,associated_with,Disease,Alzheimer's disease,神经元死亡与阿尔茨海默病相关
Protein,NOS1,associated_with,Pathological_Change,DNA damage,NOS1蛋白与DNA损伤相关
Protein,non-receptor serine/threonine protein kinase,involved_in,Pathway,Alzheimer disease pathway,非受体丝氨酸/苏氨酸蛋白激酶参与阿尔茨海默病通路
Clinical_Test,GEO dataset,analyzes,Gene,expression,GEO数据集分析基因表达
Treatment,rhynchophylline,has_effect_on,Pathological_Change,Aβ deposition,钩藤碱对淀粉样蛋白β沉积有影响
Treatment,rhynchophylline,has_effect_on,Gene,Akt,钩藤碱对Akt基因有影响
Protein,CCR5,associated_with,Pathological_Change,Aβ pathology,CCR5蛋白与Aβ病理相关
Brain_Region,brain,has_pathological_change,Pathological_Change,neurofibrillary tangles,大脑中的神经纤维缠结是阿尔茨海默病的病理改变
Protein,Aβ,accumulates_in,Brain_Region,brain,Aβ蛋白在大脑中异常堆积
Protein,CDK5,associated_with,Pathological_Change,Aβ formation,CDK5蛋白与Aβ形成相关
Disease,Alzheimer's disease,affects,Brain_Region,entorhinal cortex,阿尔茨海默病影响内嗅皮层
Protein,GSK3B,increased_in,Disease,Alzheimer's disease,GSK3B蛋白在阿尔茨海默病患者中活性增加
Treatment,rhynchophylline,has_effect_on,Protein,amyloid-β,钩藤碱对淀粉样蛋白β有保护作用
Protein,APP,cleaved_by,Protein,PSEN1,APP蛋白被PSEN1蛋白切割
Clinical_Manifestation,learning or memory,affected_by,Disease,Alzheimer's disease,学习或记忆功能受阿尔茨海默病影响
Protein,CCR5,associated_with,Pathological_Change,microglia activation,CCR5蛋白与小胶质细胞激活相关
Protein,amyloid-beta,accumulates_in,Brain_Region,brain,淀粉样蛋白在大脑中异常堆积
Protein,APP,cleaved_by,Protein,PSEN2,APP蛋白被PSEN2蛋白切割
Protein,CDK5,associated_with,Pathological_Change,synaptic plasticity,CDK5蛋白与突触可塑性相关
Treatment,isocorynoxeine,targets,Protein,amyloid-β,异钩藤碱靶向淀粉样蛋白β
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Treatment,dihydrocorynatheine,targets,Protein,tau protein,二氢柯诺辛靶向tau蛋白
Protein,protein modifying enzyme,involved_in,Pathway,Alzheimer disease pathway,蛋白质修饰酶参与阿尔茨海默病通路
Protein,p25/CDK5,induces,Pathological_Change,neuronal apoptosis,p25/CDK5复合物诱导神经元凋亡
Brain_Region,hippocampus,affected_by,Disease,Alzheimer's disease,阿尔茨海默病影响海马体
Gene,CDK5,associated_with,Disease,Alzheimer's disease,CDK5基因与阿尔茨海默病相关
Treatment,isorhynchophylline,has_effect_on,Protein,tau protein,异钩藤碱对tau蛋白有保护作用
Protein,CDK5,increased_in,Disease,Alzheimer's disease,CDK5蛋白在阿尔茨海默病患者中活性增加
Treatment,angustoline,targets,Protein,amyloid-β,狭叶钩藤碱靶向淀粉样蛋白β
Protein,amyloid-β,has_pathological_change,Pathological_Change,deposition,淀粉样蛋白β的病理改变包括沉积
Treatment,isorhynchophylline,has_effect_on,Pathological_Change,neuronal synaptic dysfunction,异钩藤碱对神经元突触功能障碍有影响
Protein,CDK5,associated_with,Pathological_Change,tau hyperphosphorylation,CDK5蛋白与tau蛋白过度磷酸化相关
Protein,GSK3B,associated_with,Pathological_Change,BACE1 activity,GSK3B蛋白与BACE1活性相关
Research_Method,molecular docking,identifies,Protein,core targets,分子对接方法识别核心靶点蛋白
Protein,GSK3B,expressed_in,Brain_Region,striatum,GSK3B蛋白在纹状体中表达
Treatment,isocorynoxeine,inhibits,Protein,GSK3B,isocorynoxeine抑制GSK3B蛋白活性
Research_Method,network pharmacology,studies,Treatment,Uncaria rhynchophylla,网络药理学研究钩藤的治疗机制
Treatment,isorhynchophylline,has_effect_on,Protein,amyloid-β,异钩藤碱对淀粉样蛋白β有保护作用
