Head_Type,Head_Entity,Relation,Tail_Type,Tail_Entity,Description
Research_Method,immunoblotting,detects,Biomarker,cathepsin D,免疫印迹法用于检测组织蛋白酶D
Disease,Alzheimer's disease,has_biomarker,Biomarker,cathepsin D,阿尔茨海默病患者的血浆中组织蛋白酶D水平降低
Disease,Alzheimer's disease,has_biomarker,Biomarker,APOE ε4,APOE ε4等位基因是阿尔茨海默病的潜在生物标志物
Disease,Alzheimer's disease,has_pathological_change,Pathological_Change,neurofibrillary tau tangles,阿尔茨海默病患者的脑部会出现神经纤维缠结
Protein,cathepsin D,decreases_in,Disease,Alzheimer's disease,阿尔茨海默病患者血浆中组织蛋白酶D水平降低
Disease,Alzheimer's disease,has_biomarker,Biomarker,amyloid-beta,阿尔茨海默病与淀粉样蛋白β异常堆积相关
Risk_Factor,APOE4,increases_risk_of,Disease,Alzheimer's disease,APOE4基因是阿尔茨海默病的重要风险因素
Disease,Alzheimer's disease,has_symptom,Clinical_Manifestation,memory loss,阿尔茨海默病的主要症状是记忆力丧失
Protein,cathepsin D,is_involved_in,Pathological_Change,APP processing,组织蛋白酶D参与APP的加工过程
Research_Method,SDS-PAGE,analyzes,Biomarker,plasma proteins,SDS-PAGE用于分析血浆蛋白质
Clinical_Stage,MCI,precedes,Disease,Alzheimer's disease,轻度认知障碍是阿尔茨海默病的前期阶段
Clinical_Test,CDR-SB,evaluates,Clinical_Stage,disease severity,CDR-SB评分用于评估阿尔茨海默病的疾病严重程度
Clinical_Test,CDR-SB,evaluates,Clinical_Manifestation,cognitive function,CDR-SB用于评估认知功能
Research_Method,immunoblotting,measures,Biomarker,cathepsin D,免疫印迹法用于测量血浆中的组织蛋白酶D水平
Disease,Alzheimer's disease,has_biomarker,Biomarker,cathepsin D,阿尔茨海默病的血浆中组织蛋白酶D水平显著降低
Research_Method,ELISA,measures,Biomarker,cathepsin D,ELISA用于测量血浆中的组织蛋白酶D水平
Biomarker,cathepsin D,negatively_correlates_with,Clinical_Test,CDR-SB,血浆组织蛋白酶D水平与CDR-SB评分呈负相关
Protein,cathepsin D,is_encoded_by,Gene,CTSD,组织蛋白酶D由CTSD基因编码
Clinical_Stage,AD dementia,follows,Clinical_Stage,MCI,阿尔茨海默病痴呆期在轻度认知障碍之后
